"chemical_ID","Confidence","score","Module_RTclust","mz","time","MatchCategory","theoretical.mz","delta_ppm","Name","Formula","MonoisotopicMass","Adduct","ISgroup","mean_int_vec","MD"
"HMDB00642",0,0,"15_1",160.09692,372.2,"Multiple",160.09682,0.62,"Erythronilic acid","C5H10O3","118.062994186","M+ACN+H","ISgroup_15_9_10",23355147.6,0.097
"HMDB00642",0,0,"10_1",201.12344,558.3,"Multiple",201.12337,0.35,"Erythronilic acid","C5H10O3","118.062994186","M+2ACN+H","ISgroup_10_26_13",584626.6,0.123
"HMDB00642",0,0,"18_1",160.0969,418.6,"Multiple",160.09682,0.5,"Erythronilic acid","C5H10O3","118.062994186","M+ACN+H","ISgroup_18_22_10",187138912.5,0.097
"HMDB00646",0,0,"10_1",168.08805,253.6,"Multiple",168.08665,8.33,"L-Arabinose","C5H10O5","150.05282343","M+NH4","ISgroup_10_5_9",968209.5,0.088
"HMDB00648",0,0,"17_1",162.11252,493.5,"Multiple",162.11301,3.02,"Galactosylsphingosine","C24H47NO7","461.335252863","M+2H+Na","ISgroup_17_16_12",137631891.6,0.113
"HMDB00648",0,0,"7_1",162.11253,403.4,"Multiple",162.11301,2.96,"Galactosylsphingosine","C24H47NO7","461.335252863","M+2H+Na","ISgroup_7_11_12",148634947.5,0.113
"HMDB00648",0,0,"10_1",162.11255,317.5,"Multiple",162.11301,2.84,"Galactosylsphingosine","C24H47NO7","461.335252863","M+2H+Na","ISgroup_10_9_12",12460005.3,0.113
"HMDB00651",0,0,"7_1",106.08667,464.3,"Multiple",106.0876,8.77,"Decanoylcarnitine","C17H33NO4","315.240958549","M+3H","ISgroup_7_11_9",8223180.4,0.087
"HMDB00661",0,0,"11_1",282.11848,604.1,"Multiple",282.11834,0.5,"Glutaric acid","C5H8O4","132.042258744","2M+NH4","ISgroup_11_40_12",2099985.3,0.118
"HMDB00661",0,0,"7_1",150.07752,298.8,"Multiple",150.07608,9.6,"Glutaric acid","C5H8O4","132.042258744","M+NH4","ISgroup_7_8_8",1949741.8,0.078
"HMDB00665",0,0,"7_1",150.11256,193.5,"Multiple",150.11247,0.6,"Leucinic acid","C6H12O3","132.07864425","M+NH4","ISgroup_7_4_12",14611914.7,0.113
"HMDB00665",0,0,"16_1",303.11873,592.8,"Multiple",303.12045,5.67,"Leucinic acid","C6H12O3","132.07864425","2M+K","ISgroup_16_12_12",3611999.3,0.119
"HMDB00666",0,0,"7_1",172.13327,111.4,"Multiple",172.13321,0.35,"Heptanoic acid","C7H14O2","130.099379692","M+ACN+H","ISgroup_7_1_14",5600937.6,0.133
"HMDB00666",0,0,"9_1",175.07146,642.1,"Multiple",175.07054,5.26,"Heptanoic acid","C7H14O2","130.099379692","M+2Na-H","ISgroup_9_33_8",890131.3,0.071
"HMDB00666",0,0,"17_1",218.13864,259.1,"Multiple",218.13829,1.6,"Heptanoic acid","C7H14O2","130.099379692","3M+2Na","ISgroup_17_2_14",117913733.7,0.139
"HMDB00670",0,0,"14_1",133.02782,789.3,"Multiple",133.02682,7.52,"Homo-L-arginine","C7H16N4O2","188.127325776","M+2K","ISgroup_14_1863_3",304993393,0.028
"HMDB00670",0,0,"5_1",252.14415,554.7,"Multiple",252.14309,4.2,"Homo-L-arginine","C7H16N4O2","188.127325776","M+ACN+Na","ISgroup_5_27_15",69411936.2,0.144
"HMDB00671",0,0,"2_1",269.0881,366.6,"Multiple",269.08966,5.8,"Indolelactic acid","C11H11NO3","205.073893223","M+ACN+Na","ISgroup_2_15_9",6628196.7,0.088
"HMDB00674",0,0,"6_1",239.14899,119.7,"Multiple",239.14689,8.78,"PA(16:016:0)","C35H69O8P","648.473005696","M+3Na","ISgroup_6_1_15",5930265.4,0.149
"HMDB00678",0,9,"18_1",160.0969,418.6,"Multiple",160.09682,0.5,"Isovalerylglycine","C7H13NO3","159.089543287","M+H","ISgroup_18_22_10",187138912.5,0.097
"HMDB00678",0,9,"15_1",160.09692,372.2,"Multiple",160.09682,0.62,"Isovalerylglycine","C7H13NO3","159.089543287","M+H","ISgroup_15_9_10",23355147.6,0.097
"HMDB00678",0,9,"15_10",160.09692,480,"Multiple",160.09682,0.62,"Isovalerylglycine","C7H13NO3","159.089543287","M+H","ISgroup_15_17_10",17794359.5,0.097
"HMDB00682",0,0,"7_1",444.05679,548,"Multiple",444.05298,8.58,"Indoxyl sulfate","C8H7NO4S","213.009578407","2M+NH4","ISgroup_7_12_6",28688947.7,0.057
"HMDB00688",0,0,"17_20",144.10193,516.8,"Multiple",144.10191,0.14,"Isovalerylcarnitine","C12H23NO4","245.162708229","M+ACN+2H","ISgroup_17_17_11",5695549,0.102
"HMDB00688",0,0,"17_1",144.10197,300.5,"Multiple",144.10191,0.42,"Isovalerylcarnitine","C12H23NO4","245.162708229","M+ACN+2H","ISgroup_17_4_11",90114088.6,0.102
"HMDB00688",0,0,"7_15",144.10198,462.7,"Multiple",144.10191,0.49,"Isovalerylcarnitine","C12H23NO4","245.162708229","M+ACN+2H","ISgroup_7_11_11",36882478.2,0.102
"HMDB00688",0,0,"17_5",132.10198,360.2,"Multiple",132.1019,0.61,"Isovalerylcarnitine","C12H23NO4","245.162708229","M+H+NH4","ISgroup_17_8_11",17883541.5,0.102
"HMDB00688",0,0,"2_1",90.05551,539.5,"Multiple",90.05549,0.22,"Isovalerylcarnitine","C12H23NO4","245.162708229","M+2H+Na","ISgroup_2_23_6",7155610.6,0.056
"HMDB00688",0,0,"8_1",132.10201,476.4,"Multiple",132.1019,0.83,"Isovalerylcarnitine","C12H23NO4","245.162708229","M+H+NH4","ISgroup_8_26_11",534401891,0.102
"HMDB00688",0,0,"7_29",90.05551,611.4,"Multiple",90.05549,0.22,"Isovalerylcarnitine","C12H23NO4","245.162708229","M+2H+Na","ISgroup_7_12_6",10644370.3,0.056
"HMDB00688",0,0,"7_1",132.10205,306.1,"Multiple",132.1019,1.14,"Isovalerylcarnitine","C12H23NO4","245.162708229","M+H+NH4","ISgroup_7_8_11",125409903.3,0.102
"HMDB00688",0,0,"17_25",90.05551,580.5,"Multiple",90.05549,0.22,"Isovalerylcarnitine","C12H23NO4","245.162708229","M+2H+Na","ISgroup_17_22_6",8031004.6,0.056
"HMDB00689",0,0,"7_1",271.12883,495.1,"Multiple",271.13062,6.6,"Isocaproic acid","C6H12O2","116.083729628","2M+K","ISgroup_7_11_13",2397503.5,0.129
"HMDB00689",0,0,"15_1",158.11765,447,"Multiple",158.11756,0.57,"Isocaproic acid","C6H12O2","116.083729628","M+ACN+H","ISgroup_15_15_12",5285075.7,0.118
"HMDB00691",0,0,"8_1",179.00485,332.9,"Multiple",179.00566,4.52,"Malonic acid","C3H4O4","104.010958616","3M+2Na","ISgroup_8_14_1",134362102.3,0.005
"HMDB00695",0,9,"18_1",131.07037,460.5,"Multiple",131.07027,0.76,"Ketoleucine","C6H10O3","130.062994186","M+H","ISgroup_18_25_8",7495198.4,0.07
"HMDB00695",0,9,"2_1",131.0704,496.2,"Multiple",131.07027,0.99,"Ketoleucine","C6H10O3","130.062994186","M+H","ISgroup_2_21_8",6485799.3,0.07
"HMDB00698",0,0,"7_1",226.18021,113.1,"Multiple",226.18015,0.27,"Lithocholic acid glycine conjugate","C26H43NO4","433.319208869","M+H+NH4","ISgroup_7_1_19",5417430.5,0.18
"HMDB00699",0,0,"2_1",90.05551,539.5,"Multiple",90.05629,8.66,"1-Methylnicotinamide","C7H9N2O","137.07148792","M+ACN+2H","ISgroup_2_23_6",7155610.6,0.056
"HMDB00699",0,0,"7_1",90.05551,611.4,"Multiple",90.05629,8.66,"1-Methylnicotinamide","C7H9N2O","137.07148792","M+ACN+2H","ISgroup_7_12_6",10644370.3,0.056
"HMDB00699",0,0,"17_1",90.05551,580.5,"Multiple",90.05629,8.66,"1-Methylnicotinamide","C7H9N2O","137.07148792","M+ACN+2H","ISgroup_17_22_6",8031004.6,0.056
"HMDB00700",0,0,"7_17",181.0694,590.8,"Multiple",181.07066,6.96,"Hydroxypropionic acid","C3H6O3","90.031694058","2M+H","ISgroup_7_12_7",1776531.9,0.069
"HMDB00700",0,0,"11_1",181.06943,567.3,"Multiple",181.07066,6.79,"Hydroxypropionic acid","C3H6O3","90.031694058","2M+H","ISgroup_11_40_7",3318870,0.069
"HMDB00700",0,0,"7_1",173.0922,414.2,"Multiple",173.09207,0.75,"Hydroxypropionic acid","C3H6O3","90.031694058","M+2ACN+H","ISgroup_7_11_10",12577469.7,0.092
"HMDB00700",0,0,"10_1",181.06946,496,"Multiple",181.07066,6.63,"Hydroxypropionic acid","C3H6O3","90.031694058","2M+H","ISgroup_10_21_7",1281629.4,0.069
"HMDB00701",0,0,"18_1",193.08939,459.5,"Multiple",193.09041,5.28,"Hexanoylglycine","C8H15NO3","173.105193351","2M+H+K","ISgroup_18_25_9",21855976.8,0.089
"HMDB00701",0,0,"7_1",149.10029,410.2,"Multiple",149.0997,3.96,"Hexanoylglycine","C8H15NO3","173.105193351","M+3ACN+2H","ISgroup_7_11_11",2607722.1,0.1
"HMDB00701",0,0,"2_1",193.08953,496.5,"Multiple",193.09041,4.56,"Hexanoylglycine","C8H15NO3","173.105193351","2M+H+K","ISgroup_2_21_9",16860407.5,0.09
"HMDB00704",0,0,"7_31",207.06862,448.8,"Multiple",207.06656,9.95,"Isoxanthopterin","C6H5N5O2","179.044324429","2M+3H2O+2H","ISgroup_7_11_7",1809203.3,0.069
"HMDB00704",0,0,"7_1",152.07067,130,"Multiple",152.06926,9.27,"Isoxanthopterin","C6H5N5O2","179.044324429","M+3ACN+2H","ISgroup_7_1_8",29759399.2,0.071
"HMDB00705",0,0,"9_1",102.05541,652.1,"Multiple",102.05469,7.06,"Hexanoylcarnitine","C13H25NO4","259.178358293","M+H+2Na","ISgroup_9_33_6",2583091.3,0.055
"HMDB00706",0,0,"2_1",300.09242,158.6,"Multiple",300.09114,4.27,"L-Aspartyl-L-phenylalanine","C13H16N2O5","280.105921632","2M+H+K","ISgroup_2_1_10",4989295.9,0.092
"HMDB00710",0,0,"14_1",135.02364,788.9,"Multiple",135.02353,0.81,"4-Hydroxybutyric acid","C4H8O3","104.047344122","2M+Na+K","ISgroup_14_1863_3",15522477.4,0.024
"HMDB00710",0,0,"17_1",87.04463,615.8,"Multiple",87.04464,0.11,"4-Hydroxybutyric acid","C4H8O3","104.047344122","M+H-H2O","ISgroup_17_24_5",4130444.4,0.045
"HMDB00710",0,0,"9_1",168.06907,414.5,"Multiple",168.06926,1.13,"4-Hydroxybutyric acid","C4H8O3","104.047344122","3M+H+Na","ISgroup_9_11_7",3174048,0.069
"HMDB00710",0,0,"13_1",122.08145,425.3,"Multiple",122.08117,2.29,"4-Hydroxybutyric acid","C4H8O3","104.047344122","M+NH4","ISgroup_13_6_9",25011583.6,0.081
"HMDB00710",0,0,"2_1",87.04461,530.1,"Multiple",87.04464,0.34,"4-Hydroxybutyric acid","C4H8O3","104.047344122","M+H-H2O","ISgroup_2_23_5",2148108.2,0.045
"HMDB00711",0,0,"4_1",100.03979,500.5,"Multiple",100.04019,4,"Hydroxyoctanoic acid","C8H16O3","160.109944378","M+H+K","ISgroup_4_13_4",1163091.1,0.04
"HMDB00716",0,0,"17_1",86.06062,615.6,"Multiple",86.06004,6.74,"L-Pipecolic acid","C6H11NO2","129.078978601","M+ACN+2H","ISgroup_17_24_7",5473296.1,0.061
"HMDB00716",0,0,"16_1",149.06313,530.8,"Multiple",149.0642,7.18,"L-Pipecolic acid","C6H11NO2","129.078978601","2M+H+K","ISgroup_16_9_7",3621761.1,0.063
"HMDB00716",0,0,"17_34",147.11284,964.7,"Multiple",147.1128,0.27,"L-Pipecolic acid","C6H11NO2","129.078978601","M+NH4","ISgroup_17_55_12",1762669.9,0.113
"HMDB00716",0,0,"9_1",149.0639,652.2,"Multiple",149.0642,2.01,"L-Pipecolic acid","C6H11NO2","129.078978601","2M+H+K","ISgroup_9_33_7",2179781.5,0.064
"HMDB00718",0,0,"7_1",114.06651,242.9,"Multiple",114.06633,1.58,"Isovaleric acid","C5H10O2","102.068079564","2M+H+Na","ISgroup_7_6_7",5797180.3,0.067
"HMDB00718",0,0,"17_21",144.10193,516.8,"Multiple",144.10191,0.14,"Isovaleric acid","C5H10O2","102.068079564","M+ACN+H","ISgroup_17_17_11",5695549,0.102
"HMDB00718",0,0,"17_1",144.10197,300.5,"Multiple",144.10191,0.42,"Isovaleric acid","C5H10O2","102.068079564","M+ACN+H","ISgroup_17_4_11",90114088.6,0.102
"HMDB00718",0,0,"7_21",144.10198,462.7,"Multiple",144.10191,0.49,"Isovaleric acid","C5H10O2","102.068079564","M+ACN+H","ISgroup_7_11_11",36882478.2,0.102
"HMDB00718",0,0,"5_1",176.09182,577.8,"Multiple",176.09134,2.73,"Isovaleric acid","C5H10O2","102.068079564","3M+2Na","ISgroup_5_27_10",18838257.4,0.092
"HMDB00720",0,9,"7_6",117.05489,590.8,"Multiple",117.05462,2.31,"Levulinic acid","C5H8O3","116.047344122","M+H","ISgroup_7_12_6",3921614.7,0.055
"HMDB00720",0,9,"11_1",117.05493,567.3,"Multiple",117.05462,2.65,"Levulinic acid","C5H8O3","116.047344122","M+H","ISgroup_11_40_6",7605265.4,0.055
"HMDB00725",0,0,"5_1",151.04236,480.9,"Multiple",151.04346,7.28,"4-Hydroxyproline","C5H9NO3","131.058243159","2M+H+K","ISgroup_5_23_5",2087820.5,0.042
"HMDB00725",0,0,"16_1",151.04237,515.4,"Multiple",151.04346,7.22,"4-Hydroxyproline","C5H9NO3","131.058243159","2M+H+K","ISgroup_16_8_5",1360949.7,0.042
"HMDB00725",0,0,"7_1",173.0922,414.2,"Multiple",173.09207,0.75,"4-Hydroxyproline","C5H9NO3","131.058243159","M+ACN+H","ISgroup_7_11_10",12577469.7,0.092
"HMDB00726",0,0,"7_1",155.08153,438.6,"Multiple",155.08106,3.03,"Isovalerylglutamic acid","C10H17NO5","231.110672659","2M+3H","ISgroup_7_11_9",157041817.1,0.082
"HMDB00727",0,0,"2_1",136.06182,159.3,"Multiple",136.0611,5.29,"L-Threoneopterin","C9H11N5O4","253.081103865","M+H+NH4","ISgroup_2_1_7",9103671.8,0.062
"HMDB00727",0,0,"17_1",136.06188,230.8,"Multiple",136.0611,5.73,"L-Threoneopterin","C9H11N5O4","253.081103865","M+H+NH4","ISgroup_17_1_7",266677820.7,0.062
"HMDB00727",0,0,"4_1",148.0605,620.1,"Multiple",148.0611,4.05,"L-Threoneopterin","C9H11N5O4","253.081103865","M+ACN+2H","ISgroup_4_23_7",1760828.4,0.06
"HMDB00727",0,0,"2_2",136.06183,182.3,"Multiple",136.0611,5.37,"L-Threoneopterin","C9H11N5O4","253.081103865","M+H+NH4","ISgroup_2_3_7",59648690.1,0.062
"HMDB00727",0,0,"9_1",148.06048,652.1,"Multiple",148.0611,4.19,"L-Threoneopterin","C9H11N5O4","253.081103865","M+ACN+2H","ISgroup_9_33_7",46510449.8,0.06
"HMDB00729",0,0,"2_1",87.04461,530.1,"Multiple",87.04464,0.34,"Alpha-Hydroxyisobutyric acid","C4H8O3","104.047344122","M+H-H2O","ISgroup_2_23_5",2148108.2,0.045
"HMDB00729",0,0,"13_1",122.08145,425.3,"Multiple",122.08117,2.29,"Alpha-Hydroxyisobutyric acid","C4H8O3","104.047344122","M+NH4","ISgroup_13_6_9",25011583.6,0.081
"HMDB00729",0,0,"17_1",87.04463,615.8,"Multiple",87.04464,0.11,"Alpha-Hydroxyisobutyric acid","C4H8O3","104.047344122","M+H-H2O","ISgroup_17_24_5",4130444.4,0.045
"HMDB00729",0,0,"9_1",168.06907,414.5,"Multiple",168.06926,1.13,"Alpha-Hydroxyisobutyric acid","C4H8O3","104.047344122","3M+H+Na","ISgroup_9_11_7",3174048,0.069
"HMDB00729",0,0,"14_1",135.02364,788.9,"Multiple",135.02353,0.81,"Alpha-Hydroxyisobutyric acid","C4H8O3","104.047344122","2M+Na+K","ISgroup_14_1863_3",15522477.4,0.024
"HMDB00730",0,0,"10_1",165.05816,416,"Multiple",165.05911,5.76,"Isobutyrylglycine","C6H11NO3","145.073893223","2M+H+K","ISgroup_10_16_6",34243937.7,0.058
"HMDB00732",0,0,"4_1",135.03028,403.3,"Multiple",135.02907,8.96,"Hydroxykynurenine","C10H12N2O4","224.079706882","M+2Na","ISgroup_4_5_4",2601752.9,0.03
"HMDB00732",0,0,"7_1",154.07237,455.1,"Multiple",154.07368,8.5,"Hydroxykynurenine","C10H12N2O4","224.079706882","M+2ACN+2H","ISgroup_7_11_8",837585.4,0.072
"HMDB00738",0,0,"7_1",137.04327,493.3,"Multiple",137.04307,1.46,"Indole","C8H7N","117.057849229","2M+H+K","ISgroup_7_11_5",51862538.1,0.043
"HMDB00740",0,0,"7_1",360.15015,606,"Multiple",360.15003,0.33,"Lactulose","C12H22O11","342.116211546","M+NH4","ISgroup_7_12_16",4094981.2,0.15
"HMDB00742",0,0,"8_1",180.00822,333,"Multiple",180.00656,9.22,"Homocysteine","C4H9NO2S","135.035399227","M+2Na-H","ISgroup_8_14_1",18974416.1,0.008
"HMDB00744",0,0,"4_1",152.05673,403.3,"Multiple",152.05535,9.08,"Malic acid","C4H6O5","134.021523302","M+NH4","ISgroup_4_5_6",272928839,0.057
"HMDB00744",0,0,"2_1",152.05674,448.5,"Multiple",152.05535,9.14,"Malic acid","C4H6O5","134.021523302","M+NH4","ISgroup_2_18_6",6658746.2,0.057
"HMDB00745",0,0,"10_1",121.06842,558.4,"Multiple",121.0684,0.17,"Homocarnosine","C10H16N4O3","240.122240398","M+2H","ISgroup_10_26_7",2039561.9,0.068
"HMDB00746",0,0,"7_1",150.11256,193.5,"Multiple",150.11247,0.6,"Hydroxyisocaproic acid","C6H12O3","132.07864425","M+NH4","ISgroup_7_4_12",14611914.7,0.113
"HMDB00746",0,0,"16_1",303.11873,592.8,"Multiple",303.12045,5.67,"Hydroxyisocaproic acid","C6H12O3","132.07864425","2M+K","ISgroup_16_12_12",3611999.3,0.119
"HMDB00747",0,0,"18_1",193.08939,459.5,"Multiple",193.09041,5.28,"Isovalerylalanine","C8H15NO3","173.105193351","2M+H+K","ISgroup_18_25_9",21855976.8,0.089
"HMDB00747",0,0,"7_1",149.10029,410.2,"Multiple",149.0997,3.96,"Isovalerylalanine","C8H15NO3","173.105193351","M+3ACN+2H","ISgroup_7_11_11",2607722.1,0.1
"HMDB00747",0,0,"2_1",193.08953,496.5,"Multiple",193.09041,4.56,"Isovalerylalanine","C8H15NO3","173.105193351","2M+H+K","ISgroup_2_21_9",16860407.5,0.09
"HMDB00749",0,0,"9_1",148.06048,652.1,"Multiple",148.06043,0.34,"Mesaconic acid","C5H6O4","130.02660868","M+NH4","ISgroup_9_33_7",46510449.8,0.06
"HMDB00749",0,0,"4_1",148.0605,620.1,"Multiple",148.06043,0.47,"Mesaconic acid","C5H6O4","130.02660868","M+NH4","ISgroup_4_23_7",1760828.4,0.06
"HMDB00751",0,0,"10_1",168.08805,253.6,"Multiple",168.08665,8.33,"L-Threo-2-pentulose","C5H10O5","150.05282343","M+NH4","ISgroup_10_5_9",968209.5,0.088
"HMDB00752",0,0,"7_1",210.07229,599.7,"Multiple",210.07368,6.62,"Methylglutaric acid","C6H10O4","146.057908808","M+ACN+Na","ISgroup_7_12_8",1243393.2,0.072
"HMDB00753",0,0,"7_1",118.1227,345.8,"Multiple",118.12264,0.51,"3-Hexanone","C6H12O","100.088815006","M+NH4","ISgroup_7_9_13",3651205.8,0.123
"HMDB00753",0,0,"1_1",139.05293,230.9,"Multiple",139.05197,6.9,"3-Hexanone","C6H12O","100.088815006","2M+2K","ISgroup_1_3_6",5802299.2,0.053
"HMDB00753",0,0,"1_1",139.05293,230.9,"Multiple",139.05197,6.9,"3-Hexanone","C6H12O","100.088815006","M+K","ISgroup_1_3_6",5802299.2,0.053
"HMDB00753",0,0,"7_5",170.11765,397.7,"Multiple",170.11844,4.64,"3-Hexanone","C6H12O","100.088815006","3M+H+K","ISgroup_7_11_12",12449261.3,0.118
"HMDB00754",0,0,"10_1",201.12344,558.3,"Multiple",201.12337,0.35,"3-Hydroxyisovaleric acid","C5H10O3","118.062994186","M+2ACN+H","ISgroup_10_26_13",584626.6,0.123
"HMDB00754",0,0,"15_10",160.09692,480,"Multiple",160.09682,0.62,"3-Hydroxyisovaleric acid","C5H10O3","118.062994186","M+ACN+H","ISgroup_15_17_10",17794359.5,0.097
"HMDB00754",0,0,"18_1",160.0969,418.6,"Multiple",160.09682,0.5,"3-Hydroxyisovaleric acid","C5H10O3","118.062994186","M+ACN+H","ISgroup_18_22_10",187138912.5,0.097
"HMDB00754",0,0,"15_1",160.09692,372.2,"Multiple",160.09682,0.62,"3-Hydroxyisovaleric acid","C5H10O3","118.062994186","M+ACN+H","ISgroup_15_9_10",23355147.6,0.097
"HMDB00755",0,0,"16_1",194.05642,581.8,"Multiple",194.05616,1.34,"Hydroxyphenyllactic acid","C9H10O4","182.057908808","2M+H+Na","ISgroup_16_12_6",2414285.8,0.056
"HMDB00756",0,0,"9_1",102.05541,652.1,"Multiple",102.05469,7.06,"L-Hexanoylcarnitine","C13H25NO4","259.178358293","M+H+2Na","ISgroup_9_33_6",2583091.3,0.055
"HMDB00763",0,0,"13_1",117.04864,325.5,"Multiple",117.04967,8.8,"5-Hydroxyindoleacetic acid","C10H9NO3","191.058243159","M+ACN+2H","ISgroup_13_1_5",135324253.3,0.049
"HMDB00765",0,0,"5_1",246.09723,495.6,"Multiple",246.09481,9.83,"Mannitol","C6H14O6","182.07903818","M+ACN+Na","ISgroup_5_24_10",12035588.6,0.097
"HMDB00766",0,0,"16_1",151.04237,515.4,"Multiple",151.04346,7.22,"N-Acetyl-L-alanine","C5H9NO3","131.058243159","2M+H+K","ISgroup_16_8_5",1360949.7,0.042
"HMDB00766",0,0,"5_1",151.04236,480.9,"Multiple",151.04346,7.28,"N-Acetyl-L-alanine","C5H9NO3","131.058243159","2M+H+K","ISgroup_5_23_5",2087820.5,0.042
"HMDB00766",0,0,"7_1",173.0922,414.2,"Multiple",173.09207,0.75,"N-Acetyl-L-alanine","C5H9NO3","131.058243159","M+ACN+H","ISgroup_7_11_10",12577469.7,0.092
"HMDB00768",0,0,"2_1",253.11245,190.7,"Multiple",253.11066,7.07,"N-Acetyl-9-O-lactoylneuraminic acid","C14H23NO11","381.127110583","M+3ACN+2H","ISgroup_2_3_12",17963802.1,0.112
"HMDB00772",0,0,"7_1",172.13327,111.4,"Multiple",172.13281,2.67,"Nonadecanoic acid","C19H38O2","298.28718046","M+2Na","ISgroup_7_1_14",5600937.6,0.133
"HMDB00773",0,0,"1_1",388.03646,230.9,"Multiple",388.03957,8.01,"N-Acetyl-a-neuraminic acid","C11H19NO9","309.105981211","M+2K+H","ISgroup_1_3_4",7476833.4,0.036
"HMDB00774",0,0,"1_1",155.05413,403.4,"Multiple",155.0549,4.97,"Pregnenolone sulfate","C21H32O5S","396.197044824","M+3Na","ISgroup_1_18_6",88553887.3,0.054
"HMDB00783",0,0,"5_1",151.04236,480.9,"Multiple",151.04346,7.28,"Propionylglycine","C5H9NO3","131.058243159","2M+H+K","ISgroup_5_23_5",2087820.5,0.042
"HMDB00783",0,0,"16_1",151.04237,515.4,"Multiple",151.04346,7.22,"Propionylglycine","C5H9NO3","131.058243159","2M+H+K","ISgroup_16_8_5",1360949.7,0.042
"HMDB00783",0,0,"7_1",173.0922,414.2,"Multiple",173.09207,0.75,"Propionylglycine","C5H9NO3","131.058243159","M+ACN+H","ISgroup_7_11_10",12577469.7,0.092
"HMDB00784",0,0,"17_1",106.0503,626.4,"Multiple",106.05068,3.58,"Azelaic acid","C9H16O4","188.104859","M+H+Na","ISgroup_17_24_6",2687297.3,0.05
"HMDB00784",0,0,"10_1",206.13885,305.2,"Multiple",206.13868,0.82,"Azelaic acid","C9H16O4","188.104859","M+NH4","ISgroup_10_9_14",7185546.8,0.139
"HMDB00784",0,0,"7_1",206.13885,139.1,"Multiple",206.13868,0.82,"Azelaic acid","C9H16O4","188.104859","M+NH4","ISgroup_7_1_14",5322193.8,0.139
"HMDB00786",0,0,"7_1",194.06742,202.7,"Multiple",194.06725,0.88,"Oxypurinol","C5H4N4O2","152.033425392","M+ACN+H","ISgroup_7_4_7",972541.7,0.067
"HMDB00786",0,0,"4_1",135.03028,403.3,"Multiple",135.03073,3.33,"Oxypurinol","C5H4N4O2","152.033425392","M+H-H2O","ISgroup_4_5_4",2601752.9,0.03
"HMDB00786",0,0,"7_74",170.06843,948.7,"Multiple",170.06725,6.94,"Oxypurinol","C5H4N4O2","152.033425392","M+NH4","ISgroup_7_38_7",7739494.9,0.068
"HMDB00788",0,0,"14_1",433.09443,230.9,"Multiple",433.09632,4.36,"Orotidine","C10H12N2O8","288.05936537","3M+2H","ISgroup_14_94_10",1539491.2,0.094
"HMDB00791",0,0,"17_1",104.07104,615.9,"Multiple",104.07114,0.96,"L-Octanoylcarnitine","C15H29NO4","287.209658421","M+2H+Na","ISgroup_17_24_8",31795189.2,0.071
"HMDB00795",0,0,"7_1",172.13327,111.4,"Multiple",172.13281,2.67,"Pristanic acid","C19H38O2","298.28718046","M+2Na","ISgroup_7_1_14",5600937.6,0.133
"HMDB00797",0,0,"2_1",518.08481,219.4,"Multiple",518.08948,9.01,"SAICAR","C13H19N4O12P","454.073708604","M+ACN+Na","ISgroup_2_4_9",1079837.8,0.085
"HMDB00798",0,0,"9_1",102.05541,652.1,"Multiple",102.05456,8.33,"Oenanthic ether","C9H18O2","158.13067982","M+2Na","ISgroup_9_33_6",2583091.3,0.055
"HMDB00801",0,0,"7_1",198.1854,108,"Multiple",198.18524,0.81,"Phytanic acid","C20H40O2","312.302830524","M+2ACN+2H","ISgroup_7_1_19",4937441.9,0.185
"HMDB00803",0,0,"13_1",233.08951,325.7,"Multiple",233.08818,5.71,"Beta-N-Acetylglucosamine","C8H15NO6","221.089937217","2M+H+Na","ISgroup_13_1_9",2226878.8,0.09
"HMDB00803",0,0,"7_1",173.0922,414.2,"Multiple",173.09207,0.75,"Beta-N-Acetylglucosamine","C8H15NO6","221.089937217","M+3ACN+2H","ISgroup_7_11_10",12577469.7,0.092
"HMDB00803",0,0,"17_1",120.06577,589.1,"Multiple",120.06552,2.08,"Beta-N-Acetylglucosamine","C8H15NO6","221.089937217","M+H+NH4","ISgroup_17_22_7",4659204.9,0.066
"HMDB00805",0,9,"16_1",130.05002,599.4,"Multiple",130.04987,1.15,"Pyrrolidonecarboxylic acid","C5H7NO3","129.042593095","M+H","ISgroup_16_12_6",45747919,0.05
"HMDB00805",0,9,"17_1",130.05002,651.9,"Multiple",130.04987,1.15,"Pyrrolidonecarboxylic acid","C5H7NO3","129.042593095","M+H","ISgroup_17_25_6",13485436,0.05
"HMDB00806",0,0,"7_1",134.09035,246.4,"Multiple",134.08968,5,"Myristic acid","C14H28O2","228.20893014","M+H+K","ISgroup_7_6_10",1498514.5,0.09
"HMDB00807",0,0,"4_1",135.03028,403.3,"Multiple",135.0303,0.15,"3-Phosphoglyceric acid","C3H7O7P","185.99293909","M+2ACN+2H","ISgroup_4_5_4",2601752.9,0.03
"HMDB00808",0,0,"10_1",165.05816,416,"Multiple",165.05911,5.76,"N-Butyrylglycine","C6H11NO3","145.073893223","2M+H+K","ISgroup_10_16_6",34243937.7,0.058
"HMDB00812",0,0,"17_1",258.11023,579.5,"Multiple",258.10845,6.9,"N-Acetyl-L-aspartic acid","C6H9NO5","175.048072403","M+2ACN+H","ISgroup_17_22_12",29682830.1,0.11
"HMDB00816",0,0,"18_1",234.91802,184.1,"Multiple",234.91597,8.73,"Phosphoglycolic acid","C2H5O6P","155.982374404","M+2K+H","ISgroup_18_2_92",5454714.4,0.918
