"chemical_ID","Confidence","score","Module_RTclust","mz","time","MatchCategory","theoretical.mz","delta_ppm","Name","Formula","MonoisotopicMass","Adduct","ISgroup","mean_int_vec","MD"
"HMDB57516",0,0,"14_1",707.99761,789.9,"Multiple",707.99101,9.32,"CL(16:1(9Z)16:1(9Z)20:4(5Z8Z11Z14Z)16:0)","C77H138O17P2","1396.940926014","M+H+NH4","ISgroup_14_1863_100",27392601.5,0.998
"HMDB57498",0,0,"14_1",707.99761,789.9,"Multiple",707.99101,9.32,"CL(16:1(9Z)16:1(9Z)18:1(9Z)16:1(9Z))","C75H138O17P2","1372.940926014","M+ACN+2H","ISgroup_14_1863_100",27392601.5,0.998
"HMDB57488",0,0,"14_1",707.99761,789.9,"Multiple",707.99101,9.32,"CL(16:1(9Z)16:1(9Z)18:1(11Z)16:1(9Z))","C75H138O17P2","1372.940926014","M+ACN+2H","ISgroup_14_1863_100",27392601.5,0.998
"HMDB57480",0,0,"14_1",707.99761,789.9,"Multiple",707.99101,9.32,"CL(16:1(9Z)16:1(9Z)16:1(9Z)18:1(9Z))","C75H138O17P2","1372.940926014","M+ACN+2H","ISgroup_14_1863_100",27392601.5,0.998
"HMDB57479",0,0,"14_1",707.99761,789.9,"Multiple",707.99101,9.32,"CL(16:1(9Z)16:1(9Z)16:1(9Z)18:1(11Z))","C75H138O17P2","1372.940926014","M+ACN+2H","ISgroup_14_1863_100",27392601.5,0.998
"HMDB57460",0,0,"14_1",478.00972,789.7,"Multiple",478.01367,8.26,"CL(16:1(9Z)18:018:1(9Z)18:1(9Z))","C79H148O17P2","1431.019176334","M+3H","ISgroup_14_1863_1",46762809.1,0.01
"HMDB57459",0,0,"14_1",478.00972,789.7,"Multiple",478.01367,8.26,"CL(16:1(9Z)18:018:1(9Z)18:1(11Z))","C79H148O17P2","1431.019176334","M+3H","ISgroup_14_1863_1",46762809.1,0.01
"HMDB57456",0,0,"14_1",478.00972,789.7,"Multiple",478.01367,8.26,"CL(16:1(9Z)18:018:1(11Z)18:1(9Z))","C79H148O17P2","1431.019176334","M+3H","ISgroup_14_1863_1",46762809.1,0.01
"HMDB57455",0,0,"14_1",478.00972,789.7,"Multiple",478.01367,8.26,"CL(16:1(9Z)18:018:1(11Z)18:1(11Z))","C79H148O17P2","1431.019176334","M+3H","ISgroup_14_1863_1",46762809.1,0.01
"HMDB57431",0,0,"14_1",707.99761,789.9,"Multiple",707.99101,9.32,"CL(16:1(9Z)16:020:4(5Z8Z11Z14Z)16:1(9Z))","C77H138O17P2","1396.940926014","M+H+NH4","ISgroup_14_1863_100",27392601.5,0.998
"HMDB57415",0,0,"14_1",707.99761,789.9,"Multiple",707.99101,9.32,"CL(16:1(9Z)16:016:1(9Z)20:4(5Z8Z11Z14Z))","C77H138O17P2","1396.940926014","M+H+NH4","ISgroup_14_1863_100",27392601.5,0.998
"HMDB57167",0,0,"14_1",478.00972,789.7,"Multiple",478.01367,8.26,"CL(18:018:1(9Z)18:1(9Z)16:1(9Z))","C79H148O17P2","1431.019176334","M+3H","ISgroup_14_1863_1",46762809.1,0.01
"HMDB57157",0,0,"14_1",478.00972,789.7,"Multiple",478.01367,8.26,"CL(18:018:1(9Z)18:1(11Z)16:1(9Z))","C79H148O17P2","1431.019176334","M+3H","ISgroup_14_1863_1",46762809.1,0.01
"HMDB57154",0,0,"14_1",478.00972,789.7,"Multiple",478.01367,8.26,"CL(18:018:1(9Z)16:1(9Z)18:1(9Z))","C79H148O17P2","1431.019176334","M+3H","ISgroup_14_1863_1",46762809.1,0.01
"HMDB57153",0,0,"14_1",478.00972,789.7,"Multiple",478.01367,8.26,"CL(18:018:1(9Z)16:1(9Z)18:1(11Z))","C79H148O17P2","1431.019176334","M+3H","ISgroup_14_1863_1",46762809.1,0.01
"HMDB57115",0,0,"14_1",478.00972,789.7,"Multiple",478.01367,8.26,"CL(18:018:1(11Z)18:1(9Z)16:1(9Z))","C79H148O17P2","1431.019176334","M+3H","ISgroup_14_1863_1",46762809.1,0.01
"HMDB57105",0,0,"14_1",478.00972,789.7,"Multiple",478.01367,8.26,"CL(18:018:1(11Z)18:1(11Z)16:1(9Z))","C79H148O17P2","1431.019176334","M+3H","ISgroup_14_1863_1",46762809.1,0.01
"HMDB57102",0,0,"14_1",478.00972,789.7,"Multiple",478.01367,8.26,"CL(18:018:1(11Z)16:1(9Z)18:1(9Z))","C79H148O17P2","1431.019176334","M+3H","ISgroup_14_1863_1",46762809.1,0.01
"HMDB57101",0,0,"14_1",478.00972,789.7,"Multiple",478.01367,8.26,"CL(18:018:1(11Z)16:1(9Z)18:1(11Z))","C79H148O17P2","1431.019176334","M+3H","ISgroup_14_1863_1",46762809.1,0.01
"HMDB57074",0,0,"14_1",478.00972,789.7,"Multiple",478.01367,8.26,"CL(18:016:1(9Z)18:1(9Z)18:1(9Z))","C79H148O17P2","1431.019176334","M+3H","ISgroup_14_1863_1",46762809.1,0.01
"HMDB57073",0,0,"14_1",478.00972,789.7,"Multiple",478.01367,8.26,"CL(18:016:1(9Z)18:1(9Z)18:1(11Z))","C79H148O17P2","1431.019176334","M+3H","ISgroup_14_1863_1",46762809.1,0.01
"HMDB57070",0,0,"14_1",478.00972,789.7,"Multiple",478.01367,8.26,"CL(18:016:1(9Z)18:1(11Z)18:1(9Z))","C79H148O17P2","1431.019176334","M+3H","ISgroup_14_1863_1",46762809.1,0.01
"HMDB57069",0,0,"14_1",478.00972,789.7,"Multiple",478.01367,8.26,"CL(18:016:1(9Z)18:1(11Z)18:1(11Z))","C79H148O17P2","1431.019176334","M+3H","ISgroup_14_1863_1",46762809.1,0.01
"HMDB56922",0,0,"14_1",478.00972,789.7,"Multiple",478.01287,6.59,"CL(18:016:018:016:0)","C77H150O17P2","1409.034826398","M+2H+Na","ISgroup_14_1863_1",46762809.1,0.01
"HMDB56744",0,0,"14_1",707.99761,789.9,"Multiple",707.99101,9.32,"CL(16:020:4(5Z8Z11Z14Z)16:1(9Z)16:1(9Z))","C77H138O17P2","1396.940926014","M+H+NH4","ISgroup_14_1863_100",27392601.5,0.998
"HMDB56665",0,0,"14_1",478.00972,789.7,"Multiple",478.01367,8.26,"CL(16:018:1(9Z)18:1(9Z)18:1(9Z))","C79H148O17P2","1431.019176334","M+3H","ISgroup_14_1863_1",46762809.1,0.01
"HMDB56664",0,0,"14_1",478.00972,789.7,"Multiple",478.01367,8.26,"CL(16:018:1(9Z)18:1(9Z)18:1(11Z))","C79H148O17P2","1431.019176334","M+3H","ISgroup_14_1863_1",46762809.1,0.01
"HMDB56655",0,0,"14_1",478.00972,789.7,"Multiple",478.01367,8.26,"CL(16:018:1(9Z)18:1(11Z)18:1(9Z))","C79H148O17P2","1431.019176334","M+3H","ISgroup_14_1863_1",46762809.1,0.01
"HMDB56654",0,0,"14_1",478.00972,789.7,"Multiple",478.01367,8.26,"CL(16:018:1(9Z)18:1(11Z)18:1(11Z))","C79H148O17P2","1431.019176334","M+3H","ISgroup_14_1863_1",46762809.1,0.01
"HMDB56609",0,0,"14_1",478.00972,789.7,"Multiple",478.01367,8.26,"CL(16:018:1(11Z)18:1(9Z)18:1(9Z))","C79H148O17P2","1431.019176334","M+3H","ISgroup_14_1863_1",46762809.1,0.01
"HMDB56608",0,0,"14_1",478.00972,789.7,"Multiple",478.01367,8.26,"CL(16:018:1(11Z)18:1(9Z)18:1(11Z))","C79H148O17P2","1431.019176334","M+3H","ISgroup_14_1863_1",46762809.1,0.01
"HMDB56599",0,0,"14_1",478.00972,789.7,"Multiple",478.01367,8.26,"CL(16:018:1(11Z)18:1(11Z)18:1(9Z))","C79H148O17P2","1431.019176334","M+3H","ISgroup_14_1863_1",46762809.1,0.01
"HMDB56598",0,0,"14_1",478.00972,789.7,"Multiple",478.01367,8.26,"CL(16:018:1(11Z)18:1(11Z)18:1(11Z))","C79H148O17P2","1431.019176334","M+3H","ISgroup_14_1863_1",46762809.1,0.01
"HMDB56567",0,0,"14_1",707.99761,789.9,"Multiple",707.99101,9.32,"CL(16:016:1(9Z)20:4(5Z8Z11Z14Z)16:1(9Z))","C77H138O17P2","1396.940926014","M+H+NH4","ISgroup_14_1863_100",27392601.5,0.998
"HMDB56551",0,0,"14_1",707.99761,789.9,"Multiple",707.99101,9.32,"CL(16:016:1(9Z)16:1(9Z)20:4(5Z8Z11Z14Z))","C77H138O17P2","1396.940926014","M+H+NH4","ISgroup_14_1863_100",27392601.5,0.998
"HMDB56496",0,0,"14_1",478.00972,789.7,"Multiple",478.01287,6.59,"CL(16:018:018:016:0)","C77H150O17P2","1409.034826398","M+2H+Na","ISgroup_14_1863_1",46762809.1,0.01
"HMDB56487",0,0,"14_1",478.00972,789.7,"Multiple",478.01287,6.59,"CL(16:018:016:018:0)","C77H150O17P2","1409.034826398","M+2H+Na","ISgroup_14_1863_1",46762809.1,0.01
"HMDB56398",0,0,"14_1",478.00972,789.7,"Multiple",478.01287,6.59,"CL(16:016:018:018:0)","C77H150O17P2","1409.034826398","M+2H+Na","ISgroup_14_1863_1",46762809.1,0.01
"HMDB56323",0,0,"6_1",388.25425,110.1,"Multiple",388.25562,3.53,"DG(20:3n60:022:2n6)","C45H78O5","698.584925606","M+2K","ISgroup_6_1_26",4190298.6,0.254
"HMDB56320",0,0,"7_1",227.18349,112.1,"Multiple",227.18138,9.29,"DG(20:2n60:022:6n3)","C44H70O5","678.52232535","M+3H","ISgroup_7_1_19",617665.4,0.183
"HMDB56295",0,0,"7_1",227.18349,112.1,"Multiple",227.18138,9.29,"DG(18:2n60:022:6n3)","C44H70O5","678.52232535","M+3H","ISgroup_7_1_19",617665.4,0.183
"HMDB56277",0,0,"6_1",388.25425,110.1,"Multiple",388.25562,3.53,"DG(24:1n90:018:4n3)","C45H78O5","698.584925606","M+2K","ISgroup_6_1_26",4190298.6,0.254
"HMDB56263",0,0,"6_1",388.25425,110.1,"Multiple",388.25562,3.53,"DG(22:1n90:020:4n3)","C45H78O5","698.584925606","M+2K","ISgroup_6_1_26",4190298.6,0.254
"HMDB56257",0,0,"6_1",388.25425,110.1,"Multiple",388.25562,3.53,"DG(22:1n90:020:4n6)","C45H78O5","698.584925606","M+2K","ISgroup_6_1_26",4190298.6,0.254
"HMDB56242",0,0,"6_1",388.25425,110.1,"Multiple",388.25562,3.53,"DG(20:3n90:022:2n6)","C45H78O5","698.584925606","M+2K","ISgroup_6_1_26",4190298.6,0.254
"HMDB56226",0,0,"6_1",388.25425,110.1,"Multiple",388.25562,3.53,"DG(20:1n90:022:4n6)","C45H78O5","698.584925606","M+2K","ISgroup_6_1_26",4190298.6,0.254
"HMDB56108",0,0,"6_1",388.25425,110.1,"Multiple",388.25562,3.53,"DG(22:00:020:5n3)","C45H78O5","698.584925606","M+2K","ISgroup_6_1_26",4190298.6,0.254
"HMDB56085",0,0,"6_1",388.25425,110.1,"Multiple",388.25562,3.53,"DG(20:00:022:5n3)","C45H78O5","698.584925606","M+2K","ISgroup_6_1_26",4190298.6,0.254
"HMDB56080",0,0,"6_1",388.25425,110.1,"Multiple",388.25562,3.53,"DG(20:00:022:5n6)","C45H78O5","698.584925606","M+2K","ISgroup_6_1_26",4190298.6,0.254
"HMDB55941",0,0,"7_1",494.86863,791.9,"Multiple",494.87307,8.97,"TG(22:6(4Z7Z10Z13Z16Z19Z)18:4(6Z9Z12Z15Z)22:6(4Z7Z10Z13Z16Z19Z))","C65H94O6","970.70504074","M+H+NH4","ISgroup_7_24_87",11023507.5,0.869
"HMDB55933",0,0,"7_1",351.93238,789.9,"Multiple",351.93424,5.29,"TG(22:6(4Z7Z10Z13Z16Z19Z)22:2(13Z16Z)22:6(4Z7Z10Z13Z16Z19Z))","C69H106O6","1030.798941124","M+2H+Na","ISgroup_7_24_94",8515341,0.932
"HMDB55867",0,0,"7_1",351.93238,789.9,"Multiple",351.93424,5.29,"TG(22:5(7Z10Z13Z16Z19Z)22:4(7Z10Z13Z16Z)22:5(7Z10Z13Z16Z19Z))","C69H106O6","1030.798941124","M+2H+Na","ISgroup_7_24_94",8515341,0.932
"HMDB55837",0,0,"7_1",351.93238,789.9,"Multiple",351.93343,2.98,"TG(22:5(7Z10Z13Z16Z19Z)20:1(11Z)22:5(7Z10Z13Z16Z19Z))","C67H108O6","1008.814591188","M+H+2Na","ISgroup_7_24_94",8515341,0.932
"HMDB55817",0,0,"7_1",351.93238,789.9,"Multiple",351.93343,2.98,"TG(22:5(7Z10Z13Z16Z19Z)20:022:6(4Z7Z10Z13Z16Z19Z))","C67H108O6","1008.814591188","M+H+2Na","ISgroup_7_24_94",8515341,0.932
"HMDB55797",0,0,"7_1",494.86863,791.9,"Multiple",494.87307,8.97,"TG(20:5(5Z8Z11Z14Z17Z)22:6(4Z7Z10Z13Z16Z19Z)20:5(5Z8Z11Z14Z17Z))","C65H94O6","970.70504074","M+H+NH4","ISgroup_7_24_87",11023507.5,0.869
"HMDB55791",0,0,"7_1",494.86863,791.9,"Multiple",494.87307,8.97,"TG(20:5(5Z8Z11Z14Z17Z)20:5(5Z8Z11Z14Z17Z)22:6(4Z7Z10Z13Z16Z19Z))","C65H94O6","970.70504074","M+H+NH4","ISgroup_7_24_87",11023507.5,0.869
"HMDB55785",0,0,"7_1",494.86863,791.9,"Multiple",494.87307,8.97,"TG(20:5(5Z8Z11Z14Z17Z)20:4(8Z11Z14Z17Z)20:5(5Z8Z11Z14Z17Z))","C63H94O6","946.70504074","M+ACN+2H","ISgroup_7_24_87",11023507.5,0.869
"HMDB55782",0,0,"7_1",494.86863,791.9,"Multiple",494.87307,8.97,"TG(20:5(5Z8Z11Z14Z17Z)18:4(6Z9Z12Z15Z)22:5(7Z10Z13Z16Z19Z))","C63H94O6","946.70504074","M+ACN+2H","ISgroup_7_24_87",11023507.5,0.869
"HMDB55761",0,0,"7_1",494.86863,791.9,"Multiple",494.87307,8.97,"TG(20:5(5Z8Z11Z14Z17Z)20:4(5Z8Z11Z14Z)20:5(5Z8Z11Z14Z17Z))","C63H94O6","946.70504074","M+ACN+2H","ISgroup_7_24_87",11023507.5,0.869
"HMDB55751",0,0,"7_1",494.86863,791.9,"Multiple",494.87307,8.97,"TG(20:5(5Z8Z11Z14Z17Z)18:3(6Z9Z12Z)22:6(4Z7Z10Z13Z16Z19Z))","C63H94O6","946.70504074","M+ACN+2H","ISgroup_7_24_87",11023507.5,0.869
"HMDB55741",0,0,"7_1",351.93238,789.9,"Multiple",351.93343,2.98,"TG(20:5(5Z8Z11Z14Z17Z)24:1(15Z)20:5(5Z8Z11Z14Z17Z))","C67H108O6","1008.814591188","M+H+2Na","ISgroup_7_24_94",8515341,0.932
"HMDB55738",0,0,"7_1",351.93238,789.9,"Multiple",351.93343,2.98,"TG(20:5(5Z8Z11Z14Z17Z)22:1(13Z)22:5(7Z10Z13Z16Z19Z))","C67H108O6","1008.814591188","M+H+2Na","ISgroup_7_24_94",8515341,0.932
"HMDB55707",0,0,"7_1",351.93238,789.9,"Multiple",351.93343,2.98,"TG(20:5(5Z8Z11Z14Z17Z)22:022:6(4Z7Z10Z13Z16Z19Z))","C67H108O6","1008.814591188","M+H+2Na","ISgroup_7_24_94",8515341,0.932
"HMDB55667",0,0,"7_1",494.86863,791.9,"Multiple",494.87307,8.97,"TG(20:4(8Z11Z14Z17Z)20:5(5Z8Z11Z14Z17Z)20:5(5Z8Z11Z14Z17Z))","C63H94O6","946.70504074","M+ACN+2H","ISgroup_7_24_87",11023507.5,0.869
"HMDB55659",0,0,"7_1",494.86863,791.9,"Multiple",494.87307,8.97,"TG(20:4(8Z11Z14Z17Z)18:4(6Z9Z12Z15Z)22:6(4Z7Z10Z13Z16Z19Z))","C63H94O6","946.70504074","M+ACN+2H","ISgroup_7_24_87",11023507.5,0.869
"HMDB55638",0,0,"7_1",351.93238,789.9,"Multiple",351.93343,2.98,"TG(20:4(8Z11Z14Z17Z)22:2(13Z16Z)22:5(7Z10Z13Z16Z19Z))","C67H108O6","1008.814591188","M+H+2Na","ISgroup_7_24_94",8515341,0.932
"HMDB55604",0,0,"7_1",351.93238,789.9,"Multiple",351.93343,2.98,"TG(20:4(8Z11Z14Z17Z)22:1(13Z)22:6(4Z7Z10Z13Z16Z19Z))","C67H108O6","1008.814591188","M+H+2Na","ISgroup_7_24_94",8515341,0.932
"HMDB55561",0,0,"7_1",351.93238,789.9,"Multiple",351.93263,0.71,"TG(20:4(8Z11Z14Z17Z)22:020:4(8Z11Z14Z17Z))","C65H110O6","986.830241252","M+3Na","ISgroup_7_24_94",8515341,0.932
"HMDB55529",0,0,"7_1",494.86863,791.9,"Multiple",494.87307,8.97,"TG(18:4(6Z9Z12Z15Z)22:6(4Z7Z10Z13Z16Z19Z)22:6(4Z7Z10Z13Z16Z19Z))","C65H94O6","970.70504074","M+H+NH4","ISgroup_7_24_87",11023507.5,0.869
"HMDB55526",0,0,"7_1",494.86863,791.9,"Multiple",494.87307,8.97,"TG(18:4(6Z9Z12Z15Z)22:6(4Z7Z10Z13Z16Z19Z)20:4(8Z11Z14Z17Z))","C63H94O6","946.70504074","M+ACN+2H","ISgroup_7_24_87",11023507.5,0.869
"HMDB55521",0,0,"7_1",494.86863,791.9,"Multiple",494.87307,8.97,"TG(18:4(6Z9Z12Z15Z)22:5(7Z10Z13Z16Z19Z)20:5(5Z8Z11Z14Z17Z))","C63H94O6","946.70504074","M+ACN+2H","ISgroup_7_24_87",11023507.5,0.869
"HMDB55516",0,0,"7_1",494.86863,791.9,"Multiple",494.87307,8.97,"TG(18:4(6Z9Z12Z15Z)20:5(5Z8Z11Z14Z17Z)22:5(7Z10Z13Z16Z19Z))","C63H94O6","946.70504074","M+ACN+2H","ISgroup_7_24_87",11023507.5,0.869
"HMDB55511",0,0,"7_1",494.86863,791.9,"Multiple",494.87307,8.97,"TG(18:4(6Z9Z12Z15Z)20:4(8Z11Z14Z17Z)22:6(4Z7Z10Z13Z16Z19Z))","C63H94O6","946.70504074","M+ACN+2H","ISgroup_7_24_87",11023507.5,0.869
"HMDB55491",0,0,"7_1",494.86863,791.9,"Multiple",494.87307,8.97,"TG(18:4(6Z9Z12Z15Z)22:5(4Z7Z10Z13Z16Z)20:5(5Z8Z11Z14Z17Z))","C63H94O6","946.70504074","M+ACN+2H","ISgroup_7_24_87",11023507.5,0.869
"HMDB55475",0,0,"7_1",494.86863,791.9,"Multiple",494.87307,8.97,"TG(18:4(6Z9Z12Z15Z)20:4(5Z8Z11Z14Z)22:6(4Z7Z10Z13Z16Z19Z))","C63H94O6","946.70504074","M+ACN+2H","ISgroup_7_24_87",11023507.5,0.869
"HMDB55445",0,0,"7_1",351.93238,789.9,"Multiple",351.93343,2.98,"TG(18:4(6Z9Z12Z15Z)24:1(15Z)22:6(4Z7Z10Z13Z16Z19Z))","C67H108O6","1008.814591188","M+H+2Na","ISgroup_7_24_94",8515341,0.932
"HMDB55394",0,0,"7_1",351.93238,789.9,"Multiple",351.93263,0.71,"TG(18:4(6Z9Z12Z15Z)24:020:4(8Z11Z14Z17Z))","C65H110O6","986.830241252","M+3Na","ISgroup_7_24_94",8515341,0.932
"HMDB55347",0,0,"7_1",494.86863,791.9,"Multiple",494.87307,8.97,"TG(18:3(9Z12Z15Z)22:6(4Z7Z10Z13Z16Z19Z)20:5(5Z8Z11Z14Z17Z))","C63H94O6","946.70504074","M+ACN+2H","ISgroup_7_24_87",11023507.5,0.869
"HMDB55335",0,0,"7_1",494.86863,791.9,"Multiple",494.87307,8.97,"TG(18:3(9Z12Z15Z)20:5(5Z8Z11Z14Z17Z)22:6(4Z7Z10Z13Z16Z19Z))","C63H94O6","946.70504074","M+ACN+2H","ISgroup_7_24_87",11023507.5,0.869
"HMDB55248",0,0,"7_1",351.93238,789.9,"Multiple",351.93263,0.71,"TG(18:3(9Z12Z15Z)24:1(15Z)20:4(8Z11Z14Z17Z))","C65H110O6","986.830241252","M+3Na","ISgroup_7_24_94",8515341,0.932
"HMDB55204",0,0,"7_1",283.90656,450.5,"Multiple",283.90374,9.93,"TG(18:3(9Z12Z15Z)16:1(9Z)18:3(9Z12Z15Z))","C55H92O6","848.689390676","M+3H","ISgroup_7_11_91",2780190.9,0.907
"HMDB55193",0,0,"7_1",351.93238,789.9,"Multiple",351.93263,0.71,"TG(18:3(9Z12Z15Z)24:020:5(5Z8Z11Z14Z17Z))","C65H110O6","986.830241252","M+3Na","ISgroup_7_24_94",8515341,0.932
"HMDB55187",0,0,"7_1",351.93238,789.9,"Multiple",351.93263,0.71,"TG(18:3(9Z12Z15Z)22:022:5(7Z10Z13Z16Z19Z))","C65H110O6","986.830241252","M+3Na","ISgroup_7_24_94",8515341,0.932
"HMDB55163",0,0,"7_1",283.90656,450.5,"Multiple",283.90374,9.93,"TG(18:3(9Z12Z15Z)16:018:4(6Z9Z12Z15Z))","C55H92O6","848.689390676","M+3H","ISgroup_7_11_91",2780190.9,0.907
"HMDB55150",0,0,"7_1",283.90656,450.5,"Multiple",283.90374,9.93,"TG(18:3(9Z12Z15Z)14:020:4(8Z11Z14Z17Z))","C55H92O6","848.689390676","M+3H","ISgroup_7_11_91",2780190.9,0.907
"HMDB55119",0,0,"7_1",494.86863,791.9,"Multiple",494.87307,8.97,"TG(22:5(4Z7Z10Z13Z16Z)20:5(5Z8Z11Z14Z17Z)18:4(6Z9Z12Z15Z))","C63H94O6","946.70504074","M+ACN+2H","ISgroup_7_24_87",11023507.5,0.869
"HMDB55105",0,0,"7_1",494.86863,791.9,"Multiple",494.87307,8.97,"TG(22:5(4Z7Z10Z13Z16Z)18:4(6Z9Z12Z15Z)20:5(5Z8Z11Z14Z17Z))","C63H94O6","946.70504074","M+ACN+2H","ISgroup_7_24_87",11023507.5,0.869
"HMDB55082",0,0,"7_1",351.93238,789.9,"Multiple",351.93424,5.29,"TG(22:5(4Z7Z10Z13Z16Z)22:4(7Z10Z13Z16Z)22:5(7Z10Z13Z16Z19Z))","C69H106O6","1030.798941124","M+2H+Na","ISgroup_7_24_94",8515341,0.932
"HMDB55077",0,0,"7_1",351.93238,789.9,"Multiple",351.93424,5.29,"TG(22:5(4Z7Z10Z13Z16Z)22:4(7Z10Z13Z16Z)22:5(4Z7Z10Z13Z16Z))","C69H106O6","1030.798941124","M+2H+Na","ISgroup_7_24_94",8515341,0.932
"HMDB55072",0,0,"7_1",351.93238,789.9,"Multiple",351.93343,2.98,"TG(22:5(4Z7Z10Z13Z16Z)22:2(13Z16Z)20:4(8Z11Z14Z17Z))","C67H108O6","1008.814591188","M+H+2Na","ISgroup_7_24_94",8515341,0.932
"HMDB55017",0,0,"7_1",351.93238,789.9,"Multiple",351.93343,2.98,"TG(22:5(4Z7Z10Z13Z16Z)22:1(13Z)20:5(5Z8Z11Z14Z17Z))","C67H108O6","1008.814591188","M+H+2Na","ISgroup_7_24_94",8515341,0.932
"HMDB55002",0,0,"7_1",351.93238,789.9,"Multiple",351.93343,2.98,"TG(22:5(4Z7Z10Z13Z16Z)20:1(11Z)22:5(7Z10Z13Z16Z19Z))","C67H108O6","1008.814591188","M+H+2Na","ISgroup_7_24_94",8515341,0.932
"HMDB54997",0,0,"7_1",351.93238,789.9,"Multiple",351.93343,2.98,"TG(22:5(4Z7Z10Z13Z16Z)20:1(11Z)22:5(4Z7Z10Z13Z16Z))","C67H108O6","1008.814591188","M+H+2Na","ISgroup_7_24_94",8515341,0.932
"HMDB54950",0,0,"7_1",351.93238,789.9,"Multiple",351.93263,0.71,"TG(22:5(4Z7Z10Z13Z16Z)22:018:3(9Z12Z15Z))","C65H110O6","986.830241252","M+3Na","ISgroup_7_24_94",8515341,0.932
"HMDB54947",0,0,"7_1",351.93238,789.9,"Multiple",351.93343,2.98,"TG(22:5(4Z7Z10Z13Z16Z)20:022:6(4Z7Z10Z13Z16Z19Z))","C67H108O6","1008.814591188","M+H+2Na","ISgroup_7_24_94",8515341,0.932
"HMDB54892",0,0,"7_1",351.93238,789.9,"Multiple",351.93424,5.29,"TG(22:4(7Z10Z13Z16Z)22:6(4Z7Z10Z13Z16Z19Z)22:4(7Z10Z13Z16Z))","C69H106O6","1030.798941124","M+2H+Na","ISgroup_7_24_94",8515341,0.932
"HMDB54889",0,0,"7_1",351.93238,789.9,"Multiple",351.93424,5.29,"TG(22:4(7Z10Z13Z16Z)22:5(7Z10Z13Z16Z19Z)22:5(7Z10Z13Z16Z19Z))","C69H106O6","1030.798941124","M+2H+Na","ISgroup_7_24_94",8515341,0.932
"HMDB54884",0,0,"7_1",351.93238,789.9,"Multiple",351.93424,5.29,"TG(22:4(7Z10Z13Z16Z)22:5(7Z10Z13Z16Z19Z)22:5(4Z7Z10Z13Z16Z))","C69H106O6","1030.798941124","M+2H+Na","ISgroup_7_24_94",8515341,0.932
"HMDB54844",0,0,"7_1",351.93238,789.9,"Multiple",351.93424,5.29,"TG(22:4(7Z10Z13Z16Z)22:5(4Z7Z10Z13Z16Z)22:5(7Z10Z13Z16Z19Z))","C69H106O6","1030.798941124","M+2H+Na","ISgroup_7_24_94",8515341,0.932
"HMDB54839",0,0,"7_1",351.93238,789.9,"Multiple",351.93424,5.29,"TG(22:4(7Z10Z13Z16Z)22:5(4Z7Z10Z13Z16Z)22:5(4Z7Z10Z13Z16Z))","C69H106O6","1030.798941124","M+2H+Na","ISgroup_7_24_94",8515341,0.932
"HMDB54836",0,0,"7_1",351.93238,789.9,"Multiple",351.93424,5.29,"TG(22:4(7Z10Z13Z16Z)22:4(7Z10Z13Z16Z)22:6(4Z7Z10Z13Z16Z19Z))","C69H106O6","1030.798941124","M+2H+Na","ISgroup_7_24_94",8515341,0.932
"HMDB54825",0,0,"7_1",351.93238,789.9,"Multiple",351.93343,2.98,"TG(22:4(7Z10Z13Z16Z)22:2(13Z16Z)20:5(5Z8Z11Z14Z17Z))","C67H108O6","1008.814591188","M+H+2Na","ISgroup_7_24_94",8515341,0.932
"HMDB54802",0,0,"7_1",351.93238,789.9,"Multiple",351.93343,2.98,"TG(22:4(7Z10Z13Z16Z)20:3n622:4(7Z10Z13Z16Z))","C67H108O6","1008.814591188","M+H+2Na","ISgroup_7_24_94",8515341,0.932
"HMDB54759",0,0,"7_1",351.93238,789.9,"Multiple",351.93263,0.71,"TG(22:4(7Z10Z13Z16Z)22:1(13Z)18:3(9Z12Z15Z))","C65H110O6","986.830241252","M+3Na","ISgroup_7_24_94",8515341,0.932
"HMDB54748",0,0,"7_1",351.93238,789.9,"Multiple",351.93343,2.98,"TG(22:4(7Z10Z13Z16Z)20:3(5Z8Z11Z)22:4(7Z10Z13Z16Z))","C67H108O6","1008.814591188","M+H+2Na","ISgroup_7_24_94",8515341,0.932
"HMDB54746",0,0,"7_1",351.93238,789.9,"Multiple",351.93343,2.98,"TG(22:4(7Z10Z13Z16Z)20:1(11Z)22:6(4Z7Z10Z13Z16Z19Z))","C67H108O6","1008.814591188","M+H+2Na","ISgroup_7_24_94",8515341,0.932
"HMDB54688",0,0,"7_1",351.93238,789.9,"Multiple",351.93263,0.71,"TG(22:4(7Z10Z13Z16Z)22:018:4(6Z9Z12Z15Z))","C65H110O6","986.830241252","M+3Na","ISgroup_7_24_94",8515341,0.932
"HMDB54680",0,0,"7_1",351.93238,789.9,"Multiple",351.93263,0.71,"TG(22:4(7Z10Z13Z16Z)20:020:4(8Z11Z14Z17Z))","C65H110O6","986.830241252","M+3Na","ISgroup_7_24_94",8515341,0.932
"HMDB54667",0,0,"7_1",351.93238,789.9,"Multiple",351.93263,0.71,"TG(22:4(7Z10Z13Z16Z)18:022:4(7Z10Z13Z16Z))","C65H110O6","986.830241252","M+3Na","ISgroup_7_24_94",8515341,0.932
