"","X.31","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26","X.27","X.28","X.29","X.30","Class","X1","X1.1","X1.2","X1.3","X1.4","X1.5","X1.6","X1.7","X1.8","X1.9","X1.10","X1.11","X1.12","X1.13","X1.14","X1.15","X1.16","X1.17","X1.18","X1.19","X1.20","X1.21","X1.22","X1.23","X1.24","X1.25","X1.26","X1.27","X1.28","X1.29","X1.30","X1.31","X1.32","X1.33","X1.34","X1.35","X1.36","X1.37","X1.38","X1.39","X1.40","X1.41","X1.42","X1.43","X1.44","X1.45","X1.46","X1.47","X1.48","X1.49"
"142",142,"137","3.877","136.04028","Unknown","[M-H]-","","0.88","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","20.06","190715_Poo_TruePooFK180310_DDAneg20","136.04042:1753677 137.04377:130150 138.04713:354510","54.36137:6820 63.41164:7742 68.30791:6767 72.6562:7718 78.41328:7057 79.25252:6257 80.96407:14951 93.02132:38734 103.57785:6807 105.95876:9252 108.0323:121893 109.02944:50028 109.68626:7375 109.94098:164277 135.7849:7278 135.89389:22662 135.94427:55849 135.97006:116971 136.04036:805780 136.07581:166609","4.159","4.224","3.822","3.839","3.788","3.854","3.814","3.812","3.806","3.825","3.78","3.82","3.819","4.23","3.789","3.824","3.813","3.834","3.799","3.829","3.808","3.816","3.822","3.803","3.831","3.814","3.824","3.82","3.812","3.788","3.809","3.803","3.808","3.843","3.841","3.817","3.824","3.809","3.823","3.823","3.852","3.878","3.869","4.216","3.921","3.837","4.097","4.23","3.887","4.219"
"143",143,"138","8.592","136.89079","Unknown","[M-H]-","","0.84","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","941.84","190715_Poo_TruePooFK180310_DDAneg20","136.89079:5164374 137.89414:576596 138.8975:274195","","9.126","9.254","8.123","8.188","7.923","7.91","7.903","8.319","8.69","8.123","9.698","7.881","8.595","9.061","8.225","8.1","8.66","9.632","9.494","8.391","8.223","8.189","9.613","8.29","8.285","8.45","8.3","8.549","8.213","8.341","8.215","8.184","8.337","8.121","9.575","8.429","8.201","8.324","8.654","8.128","8.592","8.592","8.963","9.843","8.592","8.264","9.019","9.043","8.645","9.87"
"144",144,"139","9.545","136.89084","Unknown","[M-H]-","","0.44","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","336.35","190715_Poo_TruePooFK180310_DDAneg20","136.89084:5451342 137.89419:631157 138.89755:169396","","10.14","9.497","9.116","9.252","9.688","9.692","9.718","9.496","9.563","9.62","9.493","9.706","9.694","9.556","9.344","9.719","9.462","9.541","9.463","9.565","9.495","9.531","9.582","9.625","9.585","9.62","9.663","9.545","9.554","9.598","9.591","9.444","9.511","9.558","9.575","9.444","9.554","7.909","9.528","9.412","9.545","9.471","9.438","9.539","9.545","9.545","9.475","9.549","9.497","9.581"
"145",145,"140","13.96","136.93903","Unknown","[M-H]-","","0.76","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","235.65","190715_Std_4uMStdsMix1InMatrix_2","136.93903:17439348 137.94238:2334221 138.94574:2336306","","14.396","14.375","14.323","13.613","14.144","13.908","13.996","13.617","13.712","13.682","14.593","13.823","13.754","14.214","13.577","14.278","14.717","14.713","13.572","13.704","13.693","14.534","13.783","13.765","13.769","13.764","13.846","13.698","13.717","13.687","13.71","13.698","13.76","13.695","13.681","13.606","13.742","13.671","13.66","13.701","13.964","14.173","14.056","14.182","13.874","14.14","14.117","13.957","13.857","14.166"
"146",146,"141","13.607","136.93906","Unknown","[M-H]-","adduct linked to 83_[M-H2O-H]-","0.28","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","258.24","190715_Smp_FK180310S62C1-25m_A","136.93906:12241126 137.94241:1573598 138.94577:1420060","","13.823","13.565","13.574","13.613","13.61","13.592","13.604","13.617","13.591","13.682","13.622","13.599","13.67","13.754","13.577","13.637","13.644","13.672","13.572","13.612","13.601","13.721","13.66","13.61","13.709","13.64","13.846","13.698","13.717","13.687","13.587","13.575","13.606","13.695","13.681","13.606","13.515","13.671","13.66","13.593","13.646","13.389","13.845","13.506","13.798","13.989","13.861","13.354","13.857","13.279"
"147",147,"142","12.988","136.93913","Unknown","[M-H]-","adduct linked to 84_[M-H2O-H]-","0.74","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","285.97","190715_Poo_TruePooFK180310_DDAneg20","136.93916:10073677 137.94251:1200774 138.94587:1118105","51.24984:6482 55.69547:6832 66.09103:6892 68.94903:6725 69.03893:6452 73.04683:6324 79.672:7555 79.95622:8304 80.48322:8331 82.39636:6643 93.03341:10633 95.53066:7203 108.16402:7017 114.41557:8599 135.14404:9678 136.89085:135227 136.93916:1477637 136.97839:30971 137.03441:7190 137.06055:7687","12.988","13.249","13.178","13.162","12.974","12.963","12.959","12.882","12.973","12.975","12.948","12.95","12.951","13.052","13.107","13.079","13.101","12.991","12.929","13.042","12.892","13.002","12.959","12.964","13.027","13.029","12.986","13.046","12.916","12.903","13.012","12.957","12.942","12.981","12.959","12.906","13.047","12.915","12.937","13.018","13.297","13.103","12.798","12.694","12.448","13.01","12.964","13.083","12.965","12.932"
"148",148,"143","3.028","137.02347","w/o MS2:Ingalls_Salicylic Acid","[M-H]-","","0.68","False","2.18","137.0233","","","","","530","True","True","False","","False","False","null","null","100","100","null","null","null","15.31","190715_Std_4uMStdsMix1InH2O_2","137.02347:6838743 138.02682:668854 139.03018:0","","3.609","3.665","3.058","3.065","3.031","3.01","3.006","3.127","3.074","3.107","3.023","3.038","3.05","3.048","3.086","3.047","3.006","3.121","3.048","3.052","3.107","3.041","3.043","3.14","3.091","3.093","3.095","2.998","3.085","3.141","3.152","3.112","3.023","3.086","3.051","3.071","3.107","3.047","3.08","3.107","3.06","2.338","3.097","2.342","3.043","2.346","3.116","2.338","2.958","3.076"
"149",149,"144","13.917","137.9399","Unknown","[M-H]-","","0.34","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","28.93","190715_Std_4uMStdsMix1InMatrix_2","137.9399:2284627 138.94325:2233637 139.94661:0","","14.198","14.091","13.574","13.658","13.905","13.916","13.908","13.678","14.152","13.758","13.911","13.89","13.951","14.183","14.159","14.126","13.659","13.869","14.063","13.874","13.956","13.706","13.751","13.955","13.875","13.749","13.785","13.866","13.853","13.763","13.755","13.836","13.714","13.862","13.801","13.591","13.772","13.777","13.706","13.701","13.904","13.917","13.86","14.152","13.843","13.898","13.981","14.031","13.857","14.107"
"150",150,"145","8.432","138.87436","Unknown","[M-H]-","","0.64","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2873.35","190715_Smp_FK180310S64C1-25m_B","138.87436:1714366 139.87771:0 140.88107:499158","","9.111","9.224","8.154","8.158","9.628","8.453","8.826","8.428","8.157","8.123","8.437","8.436","8.444","8.954","8.149","8.221","8.263","8.39","8.202","8.391","8.285","8.189","8.277","8.275","8.224","8.388","8.315","8.395","8.456","8.158","8.215","8.259","8.23","8.136","8.193","8.429","8.246","8.354","8.409","8.188","8.432","8.432","8.918","8.95","8.432","8.432","8.929","8.907","8.871","9.049"
"151",151,"146","12.829","138.93669","Unknown","[M-H]-","","0.32","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","57.68","190715_Poo_TruePooFK180310_Fullneg120","138.93669:1491284 139.94004:0 140.9434:57397","","12.829","12.829","13.012","13.162","12.827","12.963","12.959","12.882","12.973","12.749","12.822","12.945","12.951","12.829","12.803","12.897","13.101","12.991","12.929","13.012","12.877","12.76","12.959","12.779","12.843","13.029","12.76","12.818","12.901","12.903","12.83","12.972","12.926","12.769","12.732","12.906","13.047","12.915","12.755","13.018","12.829","12.829","13.146","12.829","12.829","12.829","12.6","10.512","12.769","13.339"
"152",152,"147","6.276","139.01561","Unknown","[M-H]-","","0.36","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.93","190715_Smp_FK180310S62C1-DCM_B","139.01561:383695 140.01896:0 141.02232:0","","6.276","7.31","6.3","6.089","6.294","6.292","6.261","6.208","6.11","6.229","6.278","6.298","6.257","7.147","6.251","6.274","6.146","6.03","6.287","6.218","5.984","5.939","5.919","6.044","6.12","6.023","6.357","6.002","6.291","6.279","6.299","6.277","6.25","6.271","6.254","6.343","6.104","6.322","6.277","5.972","6.276","6.276","6.276","6.276","6.276","6.276","6.276","7.323","6.276","6.516"
"153",153,"148","3.586","139.03143","Unknown","[M-H]-","","0.32","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","26.26","190715_Smp_FK180310S77C1-25m_B","139.03143:3022614 140.03478:169020 141.03814:0","","3.609","3.982","3.534","3.523","3.589","3.589","3.595","3.508","3.639","3.491","3.59","3.529","3.538","3.57","3.575","3.581","3.494","3.608","3.675","3.601","3.535","3.528","3.563","3.57","3.568","3.569","3.582","3.577","3.525","3.527","3.534","3.649","3.625","3.556","3.553","3.544","3.504","3.504","3.566","3.504","3.654","3.579","3.521","3.591","3.576","3.626","3.527","3.523","3.615","3.915"
"154",154,"149","8.331","140.87148","Unknown","[M-H]-","","0.22","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1656.88","190715_Smp_FK180310S64C1-25m_B","140.87148:514344 141.87483:0 142.87819:0","","8.897","8.331","8.123","8.339","8.339","8.345","8.331","8.319","8.247","8.364","8.339","8.323","8.34","8.924","8.149","8.206","8.263","8.3","8.322","8.285","8.33","8.296","8.384","8.258","8.224","8.434","8.148","8.287","8.334","8.356","8.321","8.366","8.322","8.318","8.223","8.32","8.412","8.525","8.288","8.37","8.331","8.331","8.331","8.331","8.331","8.331","8.476","8.907","8.51","8.331"
"155",155,"150","7.683","140.91833","Unknown","[M-H]-","ion correlated with 156","0.96","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1554.17","190715_Poo_TruePooFK180310_DDAneg35","140.9184:4584622 141.92175:0 142.92511:5086039","53.96531:6590 54.82933:6358 70.09187:8188 70.61214:6550 74.28907:6165 74.99264:128563 78.91769:10280 80.44341:7190 80.91583:8864 98.55543:7994 107.52716:7118 141.06561:7466","8.367","8.381","7.577","7.583","7.594","7.747","7.376","7.468","7.548","7.517","7.241","7.575","7.57","8.206","7.522","7.508","7.522","7.588","7.517","7.564","7.582","7.455","7.483","7.491","7.524","7.561","7.494","7.509","7.501","7.502","7.562","7.543","7.479","7.516","7.572","7.466","7.595","7.435","7.562","7.597","7.683","8.085","8.15","8.214","8.044","8.159","8.162","8.2","8.178","8.282"
"156",156,"151","13.533","140.96463","Unknown","[M-H]-","","0.66","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","14.82","190715_Smp_FK180310S77C1-25m_C","140.96463:1351798 141.96798:251077 142.97134:437369","","13.868","13.459","13.208","13.207","14.231","14.862","13.002","12.926","14.031","13.713","14.593","13.001","14.129","13.799","13.608","13.124","13.72","13.022","13.956","13.238","13.678","13.169","13.004","13.86","12.949","14.131","14.209","12.833","12.96","13.717","12.724","13.003","13.079","13.132","13.395","12.951","13.212","13.687","12.981","13.063","13.6","13.51","13.89","14.018","13.494","13.492","13.891","13.971","13.872","14.107"
"157",157,"152","9.873","140.97491","Unknown","[M-H]-","","0.2","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.35","190715_Poo_TruePooFK180310_Fullneg60","140.97491:1287134 141.97826:0 142.98162:1292261","","9.923","9.757","9.527","9.871","9.749","8.948","9.875","9.801","9.792","9.894","8.969","9.87","13.156","9.804","9.86","9.841","9.779","9.816","9.936","9.874","9.882","9.852","9.829","9.874","9.863","9.929","9.966","9.88","9.895","9.843","9.911","9.846","9.866","9.772","9.956","9.901","9.831","9.909","9.923","9.852","9.919","9.937","9.777","9.918","9.833","9.829","9.898","10.018","9.891","8.974"
"158",158,"153","9.296","140.97496","Unknown","[M-H]-","ion correlated with 9","0.74","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","30.78","190715_Smp_FK180310S64C1-25m_A","140.97496:3136371 141.97831:24227 142.98167:3281677","","9.923","9.361","9.527","8.873","9.275","9.281","9.32","9.279","9.302","9.329","9.42","9.315","9.322","9.804","9.053","9.017","9.181","9.308","9.248","9.288","9.276","9.256","9.321","9.31","9.322","9.311","9.311","9.223","9.295","9.275","9.3","9.197","9.263","9.295","9.283","9.214","9.322","9.233","9.282","9.167","9.286","9.334","9.377","9.296","9.321","9.289","9.399","9.319","9.356","9.368"
"159",159,"154","19.79","140.97713","Unknown","[M-H]-","","0.46","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","23.22","190715_Poo_TruePooFK180310_DDAneg35","140.96474:3006011 141.96809:379349 142.97145:421646","54.91391:6760 57.04538:7527 61.25823:6618 63.47609:6476 63.51757:7535 74.99266:681002 105.2018:8699 141.09155:7498","19.901","19.817","19.788","19.642","19.924","19.862","19.792","19.843","20.07","19.442","19.908","19.912","19.908","19.808","19.781","19.817","19.7","19.907","19.806","19.857","19.894","19.836","19.939","19.784","19.783","19.773","19.625","19.758","19.852","19.483","19.78","19.905","19.617","19.641","19.866","19.805","19.748","19.839","19.993","19.767","19.644","19.845","19.547","19.811","19.825","19.792","19.833","19.706","19.667","19.916"
"160",160,"155","19.599","141.96538","Unknown","[M-H]-","","0.36","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","9.57","190715_Smp_FK180310S80C1-25m_A","141.96538:421829 142.96873:600257 143.97209:0","","19.525","19.635","19.574","19.642","19.846","19.608","19.583","19.613","19.873","19.898","19.58","19.575","19.824","19.686","19.612","19.603","19.593","19.725","19.605","19.63","19.565","19.653","19.577","19.513","19.543","19.545","19.382","19.604","19.628","19.275","19.525","19.312","19.632","19.61","19.79","19.651","19.551","19.328","19.552","19.553","19.674","19.617","19.577","19.629","19.626","19.595","19.542","19.661","19.56","19.553"
"161",161,"156","7.705","142.91624","Unknown","[M-H]-","ion correlated with 150","0.94","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","16889.01","190715_Poo_TruePooFK180310_DDAneg20","142.91643:6693471 143.91978:247138 144.92314:56585","51.36975:6003 52.83934:6288 57.03347:8778 58.02996:6079 65.11238:8659 65.23788:7597 73.22081:7125 76.26223:6872 76.99018:52227 80.9157:14594 87.00766:30763 88.34933:6916 88.77114:6179 92.60625:8034 95.19331:6636 97.0647:12984 100.49362:7025 109.06383:7347 115.42206:7543 125.06029:8011 135.55089:6229 143.07027:17103 143.10683:53149","8.322","8.333","7.516","7.445","7.475","7.743","7.699","7.468","7.548","7.532","8.097","7.743","7.504","8.175","7.569","7.508","7.522","7.497","7.395","7.595","7.506","7.563","7.483","7.491","7.555","7.577","7.524","7.509","7.516","7.609","7.532","7.543","7.51","7.516","7.587","7.512","7.595","7.45","7.562","7.597","7.705","7.705","8.195","8.214","8.044","8.144","8.177","8.215","8.178","8.297"
"162",162,"157","19.649","142.96228","Unknown","[M-H]-","","0.36","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","9.75","190715_Poo_TruePooFK180310_DDAneg20","142.96228:600954 143.96563:0 144.96899:537266","","19.751","19.681","19.589","19.672","19.829","19.78","19.593","19.583","19.858","19.823","19.645","19.677","19.871","19.67","19.582","19.588","19.7","19.74","19.667","19.645","19.701","19.668","19.607","19.739","19.468","19.53","19.337","19.604","19.612","19.305","19.54","19.686","19.742","19.641","19.806","19.651","19.566","19.374","19.933","19.675","19.644","19.663","19.623","19.72","19.718","19.67","19.633","19.736","19.728","19.674"
"163",163,"158","9.771","143.07042","Unknown","[M-H]-","","0.44","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4.08","190715_Smp_FK180310S64C1-DCM_C","143.07042:323802 144.07377:0 145.07713:288218","","9.738","9.741","9.772","9.812","9.745","9.728","9.785","9.679","9.792","9.789","9.78","9.778","9.76","9.71","9.618","9.689","9.704","9.816","9.632","9.735","9.805","9.761","9.799","9.874","9.802","9.836","9.891","9.728","9.787","9.875","9.728","9.724","9.743","9.742","9.863","9.825","9.878","9.787","9.726","9.792","9.739","9.757","9.746","9.813","9.788","9.784","9.748","9.808","9.741","9.87"
"164",164,"159","9.411","144.86882","Unknown","[M-H]-","","0.9","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","20748.6","190715_Poo_TruePooFK180310_DDAneg50","144.86884:1655632 145.87219:0 146.87555:1702665","52.65533:6287 53.4401:6556 54.75767:7679 69.90742:6366 71.9318:7091 83.04919:9480 90.23232:7542 91.4834:6867 92.95885:8769 95.77755:7417 101.05942:9681 101.99476:8592 103.23844:7436 108.50715:9145 114.38219:8177 114.51773:6842 121.21218:6258","10.017","9.774","8.856","8.903","9.356","9.349","9.506","9.31","9.318","9.375","9.404","9.501","9.494","9.88","9.145","9.155","9.386","9.479","9.371","9.474","9.323","9.394","9.475","9.533","9.383","9.435","9.51","9.437","9.356","9.29","9.438","9.367","9.45","9.433","9.42","9.321","9.447","9.264","9.405","9.351","8.91","9.411","9.377","9.539","8.539","9.411","9.399","9.518","9.402","9.581"
"165",165,"160","9.273","144.96898","Unknown","[M-H]-","similar chromatogram in higher mz_544","0.74","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","16.4","190715_Smp_FK180310S64C1-25m_A","144.96898:1002679 145.97233:0 146.97569:123136","","9.923","9.726","8.856","8.903","9.391","9.268","9.295","9.264","9.302","9.329","9.285","9.315","9.331","9.804","9.038","9.048","9.181","9.293","9.217","9.272","9.292","9.256","9.306","9.294","9.337","9.296","9.311","9.223","9.279","9.244","9.33","9.166","9.263","9.28","9.283","9.199","9.306","9.248","9.267","9.182","8.851","9.351","8.361","10.353","7.997","8.82","9.187","9.273","9.273","8.974"
"166",166,"161","10.118","145.06096","Unknown","[M-H]-","adduct linked to 101_[M-H2O-H]-","0.88","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","13.56","190715_Smp_FK180310S62C1-25m_A","145.06096:2362399 146.06431:86123 147.06767:64455","","10.048","10.862","9.877","9.871","9.935","9.908","9.92","9.909","9.929","9.957","10.11","9.922","9.939","10.754","9.845","10.235","9.931","9.968","9.89","9.951","10.004","9.898","10.013","9.953","9.984","9.929","9.966","9.88","9.971","9.965","9.987","9.909","9.911","9.882","9.971","9.871","9.998","10.214","9.908","9.943","10.686","10.776","10.676","10.788","10.15","10.085","10.685","10.751","10.687","10.828"
"167",167,"162","19.856","145.98254","Unknown","[M-H]-","","0.2","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","18.28","190715_Blk_KM1906U14-Blk_C","145.98254:1962374 146.98589:0 147.98925:0","","19.901","20.059","19.856","19.856","19.768","19.882","19.925","19.856","20.116","20.15","19.857","19.892","19.88","19.856","20.301","19.856","19.856","19.922","19.9","19.933","19.805","19.592","19.923","19.889","19.917","19.907","19.805","19.727","19.911","19.724","19.855","19.856","19.856","20.066","19.987","19.821","19.973","19.765","20.144","19.856","20.133","20.33","19.869","19.69","19.411","19.625","19.856","19.994","19.856","19.856"
"168",168,"163","10.97","146.04506","Unknown","[M-H]-","adduct linked to 105_[M-H2O-H]-","0.98","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","26.38","190715_Poo_QC-KM1906_F","146.04506:5618160 147.04841:856590 148.05177:147689","","10.992","11.686","10.707","10.699","10.87","10.831","10.883","10.788","10.837","10.832","10.787","10.808","10.803","11.559","10.739","10.734","10.805","10.844","10.763","10.855","10.89","10.79","10.85","10.884","10.891","10.86","10.902","10.791","10.848","10.874","10.894","10.755","10.817","10.804","10.847","10.737","10.878","10.85","10.815","10.79","11.378","11.57","11.445","11.583","11.042","11.197","11.444","11.202","11.44","11.652"
"169",169,"164","4.679","146.96504","Unknown","[M-H]-","","0.8","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3815.21","190715_Smp_FK180310S62C1-DCM_C","146.96504:1544214 147.96839:0 148.97175:0","","5.167","5.136","4.672","4.655","4.637","4.615","4.629","4.623","4.659","4.648","4.531","4.607","4.579","5.028","4.691","4.615","4.684","4.668","4.634","4.704","4.634","4.634","4.645","4.673","4.699","4.691","4.678","4.656","4.63","4.617","4.684","4.641","4.618","4.646","4.616","4.623","4.691","4.6","4.64","4.66","5.482","5.036","4.981","4.679","4.679","4.679","4.279","4.679","5.07","5.15"
"170",170,"165","9.007","146.96591","Unknown","[M-H]-","similar chromatogram in higher mz_552","0.2","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","604.07","190715_Smp_FK180310S77C1-25m_A","146.96591:112070 147.96926:0 148.97262:0","","9.007","8.623","9.007","8.979","9.023","6.692","9.014","9.249","9.318","8.948","9.016","8.996","9.014","9.007","9.099","9.002","8.904","8.955","8.925","8.994","9.276","9.042","9.306","9.046","9.046","9.374","9.082","9.024","9.31","8.984","8.872","9.027","9.046","8.928","8.93","9.075","9.322","9.233","9.267","9.029","8.955","9.274","9.007","8.499","9.007","9.769","8.897","8.966","8.329","9.007"
"171",171,"166","11.882","147.02901","Unknown","[M-H]-","","0.92","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","11.57","190715_Smp_FK180310S64C1-DCM_C","147.02901:1733832 148.03236:204470 149.03572:0","","12.322","12.602","10.707","11.801","11.869","12.931","12.935","11.5","11.7","11.858","11.878","10.828","11.844","12.259","11.77","11.761","11.786","11.872","11.719","11.811","11.643","11.818","11.73","11.737","11.935","11.288","11.853","11.718","11.678","11.691","11.831","11.538","11.617","11.696","11.751","11.408","11.849","11.046","11.709","11.729","11.95","12.562","12.172","12.364","12.16","12.406","12.191","12.268","12.3","12.448"
"172",172,"167","9.41","148.86284","Unknown","[M-H]-","","0.72","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5582.41","190715_Smp_FK180310S77C1-25m_A","148.86284:840573 149.86619:0 150.86955:109399","","9.987","9.452","8.856","8.903","9.404","9.483","9.419","9.294","9.379","9.452","9.423","9.48","9.437","9.865","9.145","9.216","9.371","9.464","9.371","9.535","9.323","9.424","9.475","9.422","9.414","9.435","9.51","9.453","9.356","9.29","9.468","9.398","9.434","9.448","9.438","9.306","9.401","9.248","9.435","9.381","9.874","10.252","9.393","9.524","9.41","9.41","9.369","9.518","9.387","9.566"
"173",173,"168","3.38","148.92339","Unknown","[M-H]-","","0.26","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1337.47","190715_Smp_FK180310S64C1-25m_B","148.92339:290390 149.92674:0 150.9301:277814","","3.38","3.38","3.38","3.38","3.382","3.376","3.326","3.371","3.379","3.43","3.375","3.37","3.388","3.724","3.38","3.337","3.372","3.41","3.369","3.463","3.367","3.33","3.363","3.385","3.4","3.37","3.38","3.379","3.38","3.373","3.38","3.372","3.363","3.419","3.38","3.38","3.367","3.383","3.384","3.412","3.38","2.767","3.506","3.38","3.38","3.38","3.38","3.748","3.38","3.38"
"174",174,"169","19.364","148.96083","Unknown","[M-H]-","","0.3","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","7.74","190715_Smp_FK180310S77C1-25m_A","148.96083:707453 149.96418:84506 150.96754:55663","","19.219","19.378","19.451","19.383","19.358","19.368","19.635","19.383","19.583","19.655","19.371","19.396","19.57","19.363","19.275","19.374","19.396","19.542","19.417","19.336","19.03","19.363","19.393","19.297","19.194","19.328","19.23","19.404","19.384","19.031","19.235","19.359","19.32","19.732","19.351","19.404","19.199","19.053","19.337","19.339","19.384","19.405","19.378","19.297","19.426","19.322","19.449","19.343","19.331","19.417"
"175",175,"170","12.91","148.96092","Unknown","[M-H]-","","0.3","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","8.3","190715_Smp_FK180310S80C1-25m_A","148.96092:815231 149.96427:105318 150.96763:113886","","13.611","12.918","12.89","12.874","12.852","12.918","12.896","12.669","12.761","12.855","12.849","12.894","12.848","13.617","12.924","12.912","12.965","12.901","12.761","12.842","12.707","12.866","12.853","12.887","12.888","12.876","12.866","12.94","12.81","12.737","12.906","12.865","12.819","12.769","12.763","12.753","12.895","12.748","12.77","12.882","12.934","12.983","12.889","12.875","12.917","12.904","12.919","12.964","12.95","12.824"
"176",176,"171","14.176","148.96097","Unknown","[M-H]-","","0.26","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","6.38","190715_Std_4uMStdsMix1InMatrix_2","148.96097:851837 149.96432:81427 150.96768:92959","","14.855","14.33","14.124","14.159","14.188","14.172","14.165","13.997","14.215","14.169","14.166","14.191","14.195","14.689","14.036","14.202","14.116","14.096","14.233","14.244","14.188","14.18","14.179","14.112","14.178","14.116","14.148","14.186","14.186","14.205","14.244","14.238","14.226","14.074","14.149","14.196","14.383","14.097","14.166","14.205","14.131","14.173","14.119","13.852","14.208","14.155","14.178","14.076","14.446","13.971"
"177",177,"172","9.825","148.96115","Unknown","[M+Cl]-","adduct linked to 30_[M-H2O-H]-","0.64","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","6.39","190715_Poo_TruePooFK180310_DDAneg20","148.96115:780395 149.9645:82458 150.96786:924096","50.23009:6685 55.7096:6659 74.99261:215023 75.22074:7428 85.95563:7995 89.56375:7062 90.17944:8126 104.53531:7369 105.13583:7358 112.37316:8271 143.9843:7223 148.96104:464562","10.414","9.696","9.572","9.751","9.792","9.766","9.785","9.817","9.715","9.879","9.774","9.793","9.807","10.296","9.664","9.764","9.779","9.816","9.632","9.889","9.851","9.792","9.799","9.766","9.923","9.868","9.906","9.728","9.802","9.875","9.774","9.708","9.85","9.757","9.818","9.628","9.816","9.863","9.847","9.686","9.784","9.757","9.866","9.993","9.833","9.859","9.809","9.943","9.921","10.139"
"178",178,"173","6.851","150.04121","Ingalls_Guanine","[M-H]-","","0.94","True","8.135","150.0412","","","","","430","True","True","True","","False","False","null","null","90.3","100","90.5","85.8","69.2","34.07","190715_Poo_TruePooFK180310_DDAneg35","150.04134:2434674 151.04469:164465 152.04805:58441","62.60452:6748 62.64757:6559 66.00854:15954 67.02901:28396 69.08047:6887 69.75928:7399 76.3582:6543 82.03991:10832 91.02898:10667 106.00371:20383 106.06514:36294 107.03528:58292 108.01922:67658 108.05569:31376 109.03944:8500 109.54231:7589 126.02986:102416 133.01465:791675 136.73705:9507 149.96115:7143 149.99402:13164 150.00049:10694 150.04134:365909 150.05525:23562 150.06676:8435","6.908","7.523","6.683","6.694","6.709","6.688","6.691","6.664","6.673","6.686","6.705","6.717","6.698","7.516","6.681","6.688","6.676","6.697","6.687","6.693","6.705","6.696","6.698","6.69","6.704","6.689","6.706","6.703","6.699","6.663","6.681","6.673","6.684","6.699","6.694","6.662","6.685","6.642","6.685","6.681","6.871","6.875","7.351","7.52","7.364","7.518","7.337","7.49","7.364","7.531"
