68	5.526	112.05083	Unknown	[M+H]+	similar chromatogram in higher mz_651	0.94	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	78.16	190715_Poo_TruePooFK180310_DDApos50	112.05093:1753635 113.05428:338545 114.05764:42903	55.11478:6285 57.25967:6727 58.01551:6479 59.42254:6536 67.05492:10550 68.01376:10574 69.03793:6735 69.04549:90474 69.07065:10375 70.06595:12077 71.06926:8042 74.78911:7069 79.43951:7206 84.08144:76931 88.57987:7283 94.0405:33039 94.06569:15759 95.02454:216983 95.04959:21962 95.06075:9128 97.05282:10343 112.05093:1840095 112.07603:132142 112.08385:16194 112.08849:15443 112.09531:83563 112.09913:8938 112.11248:13527	4427754	106870216	80885832	90742624	3538013	13552480	13817763	41883028	21989190	27829564	14142628	17715176	26359756	27081870	12370701	17075122	59264640	49881664	21981208	20708398	88088936	49402740	29010658	29756210	25933542	28385500	35183256	32539450	23932744	24414742	23221994	20860424	25283866	40831212	31461282	11111720	54466004	25557796	38250244	30375698	987282	428477	66860932	59242068	269006112	251746544	48885328	47302576	72533560	53185848	44207287.44875	50489774.7947141
69	6.333	112.05084	Unknown	[M+H]+		0.66	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	288.89	190715_Std_4uMStdsMix2InH2O_2	112.05084:61819860 113.05419:3668382 114.05755:313340		4421314	96796080	37793524	40850944	401914	183257	699436	8468266	2939092	5982566	460876	1004497	1626159	27081870	777295	1235598	11223022	8431346	6611276	6640808	30723134	4698771	6435451	3594501	7534349	3931454	5507755	4768532	3291234	4672546	3267344	4529504	2963821	4975356	6451700	11111720	11730273	3521507	3687105	4983706	1138085	468539	59237780	53268452	1267555584	1276777728	1314432128	1244532352	66883500	51792660	114641914.142188	346558607.739835
70	4.933	112.05094	Unknown	[M+H]+		0.78	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	39.54	190715_Poo_TruePooFK180310_DDApos35	112.05093:927116 113.05428:328955 114.05764:55360	55.16533:8401 57.4131:7533 59.49873:7813 59.51604:7506 60.72142:6720 67.05499:14914 69.04546:54537 69.07063:25422 70.0658:14781 70.76724:7127 72.90286:7380 84.08141:69031 90.60215:6964 91.32619:8350 94.04045:16958 94.06564:22930 94.07388:14138 95.02451:122224 95.04953:12532 95.06093:11252 100.84093:7668 104.37514:7533 112.05092:1602620 112.07607:229721 112.08409:34022 112.08818:12484 112.09543:105508	1050938	826999	81173232	98362408	5186272	6138648	6255668	32752134	17640926	20098076	3198156	10554160	20275544	1044294	10064787	13980423	51986564	33153438	20948600	19300182	76887624	22481894	27737538	20381390	23662290	16792946	23499050	30887016	41322624	15445850	13432718	26201102	20345170	30082598	16887000	37282124	36576044	10975045	30633470	26545392	703944	1038044	28021398	533104	955194	310344	1136354	722480	30962102	1328183	21355229.63	20901956.4282058
71	9.585	112.08725	w/o MS2:Ingalls_Cytosine	[M+H]+		0.28	False	7.41	112.0881					530	True	True	False		False	False	null	null	99.9	100	null	null	null	4.46	190715_Smp_FK180310S64C1-DCM_C	112.08725:407488 113.0906:967508 114.09396:1036984		1415822	1539225	3925271	7384758	758926	609761	570880	2943486	1511041	3388228	661308	512793	218082	882688	2748227	3659350	3671498	6034842	3174812	4284485	4358939	2683208	3177528	2975626	369557	3481308	2332404	2574863	3412530	4310047	2119979	3639062	2845487	5103712	3504324	3197198	2228376	3859520	2413016	2282129	1593768	1277185	2176210	761557	2104708	1190085	1280468	739151	3037183	725147	2512995.06375	1534042.32759084
72	4.091	114.0665	Unknown	[M+H]+		0.24	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	22.46	190715_Std_4uMStdsMix1InH2O_2	114.0665:1536989 115.06985:378785 116.07321:64557		574099	368498	3194582	3663509	1162362	2122680	691191	7844614	5343894	6833464	467230	3819408	4190081	615688	3209097	1628557	7049297	5321976	4788131	12729775	15373808	9241210	5115120	6610357	5607364	5304725	14206822	9743811	3156068	2953147	5280056	21818902	5455148	6847242	3146842	4291264	12634394	657983	4711492	5561950	344380	32508156	15936918	485704	513710	766066	336034	817306	407943	514391	5519328.983125	6152296.95038709
73	9.28	114.10287	Unknown	[M+H]+		0.66	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	12.81	190715_Std_4uMStdsMix1InMatrix_2	114.10287:387448 115.10622:362565 116.10958:398790		2177496	1875142	4403306	3684141	1135091	1092089	976692	1785160	5312556	2023981	759197	708710	708016	2423784	3108522	3481056	2744432	6896052	3242794	2588166	2043072	2991653	2294811	3080760	5124257	2468088	2426924	3197820	2707621	5298799	2223217	3936168	3149880	2482700	2589155	2397640	1821756	4243571	2066038	4634258	2436760	2379304	1619860	3021057	3389060	6399770	3102960	2872356	3516618	2999195	2880830.23625	1352043.495243
74	13.277	114.55862	Unknown	[M+H]+		0.28	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6.65	190715_Std_4uMStdsMix2InMatrix_2	114.55862:432793 115.56197:82803 116.56533:0		1807040	1351190	996953	2692331	797174	609714	362842	1606154	2509683	6978670	566403	2098188	2116642	3778778	2639336	3242742	7724196	2355960	1384995	607263	481397	3371395	1818096	363907	3011136	1567646	5800652	1821816	6953682	3328365	3433448	916717	782460	5517395	9688663	1644260	3636621	1263919	1376652	1105478	1343789	2002788	824588	2228173	769097	2223180	547456	7829263	1265082	2484681	2512561.184375	2177768.35120796
75	7.49	114.98692	Unknown	[M+H]+	ion correlated with 86	0.26	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	8.53	190715_Smp_FK180310S62C1-DCM_B	114.98692:116091 115.99027:16471 116.99363:119282		160183	0	43895	65339	155524	169762	124635	821354	136012	858039	84376	75700	232453	7179	6123	69686	165353	973058	313951	491156	2719284	317091	1279445	650883	262788	513306	1383157	246809	1653263	542874	219414	982490	320258	712496	941902	395573	644107	1623199	864890	473370	0	10607	0	0	8291	0	18168	28303	9574	0	435506.391396484	553522.836825425
76	9.335	115.08691	Unknown	[M+H]+	similar chromatogram in higher mz_134	0.32	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	23.29	190715_Poo_TruePooFK180310_DDApos20	115.08694:822957 116.09029:89874 117.09365:20533	50.90175:6594 52.42956:6075 52.98399:7429 55.05487:8844 55.66426:7030 56.7711:6951 58.06593:48826 61.56828:8214 63.64012:6258 65.27284:6115 65.39982:6352 65.77089:6459 70.06581:21298 72.08144:32521 80.05019:43916 81.1288:6517 82.05322:10465 85.02734:7328 86.0605:12466 86.08446:8611 87.89278:6578 89.39156:6892 97.07654:152337 98.06058:196328 109.35609:7043 114.70494:7174 115.08694:1461513 115.12329:11989	1159237	2010394	5390424	4366438	3346710	3850864	3477396	3639474	6151328	5069284	3298924	3331980	2466725	1434819	3685959	14879361	10089492	4499681	7265697	6085800	3723264	7472500	4543425	4457286	4778869	5106098	4213486	8788397	4333984	3964463	4677436	8819786	5121934	5358247	4377568	4853507	5288911	4146990	4385082	8717327	4200348	1866734	1945404	1098999	1831631	1083342	5171456	1047956	1571596	1741776	4483755.71125	2597167.97615865
77	9.193	115.12337	Unknown	[M+H]+		0.66	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	17.44	190715_Poo_TruePooFK180310_DDApos20	115.12337:328013 116.12672:548961 117.13008:26620		1550818	1256801	1307998	1983665	2074674	840631	1354898	1601714	2295855	3070085	608124	1481443	1167518	1606284	1958439	2299268	1530431	1937583	1521954	1566226	1352345	1849182	2082748	1466764	1553828	1791572	2133397	2421439	2341622	2504254	1859873	1406936	1500492	2163634	2173918	1485242	1467186	2455071	2803820	2838333	94857	66404	173841	1135703	443848	222852	266464	1065038	1154346	666259	1559113.558125	731037.663418781
78	9.529	115.95761	Unknown	[M+H]+		0.7	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	24.68	190715_Std_4uMStdsMix2InMatrix_1	115.95761:504728 116.96096:25979 117.96432:178220		3875326	6236128	29557	1535275	926520	337213	429840	3943168	5385336	7052698	557609	350505	1305302	918764	2995790	1825692	6654446	4800728	2647567	5459436	3120816	8355674	4841550	3835900	7949186	3551316	2963494	6028610	4239568	3134220	7155804	5442884	5861920	2573850	6362382	2121454	8001337	2436982	4380896	4426365	157789	13337	3949546	4314348	124422	39555	11649347	8902782	7817463	13242714	4085248.26689453	3078454.51724433
79	13.148	116.00143	Unknown	[M+H]+	adduct linked to 162_[M+NH4]+	0.38	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6.68	190715_Smp_FK180310S64C1-25m_A	116.00143:177081 117.00478:0 118.00814:0		1258658	1487379	1007455	1590188	419215	384125	409743	3245396	2377599	2212736	321972	312872	411951	1557723	366140	2116854	1423492	2528052	2829530	3341426	5255910	956363	3522801	4084801	3399152	2769038	1759358	2925898	1818955	2150534	2231674	2994670	3684560	1612298	4050449	1486156	1958628	2473388	3348773	737711	834028	1158625	1878342	1174441	2414049	1137832	629739	721399	1876024	1532024	1923602.51875	1166288.44994585
80	5.538	116.05156	Unknown	[M+H]+	similar chromatogram in higher mz_795	0.86	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	8.54	190715_Blk_KM1906U14-Blk_C	116.05156:384310 117.05491:12461405 118.05827:890808		9434274	7093070	5263284	6279798	295447	1332700	198208	6405322	4451367	4013980	614417	362778	1726371	4788055	2544751	3031110	5950142	7003026	2360732	6654583	6867655	5660886	6303559	3780402	3638589	5014670	5771068	6272788	4892498	4611336	4765622	7818533	4992333	6696802	5361742	6402280	5380994	6708805	6907490	4957482	583258	185997	4823925	4783356	560282	252994	6104005	4260050	7042686	4171735	4507544.7153125	2365517.77697162
81	7.709	116.07083	Unknown	[M+H]+	similar chromatogram in higher mz_793	0.96	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	100	200.99	190715_Poo_TruePooFK180310_DDApos20	116.07098:1923743 117.07433:123659 118.07769:1693254	58.06597:10608 70.06586:1305959 72.08151:35804 73.08492:9291 74.09718:56375 87.80222:7499 95.99733:7862 98.06049:22560 98.06889:7905 98.0969:25368 116.07096:483207 116.10733:53755 116.11858:47902	36497600	91420808	97324080	107390144	13179784	23404156	16565076	72795832	62354480	64809876	39433364	7001384	45264084	39364544	35675240	38155284	48802236	45371656	138444896	45814000	239222672	59493208	44117544	53832364	150231600	51247240	144382496	55145472	57696380	44371140	67865568	60508164	36872668	55874128	49266572	66287196	95579656	32122154	59504996	53622700	418460256	354296064	1350394	5758312	1049532	307042	72648224	55133620	2998324	55678396	70279852.115625	78245407.9726556
82	3.397	116.07092	Unknown	[M+H]+		0.24	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6.12	190715_Smp_FK180310S77C1-25m_C	116.07092:404598 117.07427:88206 118.07763:1024996		3967083	2276574	772729	887571	217142	318043	183731	5671588	4591127	1017587	85059	1903991	740566	2808305	876354	1005025	1897539	5924917	5508718	1257254	4507554	5226358	6468908	877047	6665877	1913805	1677508	852040	2035010	1701255	8821460	5565634	986480	1757093	6894070	803954	3133250	4281941	1437678	5142587	925410	404634	2411956	1158448	569669	316425	961694	1274334	1362050	815959	2457219.80171875	2211469.25269575
83	3.563	116.07097	Unknown	[M+H]+		0.3	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.84	190715_Smp_FK180310S62C1-25m_A	116.07097:346682 117.07432:89327 118.07768:976938		1770971	2276574	2884418	565915	613943	117835	346990	377152	4591127	5712406	166685	251103	2561307	696250	615547	809074	7128504	730222	967797	1440431	627658	811902	593319	877047	6665877	1105586	3495268	562741	816108	1701255	698864	743009	5546210	677062	1017069	4012633	4862719	869723	1083795	5142587	549564	903671	1141633	840036	738538	1128086	990486	363879	1658886	623048	1709450.18015625	1819864.04005224
84	4.328	116.10722	Unknown	[M+H]+		0.4	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.82	190715_Smp_FK180310S77C1-25m_A	116.10722:430492 117.11057:101573 118.11393:979484		1166030	1068163	1984737	5796845	687993	559642	1182546	4884855	5540758	10966836	692358	1125977	2179645	1041174	2921968	1409746	2000944	6555743	5663196	4331294	1446353	3665973	1563623	1380300	2040094	8934792	2144023	8376352	13300320	2772942	6028187	4543720	2078732	12496770	2535826	2161222	2276683	952924	8874101	7886050	1398034	917060	1648507	1316537	1150881	1372055	1063796	1199927	2019202	636642	3398841.60375	3231579.19990209
85	9.191	116.10731	Unknown	[M+H]+		0.88	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	17	190715_Smp_FK180310S62C1-25m_C	116.10731:679957 117.11066:69493 118.11402:407349		5854991	4420758	5054894	7782957	4760509	5358324	1901265	5653915	5860470	6976768	2817776	2335014	5009608	5959338	4985703	7354552	5045968	6727254	7950648	4644386	5827102	6513518	6889060	4883430	2680020	4214403	7700623	6770288	7792887	5926974	5217706	4729207	4885167	6743192	6331080	4966780	4951153	5117270	8512642	5598307	1603415	698327	4894762	4235596	1272963	469235	646051	5137280	1133758	3207859	4920103.0225	2045392.37104485
86	7.495	116.98486	Unknown	[M+H]+	ion correlated with 75	0.26	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	26.3	190715_Smp_FK180310S62C1-DCM_B	116.98486:116668 117.98821:0 118.99157:0		44694	64370	8619	25851	74123	170107	251725	934761	183282	795617	116436	140776	175340	7007	15190	85964	66646	539773	339214	511026	2696668	291516	1457820	744700	173280	199564	1413946	428655	1728308	601870	362440	562263	653367	638442	912002	498544	527695	1472007	1101950	474606	88635	75555	56904	79037	22428	13775	11997	92960	46158	49196	440536.203017578	546013.202758031
87	5.526	117.0486	Unknown	[M+H]+	similar chromatogram in higher mz_166	0.92	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	545.15	190715_Poo_TruePooFK180310_DDApos20	117.04868:8705826 118.05203:501045 119.05539:144704	50.92962:6774 52.99812:9333 53.0924:8417 53.88572:6725 62.09373:7052 66.24509:7944 71.01743:8903 72.04291:197932 74.0971:18410 76.7309:7649 99.02533:603308 99.03824:59323 100.11273:15797 116.95543:8636 117.04871:8809884	230773856	201368208	169914704	190603184	87047400	84207440	154425104	195147712	100741016	129254768	11421372	147515728	139485296	114685400	51225888	78177576	162590624	210984080	99136680	194750080	239329472	188083632	211562656	107777392	117973656	130992656	175358832	196433152	166056256	97770184	117122648	207541488	141491600	209283376	148472240	210781312	186756288	161635952	195587360	163037376	154926	250467	128279936	109376776	389223	137413	123805664	108260720	139796912	104894592	136837005.448438	62872690.7086869
88	9.576	117.05495	Unknown	[M+Na]+	similar chromatogram in higher mz_601; adduct linked to 140_[M+CH3OH+H]+	0.78	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	61.21	190715_Poo_QC-KM1906_F	117.05495:5669987 118.0583:664499 119.06166:213270		38473	61323360	64429272	88771656	792911	868328	760811	5085574	3225477	4021157	82939	1113705	898470	5255298	4943817	6239410	21470676	6315668	8951581	689211	2933134	1730509	8440451	8150574	6958140	1001480	810059	2759306	1714187	2183642	2748498	2657457	2003851	1492457	4002569	9781224	5114926	239040	1368909	4252766	164777	90670	34375712	33041708	2957149	11321225	46203548	42259848	37729160	37513252	12025560.5145312	19611274.7392907
89	7.461	117.06622	Unknown	[M+H]+		0.32	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	7.91	190715_Poo_QC-KM1906_F	117.06622:425091 118.06957:16436851 119.07293:1067161		480392	285911	6770904	7646050	170291	237383	459529	1865594	4518523	5402906	75046	231419	2224244	233203	2448629	3453728	3507732	2022356	9418343	2094296	925083	4540928	3296907	3668351	9593444	2621605	9447053	3795863	3900257	3135655	4835278	4994220	3336114	3610557	3541553	1332503	6912795	1564454	5123914	4331820	204644	151873	851957	261300	524172	189484	388359	250722	160374	127052	2823295.34296875	2668100.20448693
90	9.316	117.11378	Unknown	[M+H]+		0.38	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	13.96	190715_Smp_FK180310S62C1-DCM_B	117.11378:373555 118.11713:42063 119.12049:0		182376	76582	333743	169109	845190	768007	757082	1224023	1095381	754823	809424	764756	651664	230229	88021	157827	198081	923626	344646	821136	1845209	264248	951513	1125472	1328338	1047158	1097669	131132	1328955	1971277	1162637	198229	823765	652354	959516	782884	941104	1603550	885854	227626	423907	168334	279697	115835	251544	63606	241985	107325	270109	101983	650970.8359375	490657.639146105
91	5.936	117.75591	Unknown	[M+H]+	ion correlated with 101; similar chromatogram in higher mz_130	0.74	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	1235.82	190715_Smp_FK180310S62C1-25m_C	117.75591:541351 118.75926:0 119.76262:0		13435	3482563	2951288	5864744	494173	242672	221746	1073732	1720852	3702005	137820	303641	983014	1637823	1095203	1462626	2459109	1073025	5969283	1057590	4751773	1095592	1601648	1036450	3267281	1300347	1665985	3534266	1213680	80863	635146	2349400	958943	3694040	2060432	1381986	1585921	137073	652501	3629448	1271419	851885	1780087	1703181	9906	0	2312289	1373755	878637	2115915	1697523.87617188	1432683.1242241
92	9.581	117.9548	Unknown	[M+H]+		0.24	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	16.26	190715_Smp_FK180310S77C1-25m_C	117.9548:142054 118.95815:0 119.96151:8658		1660856	548133	830080	752998	152328	133568	129119	852620	1037340	1351823	101532	183994	213812	745299	1047191	12483	808412	1706374	1088288	1131216	524873	2378692	2509052	1025861	2303097	1058005	865992	788908	1466108	936036	2363020	1169623	459121	1908003	1957520	701664	980660	482552	1073933	1345281	12911	20244	955692	1266403	11665	0	3332902	1483383	1110498	830901	996201.374609375	746307.153050973
93	9.585	117.99063	Unknown	[M+H]+		0.28	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	10.13	190715_Std_4uMStdsMix1InMatrix_1	117.99063:170805 118.99398:30682 119.99734:103422		1026116	595385	32022	22604	51280	48184	35723	2616602	2504194	848286	16937	31861	53624	312422	1140041	233888	2747419	678318	1599102	1510248	313474	228465	200593	586402	2564447	2206886	137181	163677	428783	2676086	1842768	703148	1039252	550432	876000	1513966	1975791	2742093	305698	1550518	82481	13914	2380871	1666065	30978	18413	2757177	1567447	681834	1072184	979625.607910156	940287.663319631
94	5.822	117.99263	Unknown	[M+H]+		0.54	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	26.73	190715_Smp_FK180310S62C1-DCM_B	117.99263:382192 118.99598:0 119.99934:0		6886	2516576	1447669	1293398	403982	530543	266026	1270267	1061898	1882278	258050	390322	2426564	5784	1114691	939162	1504667	1341946	5063265	1357464	6084622	1208995	2434286	1816563	3474823	907239	2388742	3213220	1252968	505054	658533	997830	1401438	2212232	838166	700681	2319101	175231	1765035	1322075	321746	6358	28305	2478052	16363	0	1332094	1517699	777492	1080474	1366337.05080078	1225952.28801776
95	5.891	118.08642	Unknown	[M+H]+		0.96	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	2175.74	190715_Smp_FK180310S62C1-25m_C	118.08642:651022848 119.08977:39664000 120.09313:3776341		192121088	4240522	5217147904	7858223616	552272576	889766400	444835904	4895003136	4465815040	6854080000	2793271296	4238352384	6106211328	2434209536	2446924288	3401097216	4885017600	4876495360	16377616384	2740561152	12060459008	6924412416	5231378432	3727224576	9623333888	3144748800	7324332544	7094250496	2883465472	1859157376	2020842240	3487459072	2968001280	5363646976	3210312960	3535027456	4631840256	2151386624	5921570304	4736652288	2038615808	2175432448	5019819008	4964159488	8000450	3393512	3183981056	3189260544	3461274880	3253118976	4137396427.31	3030160669.75405
96	9.867	118.08646	Unknown	[M+H]+	adduct linked to 202_[M+Na]+	0.7	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	100	6.67	190715_Poo_TruePooFK180310_DDApos35	118.08657:1073844 119.08992:148025 120.09328:52010	51.54032:6410 52.9049:8456 57.95174:7237 58.06594:104820 58.81238:6627 59.07378:108976 62.84852:7375 72.08159:7550 73.99896:8059 75.61208:7091 76.92867:84874 80.71576:6448 86.55376:6794 93.26907:6907 95.04978:37214 99.29589:7075 100.11271:12143 105.04532:7635 117.07096:7838 118.06546:75438 118.08659:1485449 118.12295:52180	1951531	7533868	12910683	27326464	2453518	6722073	5023294	7514930	19526576	22492200	7360917	7582116	13293467	5720308	12766182	23258274	13058164	6525276	8430258	4507037	11263973	21006300	27052722	19438968	14175797	19580036	18002056	19097836	17008364	17813598	12591771	6018420	14527488	23314706	18563116	8710683	7613024	12631333	26282166	6233814	3304816	11740343	7182414	6239636	3470932	10414602	7544403	8336466	23512782	5684697	12486288	7105890.1247596
97	7.75	118.0865	Ingalls_Betaine	[M+H]+		0.56	True	8.085	118.0863					430	True	True	True		False	False	null	null	86.1	100	75	75	100	108.5	190715_Poo_TruePooFK180310_DDApos35	118.0865:259892848 119.08985:16267516 120.09321:1561751	50.40819:86452 54.88951:101204 58.06594:21096972 59.07376:25836084 67.16785:83883 68.38961:84105 70.48106:96396 71.03423:82412 95.95135:116211 97.38391:131656 102.05531:132995 111.21102:100217 117.75867:111118 117.99078:144671 118.08656:311764928	2992218	48794744	9069588	12272634	5916605	2340371456	39770192	41365924	12146201	9022980	3177723	5255302	11364926	5337914	7246805	32617026	34246644	15631004	29751118	15404148	9338632	33390372	13172416	16320475	18611980	12786424	5430236	11462096	16279873	7980356	17090564	9534050	14993949	16605615	4756962	22116966	52456652	8435297	34572144	7232974	107505056	89162120	89304552	87509800	9829873	14373212	51415512	29818550	13832313	42214992	70985783.3	328399874.454355
98	5.719	118.12263	Unknown	[M+NH4]+	adduct linked to 121_[M+Na]+; similar chromatogram in higher mz_130	0.6	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	42.96	190715_Poo_TruePooFK180310_Fullpos240	118.12263:914150 119.12598:24213 120.12934:22668		9695930	4287500	3054411	1653491	604911	1459678	667561	748896	1946113	3116670	733424	2853602	9650961	1752141	3167276	2147160	5705770	6006034	2688376	4668060	7848569	7667741	8256228	5827082	3608460	2456352	3440171	3081225	6327074	4730736	5075590	6323878	5038462	4439932	7269124	301948	3251124	4549176	3306761	2106843	3010006	220007	1979840	2614705	2623661	618256	3699990	1021393	3876928	445722	3632498.915	2439946.81888661
99	5.878	118.15388	Unknown	[M+H]+		0.4	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	751.87	190715_Smp_FK180310S62C1-25m_C	118.15388:491928 119.15723:0 120.16059:0		0	10765	1285703	2538466	993968	155848	185603	329529	1820231	2377788	62568	599342	1835686	0	79124	198586	280744	883364	5825952	171588	3727663	1220367	396993	337482	1105098	300443	1212998	2161709	74026	96599	72267	53782	126952	250615	115409	611710	1763938	24922	848323	155823	1321235	0	1233970	65190	0	0	2083319	21349	1513841	11646	810850.475625	1118644.88084149
100	5.915	118.18135	Unknown	[M+H]+		0.36	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	1036.17	190715_Smp_FK180310S62C1-25m_C	118.18135:434853 119.1847:0 120.18806:0		0	2963215	1923295	4018744	187947	307476	265183	1432736	1176526	1402342	90837	927916	2275407	8585	47734	1556705	2000026	636420	4187175	1357383	6115748	1600910	1447904	551216	2480014	1545191	2044323	3379263	1243387	53400	924820	1690259	1290236	2245325	959849	971426	306846	177458	138288	2442025	9044	955947	1240900	1435711	10485	11700	1364973	1198913	437927	1485688	1330496.59277344	1234147.31751468
101	5.943	118.41838	Unknown	[M+H]+	ion correlated with 91	0.74	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	806.45	190715_Smp_FK180310S62C1-25m_C	118.41838:517728 119.42173:0 120.42509:0		8611	2889614	2236460	5589170	127683	239901	222759	1145226	1570397	3373023	125826	186471	1072396	1451966	1024279	1447506	2058722	1241615	5929470	1165609	3383796	1108798	1499492	1085306	3141504	1218230	1565691	4817302	1090267	59681	584543	2284234	1013558	3432795	2248581	2672219	1332707	151793	717483	3334995	905241	918315	2533478	1764336	0	0	1020345	987651	1699438	1976670	1633103.05380859	1382005.43700355
102	9.715	119.98782	Unknown	[M+H]+		0.2	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	13.76	190715_Blk_KM1906U14-Blk_C	119.98782:99604 120.99117:12718 121.99453:23895		1627164	772183	10857	0	5922	31397	39854	977502	555513	175135	24971	10318	17395	204732	11647	78578	1010748	21625	112160	317583	226856	37257	130317	132760	800791	489128	78703	73677	99314	809638	547900	40172	210059	126368	146315	65430	599199	812372	17351	802303	0	11744	911884	504455	0	0	660853	563318	1729183	318549	339023.58015625	419101.270261275
103	5.652	119.9916	Unknown	[M+H]+	similar chromatogram in higher mz_365	0.68	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	42.58	190715_Std_4uMStdsMix2InH2O_2	119.9916:161111 120.99495:0 121.99831:149296		1659410	10601	0	0	189101	244607	112543	1355511	1246126	1809309	184672	208010	142676	640969	549151	473621	1108550	1959878	348812	1488044	1332042	1940453	1871923	1260218	1134205	1313870	1941624	1616892	1985109	1408319	1480799	847729	1504558	2259671	1843875	1372232	1233884	1314552	1701034	1288124	11373	11205	18004	8500	2788305	3398338	2643137	2914668	0	0	1123524.69439453	891875.066459716
104	8.388	120.02402	Unknown	[M+H]+		0.26	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	9.58	190715_Smp_FK180310S64C1-25m_A	120.02402:130062 121.02737:0 122.03073:0		69448	118026	7149	9277	39841	61076	62617	102647	48993	53110	32022	24101	40052	53135	12458	242206	128773	192967	839753	666560	503470	145776	2794186	879275	1124133	70549	7495	811654	191437	137045	153382	961511	6309	33468	39086	1011183	324617	30196	766655	599465	87350	93026	83666	85308	98024	447642	661251	695706	171043	73651	317835.325458984	480697.528548335
105	3.864	120.03261	Unknown	[M+H]+		0.7	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	12.46	190715_Smp_FK180310S62C1-DCM_B	120.03261:173736 121.03596:131175 122.03932:15242		2869316	12158	234344	595524	194677	196051	110998	2097461	1370183	1639229	261356	522495	1034086	1152107	635967	1037129	2026837	2571433	2024345	1157808	2599910	2294388	2631920	1512233	1834239	1729343	2466515	2611218	1784214	1309134	1658916	2009509	1808100	2585408	2124072	2224980	2049768	1485902	2028690	1388386	159354	11880	15086	18763	10282	12395	861818	487525	540808	562440	1291214.02982422	907751.420921803
106	9.886	120.0658	w/o MS2:Ingalls_Homoserine	[M+H]+		0.52	False	11.32	120.0658					530	True	True	False		False	False	null	null	100	100	null	null	null	31.11	190715_Std_4uMStdsMix1InH2O_1	120.0658:3547904 121.06915:235864 122.07251:1617064		101164	4980216	2269217	2299862	84546	80373	101962	1796801	1007916	832161	59547	105736	184286	1566558	164394	481522	1264224	442148	2311460	688331	6512496	2207594	923493	1520643	661313	2737417	3415963	3519487	128246	243963	385666	2763094	1541776	847844	186078	1264214	2191336	276390	944740	2045296	61252828	18234908	28093556	21757568	243092	56782	4694764	4586912	5028195	4242874	4066618.98523438	9858367.37786884
