151	16.212	130.08633	Unknown	[M+H]+		0.28	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	10.36	190715_Std_4uMStdsMix2InMatrix_1	130.08633:674751 131.08968:70536 132.09304:171158		130.08633	130.08633	130.08633	130.08644	130.08633	130.08633	130.0977	130.08633	130.08633	130.08633	130.08633	130.08633	130.09769	130.08633	130.08633	130.08633	130.08633	130.09766	130.09769	130.08633	130.08633	130.08633	130.08633	130.08633	130.08633	130.08633	130.08633	130.08633	130.08633	130.08633	130.08633	130.08633	130.08633	130.08633	130.08633	130.08633	130.08633	130.08633	130.08633	130.08633	130.08635	130.0864	130.08636	130.0864	130.08636	130.08635	130.08633	130.08633	130.08633	130.08636
152	9.094	130.0864	Unknown	[M+H]+		0.56	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	8.27	190715_Poo_QC-KM1906_D	130.0864:628363 131.08975:85951 132.09311:2851371		130.0864	130.0864	130.08643	130.08652	130.0864	130.0864	130.09769	130.0864	130.08638	130.0864	130.0864	130.0864	130.0977	130.0864	130.08638	130.08643	130.08646	130.08638	130.0864	130.0864	130.08641	130.08633	130.0863	130.08635	130.08647	130.0864	130.09764	130.0864	130.08633	130.0864	130.0864	130.0864	130.0864	130.0864	130.0864	130.0864	130.08644	130.08641	130.0864	130.0864	130.0864	130.0864	130.08644	130.08641	130.08635	130.08641	130.0863	130.08635	130.08635	130.0864
153	13.737	130.09761	Unknown	[M+H]+		0.2	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	4.36	190715_Smp_FK180310S80C1-25m_A	130.09761:394181 131.10096:799900 132.10432:546831		130.09761	130.09761	130.09761	130.09761	130.09778	130.09767	130.09763	130.09758	130.09761	130.0977	130.09761	130.09761	130.09761	130.09761	130.09761	130.09761	130.09761	130.09761	130.09761	130.09761	130.09761	130.09761	130.09761	130.09758	130.09761	130.09772	130.09761	130.09761	130.09761	130.09761	130.09761	130.09761	130.09761	130.09756	130.09761	130.09761	130.09761	130.09761	130.09761	130.09761	130.09761	130.09761	130.09761	130.09761	130.09761	130.09761	130.09761	130.09764	130.09761	130.09761
154	3.318	130.09776	Unknown	[M+H]+		0.2	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	7.16	190715_Poo_TruePooFK180310_Fullpos240	130.09776:606477 131.10111:832661 132.10447:398327		130.09776	130.09776	130.09776	130.09776	130.09772	130.0977	130.09776	130.09776	130.09776	130.09776	130.09776	130.09776	130.09776	130.09776	130.09776	130.08649	130.09776	130.09776	130.08638	130.09778	130.09776	130.09776	130.09776	130.08647	130.08644	130.09776	130.09776	130.09776	130.09776	130.09776	130.09776	130.09776	130.09776	130.09776	130.09776	130.09776	130.09776	130.09776	130.09776	130.09776	130.09776	130.08636	130.09776	130.09776	130.09776	130.09776	130.09776	130.09776	130.09776	130.0976
155	12.985	130.15923	Unknown	[M+H]+		0.32	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6.72	190715_Smp_FK180310S80C1-DCM_B	130.15923:118391 131.16258:0 132.16594:0		130.15923	130.15923	130.15923	130.15923	130.15923	130.15923	130.15923	130.15923	130.15924	130.15932	130.15923	130.15923	130.15923	130.15923	130.15923	130.15923	130.15923	130.15923	130.15924	130.15923	130.15921	130.15912	130.15923	130.15919	130.15923	130.15923	130.15923	130.15923	130.1591	130.15918	130.15923	130.15923	130.1593	130.15916	130.15915	130.15924	130.15923	130.15927	130.15923	130.15926	130.15923	130.15923	130.15923	130.15923	130.15923	130.15923	130.15923	130.15923	130.15923	130.15923
156	5.174	130.15927	Unknown	[M+H]+	similar chromatogram in higher mz_161	0.84	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	56.22	190715_Poo_TruePooFK180310_DDApos50	130.15924:973077 131.16259:92919 132.16595:0	54.0723:7028 55.88808:6464 57.07069:162704 58.06587:14181 59.67643:7230 65.71213:6868 69.07067:11806 72.0815:8147 74.09711:160663 84.08141:53889 85.05307:9286 87.3055:7909 88.6558:6522 94.06585:8298 102.20216:7235 112.07614:101500 113.10767:19061 130.06532:9229 130.0864:35774 130.15924:408299	130.1591	130.15915	130.15926	130.15926	130.15923	130.15926	130.15924	130.15921	130.15923	130.15926	130.15924	130.15927	130.15921	130.15926	130.15916	130.15924	130.15924	130.15921	130.15927	130.15927	130.15919	130.15913	130.1591	130.15927	130.15923	130.15929	130.15919	130.15918	130.1591	130.15918	130.15921	130.15916	130.15923	130.15916	130.15916	130.1593	130.15926	130.15918	130.15918	130.15923	130.15927	130.15927	130.15927	130.15916	130.15927	130.15927	130.15904	130.15907	130.15927	130.15918
157	8.334	131.07039	Unknown	[M+H]+	similar chromatogram in higher mz_442	0.86	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	35.23	190715_Std_4uMStdsMix2InMatrix_2	131.07039:6088346 132.07374:406829 133.0771:119095		131.07039	131.0704	131.07048	131.07043	131.07047	131.07048	131.07048	131.07048	131.07048	131.07048	131.08167	131.07039	131.07042	131.07051	131.07037	131.07042	131.07047	131.07045	131.07042	131.07039	131.07047	131.07039	131.07028	131.07043	131.07047	131.07048	131.07042	131.07033	131.07042	131.07047	131.07039	131.07039	131.07045	131.0704	131.07034	131.07045	131.07047	131.0703	131.07034	131.07053	131.07039	131.07039	131.07031	131.07037	131.0704	131.07043	131.07036	131.07039	131.07043	131.0704
158	2.861	131.07532	Unknown	[M+H]+		0.38	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6.59	190715_Blk_KM1906U14-Blk_C	131.07532:309650 132.07867:59543 133.08203:112824		131.07532	131.07532	131.07532	131.07532	131.07532	131.07532	131.07532	131.07043	131.07532	131.07532	131.08171	131.07037	131.07532	131.07532	131.07532	131.07532	131.07048	131.0705	131.07538	131.08177	131.07544	131.07532	131.07039	131.07045	131.07532	131.07043	131.0705	131.07539	131.07047	131.07042	131.07042	131.07532	131.07532	131.07532	131.07532	131.07544	131.07047	131.07532	131.07532	131.07532	131.07532	131.07532	131.07532	131.07532	131.07532	131.07532	131.07532	131.07532	131.07532	131.07532
159	9.737	132.07672	w/o MS2:Ingalls_Creatine	[M+H]+		0.92	False	11.45	132.0768					530	True	True	False		False	False	null	null	100	100	null	null	null	397.03	190715_Std_4uMStdsMix1InH2O_1	132.07672:85084696 133.08007:5153472 134.08343:443776		132.07683	132.07686	132.0769	132.07697	132.07695	132.07698	132.07695	132.07689	132.07692	132.07698	132.07693	132.0769	132.07695	132.07697	132.07692	132.0769	132.07695	132.0769	132.07692	132.07701	132.07687	132.07683	132.07683	132.07693	132.07692	132.07692	132.07695	132.07686	132.07672	132.0769	132.07687	132.07695	132.07692	132.07686	132.07684	132.07695	132.0769	132.07672	132.07693	132.07692	132.07672	132.07675	132.07674	132.0768	132.07672	132.07672	132.0768	132.07686	132.07683	132.07684
160	7.8	132.10194	Unknown	[M+H]+		1	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	1247.1	190715_Poo_TruePooFK180310_DDApos50	132.10211:27474338 133.10546:1884580 134.10882:280449	52.3693:12739 55.01871:64661 58.06596:4030195 59.07378:2228096 59.40144:11355 60.0816:2468865 70.06596:65002 73.02917:2080419 74.06067:32426 81.14277:14446 88.07632:50251 89.11456:13033 91.03946:46825 91.28563:12917 114.09193:63387 116.07095:120744 117.07867:44412 131.71121:34145 132.02097:30371 132.10211:38786884 132.18066:30165 132.21548:22265	132.10204	132.10196	132.10197	132.10205	132.10216	132.10211	132.10211	132.10208	132.10204	132.10204	132.10202	132.10207	132.10201	132.10207	132.10201	132.10204	132.10211	132.10204	132.10204	132.10211	132.10216	132.10196	132.10194	132.10199	132.10199	132.1021	132.10205	132.10199	132.10197	132.10202	132.10197	132.10199	132.10201	132.10196	132.10199	132.10205	132.10207	132.10197	132.10196	132.10204	132.10194	132.10202	132.10197	132.10205	132.10196	132.10204	132.10196	132.10194	132.10193	132.10194
161	5.247	132.10208	Unknown	[M+H]+		0.94	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	240.55	190715_Poo_TruePooFK180310_DDApos20	132.10211:6342014 133.10546:487076 134.10882:62847	53.43963:6274 58.06592:131530 59.00721:6932 59.07375:115097 62.84721:6706 64.47729:6403 66.43084:6764 70.0659:43808 72.08145:29501 79.99542:7267 85.53868:9000 88.0763:276613 93.25079:6675 114.0917:86696 119.42302:7119 123.88803:8234	132.10208	132.10205	132.10207	132.10208	132.10211	132.10208	132.10211	132.10207	132.10208	132.10211	132.10204	132.10202	132.10207	132.1021	132.10201	132.10208	132.10207	132.10205	132.10201	132.10211	132.10205	132.10196	132.10197	132.10204	132.10204	132.1021	132.10205	132.10207	132.10194	132.10204	132.10207	132.10202	132.10207	132.10197	132.10199	132.10211	132.10204	132.10202	132.10202	132.10204	132.10197	132.10191	132.10196	132.10201	132.10208	132.10208	132.10191	132.10193	132.10202	132.10202
162	13.326	133.02776	Unknown	[M+NH4]+	adduct linked to 79_[M+H]+	0.92	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	1131.26	190715_Poo_TruePooFK180310_DDApos20	133.02792:16411229 134.03127:250449 135.03463:1073895	55.736:8133 56.6038:6668 61.71066:6825 70.40485:8289 80.53273:8332 105.07056:12700 129.92569:6265 133.10158:22691 133.10632:7774	133.0278	133.02785	133.0278	133.02789	133.02792	133.02786	133.02791	133.02783	133.02788	133.02789	133.02785	133.02783	133.02788	133.02788	133.0278	133.02789	133.02788	133.02782	133.02782	133.02792	133.02783	133.02774	133.02774	133.02783	133.02786	133.02789	133.02789	133.02773	133.02776	133.02779	133.02788	133.02786	133.02785	133.02776	133.0278	133.02783	133.02791	133.02783	133.0278	133.02788	133.02776	133.02776	133.02777	133.02783	133.02776	133.02776	133.02779	133.02776	133.02771	133.02782
163	6.69	133.03188	Unknown	[M+H]+		0.26	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	38.84	190715_Std_4uMStdsMix1InH2O_1	133.03188:1650983 134.03523:95240 135.03859:92628		133.03188	133.03197	133.03195	133.03212	133.03188	133.03188	133.03188	133.03188	133.03188	133.03188	133.03188	133.03188	133.03188	133.03188	133.03188	133.03188	133.03204	133.03188	133.03188	133.03188	133.03188	133.03188	133.03188	133.03188	133.03188	133.03188	133.03188	133.03188	133.03188	133.03188	133.03188	133.03188	133.03188	133.03188	133.03188	133.03188	133.03189	133.03188	133.03188	133.03188	133.03188	133.03188	133.03181	133.03186	133.03188	133.03188	133.03186	133.03188	133.03185	133.03178
164	10.387	133.06091	w/o MS2:Ingalls_Asparagine	[M+H]+		0.56	False	11.809	133.0609					530	True	True	False		False	False	null	null	100	100	null	null	null	13.65	190715_Std_4uMStdsMix1InMatrix_1	133.06091:1002339 134.06426:75132 135.06762:85225		133.05916	133.061	133.06113	133.06113	133.06091	133.06091	133.06091	133.06125	133.06143	133.06091	133.06091	133.06091	133.06091	133.06091	133.06091	133.06091	133.06134	133.06091	133.06108	133.06114	133.06125	133.06122	133.06091	133.05914	133.06091	133.06091	133.06091	133.06091	133.06091	133.06091	133.06097	133.06133	133.06099	133.06136	133.06091	133.061	133.0614	133.06091	133.06091	133.06148	133.06085	133.06084	133.06091	133.06091	133.06091	133.06091	133.061	133.06105	133.061	133.06097
165	5.564	133.09898	w/o MS2:"Ingalls_L-Isoleucine, 15N"	[M+H]+	similar chromatogram in higher mz_443	0.78	False	8.17	133.09891					530	True	True	False		False	False	null	null	100	100	null	null	null	20.75	190715_Smp_FK180310S62C1-DCM_B	133.09898:628241 134.10233:0 135.10569:148643		133.09898	133.09903	133.10542	133.09895	133.09898	133.09898	133.09898	133.09908	133.09909	133.09894	133.09898	133.09906	133.09912	133.09909	133.09886	133.09898	133.09908	133.10129	133.09886	133.09912	133.09898	133.09894	133.10532	133.09894	133.09891	133.10141	133.09895	133.10126	133.10533	133.09898	133.09897	133.09898	133.09909	133.10129	133.099	133.09909	133.09898	133.09898	133.09885	133.10541	133.09898	133.09898	133.09898	133.09898	133.09898	133.09898	133.10533	133.10533	133.09895	133.10541
166	5.496	134.03255	Unknown	[M+H]+	similar chromatogram in higher mz_564	0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	13.62	190715_Std_4uMStdsMix2InMatrix_1	134.03255:532442 135.0359:0 136.03926:197383		134.03255	134.03255	134.03268	134.0327	134.03255	134.03255	134.03255	134.03255	134.03259	134.03267	134.03255	134.03255	134.03255	134.03255	134.03268	134.03275	134.03255	134.03264	134.03258	134.03255	134.03265	134.03255	134.03255	134.03265	134.03262	134.03259	134.03259	134.03268	134.03255	134.03256	134.03259	134.03255	134.03264	134.03267	134.03256	134.03255	134.03267	134.03255	134.03255	134.03255	134.03255	134.03255	134.03255	134.03255	134.03258	134.03252	134.03255	134.03253	134.03255	134.03255
167	11.261	134.04489	w/o MS2:Ingalls_Aspartic acid	[M+H]+		0.88	False	12.111	134.0448					530	True	True	False		False	False	null	null	100	100	null	null	null	20.13	190715_Std_4uMStdsMix1InMatrix_1	134.04489:699960 135.04824:92339 136.0516:149678		134.04489	134.04492	134.04497	134.045	134.04497	134.04489	134.04489	134.04497	134.04498	134.04495	134.04489	134.04488	134.04497	134.045	134.04491	134.04495	134.045	134.04492	134.04494	134.04504	134.04491	134.04492	134.04491	134.04488	134.04501	134.04504	134.045	134.04488	134.04488	134.04495	134.04498	134.04491	134.045	134.04489	134.04485	134.04497	134.04498	134.04498	134.04491	134.04501	134.04491	134.04488	134.04489	134.04489	134.04489	134.04489	134.04485	134.04494	134.04488	134.04486
168	4.223	134.08125	Unknown	[M+H]+		0.76	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	11.21	190715_Std_4uMStdsMix2InH2O_2	134.08125:307400 135.0846:420221 136.08796:4235601		134.09016	134.09035	134.09039	134.09045	134.08125	134.08125	134.08125	134.09042	134.09042	134.09048	134.08125	134.08125	134.09033	134.09044	134.08125	134.08125	134.09033	134.09039	134.09032	134.08125	134.09033	134.09033	134.0903	134.09038	134.0903	134.09041	134.09035	134.09032	134.0903	134.09038	134.09036	134.09045	134.09033	134.09039	134.09029	134.09047	134.09027	134.09038	134.09035	134.09044	134.08125	134.08125	134.09019	134.09033	134.08125	134.08125	134.09021	134.0901	134.09032	134.08125
169	8.804	134.08128	Unknown	[M+Na]+	adduct linked to 147_[M+NH4]+	0.82	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	17.06	190715_Smp_FK180310S62C1-DCM_B	134.08128:546323 135.08463:240499 136.08799:125447		134.08128	134.08133	134.08131	134.08139	134.08128	134.08128	134.08128	134.0813	134.08128	134.08134	134.08128	134.08125	134.08133	134.08133	134.08128	134.08138	134.08136	134.08128	134.08127	134.08134	134.08128	134.08119	134.08118	134.08125	134.08133	134.08136	134.08133	134.08124	134.0813	134.08128	134.08133	134.08125	134.08133	134.08124	134.08125	134.08139	134.08133	134.08128	134.0813	134.08136	134.08128	134.08128	134.08119	134.0813	134.08124	134.08133	134.08124	134.08105	134.08125	134.08128
170	7.922	134.10628	Unknown	[M+H]+		0.2	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	21.15	190715_Smp_FK180310S62C1-DCM_B	134.10628:223079 135.10963:199707 136.11299:66736		134.10628	134.10628	134.10628	134.10628	134.10628	134.10628	134.10628	134.10625	134.10628	134.10629	134.10628	134.10628	134.10628	134.10628	134.10628	134.10628	134.10628	134.10628	134.10628	134.10635	134.10628	134.10628	134.10619	134.10628	134.10628	134.10628	134.10623	134.10626	134.10628	134.10628	134.10628	134.10628	134.10628	134.10628	134.10622	134.10628	134.10626	134.10628	134.10628	134.10628	134.10628	134.10628	134.10628	134.10628	134.10628	134.10628	134.10628	134.10628	134.10628	134.10628
171	9.344	134.11769	Unknown	[M+H]+		0.34	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	13.86	190715_Poo_TruePooFK180310_DDApos20	134.11769:145055 135.12104:67210 136.1244:58360		134.1176	134.11769	134.11769	134.11769	134.11769	134.11766	134.11777	134.11769	134.11769	134.11769	134.11774	134.11765	134.11768	134.11769	134.11769	134.11769	134.11769	134.11766	134.11769	134.11769	134.11769	134.11769	134.11769	134.11769	134.11775	134.11769	134.11771	134.11763	134.11769	134.11769	134.11769	134.11769	134.11777	134.11754	134.11758	134.11769	134.11768	134.11768	134.11769	134.11769	134.11769	134.11769	134.11769	134.11769	134.11769	134.11769	134.11769	134.11769	134.11769	134.11769
172	8.396	134.64302	Unknown	[M+H]+		0.4	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	1301.16	190715_Smp_FK180310S64C1-25m_A	134.64302:174859 135.64637:0 136.64973:0		134.64302	134.64302	134.64302	134.64302	134.64302	134.64302	134.64302	134.64308	134.6438	134.64302	134.64302	134.64302	134.64302	134.64307	134.64302	134.64342	134.64302	134.6433	134.6427	134.64294	134.64302	134.64302	134.64302	134.64304	134.64302	134.64302	134.64302	134.64275	134.64302	134.64302	134.64302	134.64336	134.64302	134.64314	134.64285	134.64278	134.64305	134.64302	134.64302	134.64352	134.64302	134.64302	134.64302	134.64302	134.64291	134.64282	134.64297	134.64307	134.64302	134.64302
173	8.412	134.93138	Unknown	[M+H]+	similar chromatogram in higher mz_176	0.28	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	410.96	190715_Smp_FK180310S64C1-25m_A	134.93138:113575 135.93473:0 136.93809:0		134.93138	134.93138	134.93138	134.93138	134.93138	134.93138	134.93138	134.93221	134.93138	134.93236	134.93138	134.93138	134.93138	134.93138	134.93138	134.93138	134.93138	134.93138	134.93265	134.93285	134.93138	134.93138	134.93138	134.93138	134.93123	134.93138	134.93138	134.93146	134.93138	134.93138	134.93138	134.93138	134.93138	134.93138	134.93127	134.93121	134.93138	134.93138	134.93309	134.93138	134.93138	134.93138	134.93138	134.93138	134.93135	134.93153	134.93111	134.93279	134.93138	134.93138
174	6.842	135.0303	Unknown	[M+H]+	adduct linked to 256_[M+NH4]+; similar chromatogram in higher mz_276; similar chromatogram in higher mz_516	0.84	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	12.87	190715_Smp_FK180310S62C1-DCM_B	135.0303:518526 136.03365:109313 137.03701:99188		135.0303	135.03032	135.03032	135.03027	135.0303	135.0303	135.0303	135.0303	135.03024	135.03032	135.0303	135.03026	135.03029	135.03033	135.03026	135.0303	135.03024	135.03024	135.03026	135.03033	135.0303	135.03029	135.0302	135.03017	135.0303	135.03027	135.03035	135.03023	135.03023	135.03029	135.03027	135.03024	135.03029	135.03018	135.03027	135.03038	135.03029	135.03033	135.03026	135.03033	135.0303	135.0303	135.03021	135.02759	135.03021	135.03033	135.0302	135.03023	135.03026	135.0303
175	8.319	135.04729	Ingalls_DMSP	[M+H]+		0.84	True	9.549	135.0473					430	True	True	True		False	False	null	null	86	100	74.8	75	100	2427.11	190715_Poo_TruePooFK180310_DDApos35	135.0475:73691432 136.05085:4830135 137.05421:3778386	50.05507:29781 55.01863:883656 56.00433:36522 60.17067:35913 61.0114:443727 61.55645:39918 63.02704:25450764 68.29184:32797 69.02062:32769 73.02908:29691076 79.62453:39759 80.15475:41247 85.94398:39129 91.03952:492392 91.16528:29786 101.93875:37627 110.50134:35613 114.05527:90279 118.71313:31658 124.16772:31910 135.04752:35073416	135.04744	135.04729	135.04756	135.04756	135.0475	135.0475	135.0475	135.04749	135.0475	135.04747	135.04752	135.04749	135.04745	135.04729	135.04747	135.04741	135.04753	135.04747	135.04745	135.04753	135.04745	135.04741	135.04729	135.04744	135.0475	135.04752	135.04749	135.04747	135.04741	135.04745	135.04747	135.04744	135.04745	135.04741	135.04735	135.0475	135.04749	135.04744	135.04742	135.04745	135.04729	135.04729	135.04739	135.04729	135.04742	135.04729	135.04732	135.04729	135.04742	135.04729
176	9.567	135.04742	Unknown	[M+H]+	similar chromatogram in higher mz_375	0.38	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	379.29	190715_Poo_TruePooFK180310_DDApos50	135.04761:217346 136.05096:64207 137.05432:116000	53.14516:6105 54.86843:7008 57.6423:6531 63.02709:10165 64.08642:6388 64.9399:6958 71.21972:6365 73.02905:11038 79.05487:8753 79.84053:6872 80.40141:6263 91.05467:8418 102.16446:6563 102.35242:7220 104.28147:6547 105.0339:6413 107.08614:9929 113.03943:7067 121.18695:8908 121.96595:6510 135.06671:26708 135.08052:16745 135.09213:7074	135.04742	135.04752	135.04742	135.04742	135.04758	135.04742	135.04761	135.04742	135.04758	135.04742	135.04742	135.04755	135.04742	135.04753	135.04742	135.04756	135.04742	135.04742	135.04742	135.04742	135.04742	135.04742	135.04753	135.04756	135.04742	135.04742	135.04742	135.04752	135.04742	135.04756	135.04742	135.04742	135.04742	135.04742	135.04742	135.04762	135.04756	135.04742	135.04742	135.04742	135.04742	135.04742	135.04745	135.04752	135.04742	135.04745	135.04742	135.04742	135.04742	135.04747
177	8.415	135.11668	Unknown	[M+H]+		0.2	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	8.53	190715_Smp_FK180310S80C1-DCM_A	135.11668:864984 136.12003:115238 137.12339:326712		135.11668	135.11668	135.11668	135.11668	135.11668	135.11668	135.11668	135.11668	135.11668	135.11668	135.11668	135.11668	135.11668	135.11668	135.11668	135.11668	135.11668	135.11649	135.11679	135.11668	135.11668	135.11668	135.12955	135.13049	135.11668	135.11668	135.11668	135.13002	135.11668	135.11668	135.11668	135.11668	135.11668	135.11668	135.11668	135.11668	135.11668	135.11668	135.11684	135.11668	135.11668	135.11668	135.11668	135.11668	135.12851	135.11668	135.12837	135.11659	135.11668	135.11668
178	8.375	135.16333	Unknown	[M+H]+		0.34	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	852.07	190715_Smp_FK180310S64C1-25m_A	135.16333:121867 136.16668:0 137.17004:0		135.16333	135.16333	135.16333	135.16333	135.16333	135.16333	135.16333	135.16333	135.16241	135.16333	135.16333	135.16333	135.16336	135.16333	135.16333	135.16333	135.16333	135.16333	135.16202	135.16365	135.16333	135.16333	135.16333	135.1637	135.16214	135.16333	135.16333	135.16287	135.16333	135.16333	135.16333	135.16359	135.16333	135.16333	135.16203	135.16376	135.16229	135.16333	135.16466	135.16333	135.16333	135.16333	135.16333	135.16333	135.16238	135.16354	135.16393	135.16373	135.16333	135.16333
179	8.317	135.45355	Unknown	[M+H]+	similar chromatogram in higher mz_537	0.44	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	1136.17	190715_Smp_FK180310S64C1-25m_A	135.45355:170620 136.4569:0 137.46026:0		135.45355	135.45355	135.45355	135.45355	135.45355	135.45355	135.45261	135.45363	135.45296	135.45334	135.45355	135.45355	135.45355	135.45384	135.45355	135.45331	135.45355	135.45355	135.45369	135.45413	135.45355	135.45355	135.45355	135.45366	135.45349	135.45355	135.45355	135.45369	135.45343	135.45355	135.45355	135.45332	135.45355	135.45395	135.45378	135.45386	135.45335	135.45355	135.45357	135.45311	135.45355	135.45355	135.45355	135.45355	135.45355	135.4537	135.45355	135.45369	135.45355	135.45355
180	3.672	136.0618	Ingalls_Adenine	[M+H]+		1	True	5.066	136.06171					430	True	True	True		False	False	null	null	86.1	100	75	75	100	265.98	190715_Poo_TruePooFK180310_DDApos35	136.06187:3990411 137.06522:736357 138.06858:34147592	52.19975:7175 56.83524:6331 80.10055:8299 82.03255:7132 88.96497:6460 89.26791:7690 96.11073:7250 96.56667:7164 99.80949:7503 108.08122:13516 112.65837:7510 118.74628:7123 119.03558:23896 121.08888:9068 121.95028:7204 135.09663:20257 136.02188:47449 136.06192:3417474 136.08733:37397 136.10408:61644 136.11221:258651	136.06178	136.06181	136.06189	136.06189	136.0619	136.06187	136.06186	136.0619	136.06187	136.062	136.06192	136.06183	136.06195	136.06197	136.06187	136.06194	136.06192	136.0619	136.06184	136.062	136.06197	136.06184	136.06184	136.06183	136.06195	136.06197	136.06197	136.06186	136.06178	136.06194	136.0619	136.06189	136.06194	136.0618	136.06186	136.06192	136.06192	136.06187	136.06187	136.06194	136.06186	136.06184	136.06172	136.06181	136.06178	136.06187	136.06183	136.0618	136.06181	136.06183
181	5.999	136.06183	Unknown	[M+H]+		0.78	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	17.13	190715_Std_4uMStdsMix1InMatrix_2	136.06183:650228 137.06518:149440 138.06854:1548682		136.05063	136.06183	136.0507	136.0508	136.06183	136.06183	136.06183	136.05075	136.05081	136.05072	136.06183	136.06183	136.06183	136.05075	136.05066	136.05072	136.05077	136.05067	136.0506	136.05086	136.0507	136.05064	136.05055	136.0507	136.05075	136.05077	136.05072	136.0507	136.05067	136.05067	136.05074	136.05069	136.05072	136.05058	136.05063	136.05086	136.05072	136.05067	136.05067	136.05078	136.06183	136.06183	136.06181	136.06183	136.06183	136.06186	136.05069	136.05069	136.05066	136.06183
182	19.598	136.95001	Unknown	[M+H]+		0.3	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	1076.17	190715_Smp_FK180310S64C1-25m_C	136.95001:543954 137.95336:0 138.95672:0		136.94987	136.95001	136.95001	136.95001	136.95001	136.95001	136.94994	136.95001	136.95001	136.95001	136.95001	136.95001	136.95001	136.95001	136.95001	136.95001	136.95001	136.94994	136.95001	136.94997	136.94989	136.95001	136.94987	136.94998	136.95001	136.95	136.94995	136.95001	136.94981	136.94983	136.94997	136.95001	136.95001	136.95001	136.95001	136.95001	136.94994	136.94992	136.95001	136.95001	136.95001	136.95001	136.95001	136.95001	136.95001	136.95001	136.95001	136.95001	136.95001	136.95001
183	6.057	137.04579	Unknown	[M+H]+	similar chromatogram in higher mz_662	0.74	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	90.21	190715_Std_4uMStdsMix2InMatrix_1	137.04579:12134679 138.04914:1906723 139.0525:488205		137.04585	137.04584	137.0459	137.04593	137.04597	137.04579	137.04579	137.0459	137.04593	137.04587	137.04587	137.04579	137.04594	137.04594	137.04579	137.04579	137.04579	137.04584	137.04588	137.04599	137.04594	137.04576	137.04578	137.04587	137.04591	137.04578	137.04572	137.04581	137.04579	137.04581	137.04584	137.04579	137.04579	137.04568	137.04579	137.04599	137.04591	137.04584	137.04579	137.0459	137.04579	137.04579	137.04581	137.04587	137.04582	137.04587	137.04579	137.04579	137.04582	137.04582
