"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","File type","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample"
"138","8.592","136.89079","Unknown","[M-H]-","","0.84","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","941.84","190715_Poo_TruePooFK180310_DDAneg20","136.89079:5164374 137.89414:576596 138.8975:274195","","6306.3","55.4","63.6","1936.2","24.1","101.1","98.9","3.7","9.9","31.1","41.6","11.7","3.5","12.1","14.8","48.5","3.6","9.3","19.9","15.6","39.6","8.3","5.8","36.9","44.9","38","2.8","2","7","15.1","52.7","13193.8","13.5","25.8","9.8","15.4","33.7","2.5","10.2","1452","0","0","44","35.8","0","0.8","2905","805.6","3","11955.5"
"139","9.545","136.89084","Unknown","[M-H]-","","0.44","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","336.35","190715_Poo_TruePooFK180310_DDAneg20","136.89084:5451342 137.89419:631157 138.89755:169396","","6596.7","1.4","6.8","5.8","156.9","117.9","94.2","26.4","16","15.3","21.9","46.8","77.4","0.8","10.5","0.6","33.7","11.4","9.6","8.5","0.4","21.6","11.2","7.9","21.3","21.1","10.8","8.9","12.1","10.4","22.7","9.7","9.1","15.5","15.6","10.3","29.8","18.9","10.5","14","0","0.7","10.3","8.1","0","0","13.3","10.5","12.3","0.5"
"140","13.96","136.93903","Unknown","[M-H]-","","0.76","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","235.65","190715_Std_4uMStdsMix1InMatrix_2","136.93903:17439348 137.94238:2334221 138.94574:2336306","","98","82.8","3.3","336.9","33.9","169.6","30.3","232.1","258.6","171.5","20.6","39","27.5","649","293.3","15.6","12.1","15.1","160.8","19.1","11.6","20.5","128.7","11.9","411.9","328.9","229","86.2","98.2","138.7","551.5","185.5","83.2","327.9","145.4","185.4","178.6","45.5","216.2","276.3","3.1","20","578.2","918","1.5","12.6","203.8","526.3","303.9","1847.2"
"141","13.607","136.93906","Unknown","[M-H]-","adduct linked to 83_[M-H2O-H]-","0.28","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","258.24","190715_Smp_FK180310S62C1-25m_A","136.93906:12241126 137.94241:1573598 138.94577:1420060","","408.4","0.9","441.1","491.3","46.2","13.1","41","406.8","110.3","139.2","18.1","36.5","169.7","275.1","521.1","242.1","579.9","136.8","222.8","69.9","21.9","286.8","101.9","3","137.9","59.7","310","97.3","314.6","144.1","121.1","30.9","22.2","160.5","160","373.7","30.9","135.3","33.2","97.8","15.7","0.8","393.5","0.5","14.2","15.5","408.3","0.7","488.5","0.5"
"142","12.988","136.93913","Unknown","[M-H]-","adduct linked to 84_[M-H2O-H]-","0.74","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","285.97","190715_Poo_TruePooFK180310_DDAneg20","136.93916:10073677 137.94251:1200774 138.94587:1118105","51.24984:6482 55.69547:6832 66.09103:6892 68.94903:6725 69.03893:6452 73.04683:6324 79.672:7555 79.95622:8304 80.48322:8331 82.39636:6643 93.03341:10633 95.53066:7203 108.16402:7017 114.41557:8599 135.14404:9678 136.89085:135227 136.93916:1477637 136.97839:30971 137.03441:7190 137.06055:7687","0","1","397.9","431.6","300.6","274.4","271.6","398","266.7","419.5","342.4","409.4","458.3","0.5","475.5","223.5","531.1","251.2","208.6","211.9","63.3","434.8","159.6","68","387.7","306.6","232.9","189.9","97.3","302.6","519.7","188.1","49.3","325.4","315.5","346.8","163.9","101.7","203.5","252.3","0.4","0.4","0.4","1","0.5","0.6","0.4","0.6","0.6","0.4"
"143","3.028","137.02347","w/o MS2:Ingalls_Salicylic Acid","[M-H]-","","0.68","False","2.18","137.0233","","","","","530","True","True","False","","False","False","null","null","100","100","null","null","null","15.31","190715_Std_4uMStdsMix1InH2O_2","137.02347:6838743 138.02682:668854 139.03018:0","","6.2","3.7","7.1","5","1.8","1.4","8.2","9.2","7.7","8.6","0.5","0.8","3.6","0.6","3.8","5.3","2.3","3","9.4","5","5.5","9.1","7.4","3.3","7.1","6.5","7","4.6","13.7","7.4","26.8","4.2","6.9","20.7","16.3","4.5","10.7","4.7","4.3","4.7","2","136.1","0.4","109.2","0.9","16.5","1.4","14.2","1.2","1"
"144","13.917","137.9399","Unknown","[M-H]-","","0.34","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","28.93","190715_Std_4uMStdsMix1InMatrix_2","137.9399:2284627 138.94325:2233637 139.94661:0","","4.9","70.8","44.8","41.3","6.1","8.1","2.5","30","3.2","36.9","5.4","6.9","10.7","6.8","1.4","1.3","52.3","28.4","1.7","12.8","4.5","33.6","4.2","4.4","32","20.4","4.7","19.2","26.6","39","41.2","7.9","11.5","26.2","27.8","25.6","36.8","30.6","13","37.9","0.1","0.7","42.1","15.6","2.5","1.5","4.9","77.9","49.3","77.1"
"145","8.432","138.87436","Unknown","[M-H]-","","0.64","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2873.35","190715_Smp_FK180310S64C1-25m_B","138.87436:1714366 139.87771:0 140.88107:499158","","3187.5","10.3","3350.9","1252.3","2.9","7.2","29.1","3.5","2328.4","18.5","7.9","2.8","0.9","4666.1","14380.7","10","8.6","1.4","6.6","26.4","48.8","11.2","2.1","177.1","46.7","4.6","30.9","7.4","1.7","13733.1","11334.4","2554.7","18799.5","4.6","756.6","5.3","1276.2","5218.2","4.1","1523.5","0","0","3506.8","5.8","0","0","3655.5","5.7","10.8","21.9"
"146","12.829","138.93669","Unknown","[M-H]-","","0.32","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","57.68","190715_Poo_TruePooFK180310_Fullneg120","138.93669:1491284 139.94004:0 140.9434:57397","","0","0","1.1","52.8","0.8","62.9","62.7","40.9","76","0.8","0.7","151.3","108.5","0","0.7","0.9","71.9","45.7","34.1","18.8","13.5","1.1","43.7","0.7","0.8","24.3","1.6","1.9","29.9","57.4","0.8","30.7","21.9","1","1.2","34.7","47.1","68.6","0.7","55.1","0","0","1.2","0","0","0","0.8","6","1","0.8"
"147","6.276","139.01561","Unknown","[M-H]-","","0.36","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.93","190715_Smp_FK180310S62C1-DCM_B","139.01561:383695 140.01896:0 141.02232:0","","0","3.9","5.4","6","2.2","0.3","1.3","0.3","3","0.8","0.6","1.7","1.2","4.2","0.7","2.6","9.7","7.2","1.3","1.9","14.6","4","6.3","7.3","8.7","4","3.6","5.6","1.8","1","0.9","0.4","0.8","1.2","1.6","4.6","6.6","0.6","0.3","4.4","0","0","0","0","0","0","0","2.9","0","0.6"
"148","3.586","139.03143","Unknown","[M-H]-","","0.32","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","26.26","190715_Smp_FK180310S77C1-25m_B","139.03143:3022614 140.03478:169020 141.03814:0","","0.4","25.8","41.2","45.4","2","2.4","1","3.6","3.8","14.2","3.4","5","6.5","1.3","2","1.6","3.6","5.2","1.1","0.5","2.3","6.1","2","1.1","1.2","1.2","1.2","1.9","48.1","118.4","1.7","1.1","5.1","5.4","56.2","2.3","1.8","8.5","20.8","3.4","0.6","0.8","1.8","1.5","0.9","1.2","0.7","1","1","9.7"
"149","8.331","140.87148","Unknown","[M-H]-","","0.22","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1656.88","190715_Smp_FK180310S64C1-25m_B","140.87148:514344 141.87483:0 142.87819:0","","3","0","1584.4","2.4","4.8","10.5","2.2","5.2","18.4","16.6","5.3","4.8","0.7","4.5","12.6","1671.6","4.7","4.5","12.8","9.1","1055.1","9.7","6.6","10286.9","5","1208.4","6.3","3.3","3.1","0.2","15.4","10","1246.7","0.6","8.9","11.3","4.7","1144.1","6.6","10.1","0","0","0","0","0","0","3.8","3.4","4.1","0"
"150","7.683","140.91833","Unknown","[M-H]-","ion correlated with 156","0.96","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1554.17","190715_Poo_TruePooFK180310_DDAneg35","140.9184:4584622 141.92175:0 142.92511:5086039","53.96531:6590 54.82933:6358 70.09187:8188 70.61214:6550 74.28907:6165 74.99264:128563 78.91769:10280 80.44341:7190 80.91583:8864 98.55543:7994 107.52716:7118 141.06561:7466","134.8","111.3","110","75","79.1","30","13.8","149.2","50.5","67.8","26","27.3","939.6","125","68.6","60.2","85.2","359.9","8.1","139.6","448.4","82.8","210.4","124.2","53.2","85.5","224.6","56.8","171.2","2","35.5","8.1","134.2","180","43.7","10.2","125.7","152.4","209.1","110.5","0","0.3","84.2","104.3","15.4","11.1","65.6","87","103.1","68999.8"
"151","13.533","140.96463","Unknown","[M-H]-","","0.66","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","14.82","190715_Smp_FK180310S77C1-25m_C","140.96463:1351798 141.96798:251077 142.97134:437369","","15.3","0.7","34.5","19.9","6.6","4.9","14.8","26.8","3.5","0.7","13.6","9.6","4.8","15","1.1","8.9","1.2","9.4","6.8","9.4","0.4","11.4","14.1","2.6","6.6","4.1","2.3","6.7","18.3","0.9","8.9","16","13.2","11.1","0.6","31.7","9.1","0.4","22.7","13.9","1.2","1.2","22.8","27.4","0.3","1","18.4","27.4","26.2","13.7"
"152","9.873","140.97491","Unknown","[M-H]-","","0.2","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.35","190715_Poo_TruePooFK180310_Fullneg60","140.97491:1287134 141.97826:0 142.98162:1292261","","7","1.4","9.2","0.9","4.1","3.9","0.3","0.3","7.5","3.9","9","0.9","6.9","5.4","1.6","0.2","1","1.9","0.9","0.5","1.4","6","1.1","0.7","7.5","3.1","4.1","0.4","0.1","9.6","0.4","0.7","0.7","2.2","0.8","0.3","0.3","2.8","0.7","0.7","0.5","0.9","2.6","3.8","0.6","0.9","0.5","4.6","0.3","8.5"
"153","9.296","140.97496","Unknown","[M-H]-","ion correlated with 9","0.74","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","30.78","190715_Smp_FK180310S64C1-25m_A","140.97496:3136371 141.97831:24227 142.98167:3281677","","15.2","0.4","5.1","14","2","2","1.1","32.7","9.4","30.5","4.5","52.1","71.2","9.5","5.9","26.7","12","69.5","20","28.7","46.6","34.6","100.7","30.6","10.3","17.1","14.4","24.1","70.4","13.6","11.3","28.9","29.2","79.9","18.8","31.8","26.1","36.3","94.5","18.3","0.7","0.1","0.6","0.2","0.5","0.6","0.9","0.2","0.5","0.1"
"154","19.79","140.97713","Unknown","[M-H]-","","0.46","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","23.22","190715_Poo_TruePooFK180310_DDAneg35","140.96474:3006011 141.96809:379349 142.97145:421646","54.91391:6760 57.04538:7527 61.25823:6618 63.47609:6476 63.51757:7535 74.99266:681002 105.2018:8699 141.09155:7498","19.5","2.4","1.9","5.2","1.2","46.9","57.9","1.3","60.6","0.8","6.2","4.4","2.1","0.3","0.3","1.1","1.6","1.8","0.3","42.5","153.8","1.5","25.8","80.7","6.8","26","1.6","0.1","69.8","3.2","2.4","1.2","0.2","1.6","19","2.8","7.7","11.7","34.9","0.6","2.7","2.7","4.8","4.8","2.2","5.8","2.3","1","4.8","3.9"
"155","19.599","141.96538","Unknown","[M-H]-","","0.36","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","9.57","190715_Smp_FK180310S80C1-25m_A","141.96538:421829 142.96873:600257 143.97209:0","","12","0.5","1.7","3.2","2.3","1.1","1.3","1.3","10.7","2.9","1.5","0.8","9.3","0.6","1.2","1.2","0.8","9.6","2.2","9.2","2.3","0.9","9.4","3.2","10","2.7","10.4","2.3","18.1","12.9","9.4","3.9","1","2","10.9","0.4","15.4","13.1","1.5","2.3","1.6","3","3.9","1.1","1","0.8","0.2","1.7","0.6","4.9"
"156","7.705","142.91624","Unknown","[M-H]-","ion correlated with 150","0.94","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","16889.01","190715_Poo_TruePooFK180310_DDAneg20","142.91643:6693471 143.91978:247138 144.92314:56585","51.36975:6003 52.83934:6288 57.03347:8778 58.02996:6079 65.11238:8659 65.23788:7597 73.22081:7125 76.26223:6872 76.99018:52227 80.9157:14594 87.00766:30763 88.34933:6916 88.77114:6179 92.60625:8034 95.19331:6636 97.0647:12984 100.49362:7025 109.06383:7347 115.42206:7543 125.06029:8011 135.55089:6229 143.07027:17103 143.10683:53149","349.8","88806.6","325.3","88328.5","23.5","84","49.9","112622.5","229.5","25.8","73","71.9","17.9","99759.5","201.1","152.5","238.2","133346.3","288.8","462.7","510.7","41","466.9","367.7","160.2","223.8","172.7","548.4","620.3","177.4","155.6","8.8","508.4","624.8","192.7","291","107188.2","544","603.2","431.3","0","0","369.6","68805.3","38.6","27.2","84618.4","148.4","394.9","158.4"
"157","19.649","142.96228","Unknown","[M-H]-","","0.36","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","9.75","190715_Poo_TruePooFK180310_DDAneg20","142.96228:600954 143.96563:0 144.96899:537266","","1.9","1.9","1","1","3.5","11.5","0.7","1.1","13.9","9.5","1.3","2","2.6","1.2","1.7","1.4","0.5","12.2","1.4","1.7","3.1","0.3","12.1","0.6","9.7","3.4","8.9","0.6","12.9","8.9","10.2","0.9","2.2","2.7","10.3","0.9","17.1","17.8","8","0.6","0.2","0.8","1.4","2.3","2.6","1.3","1.7","2.9","1.5","1.6"
"158","9.771","143.07042","Unknown","[M-H]-","","0.44","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4.08","190715_Smp_FK180310S64C1-DCM_C","143.07042:323802 144.07377:0 145.07713:288218","","0.3","0.3","0.9","1","4.9","6.2","1.4","4","0.5","7.5","1.1","3.5","2.8","0.3","4.6","1.3","4.2","4.9","3.6","3.4","3.9","5.6","4.9","5","4.4","0.9","5.4","7.1","5.6","1.2","3.1","1.4","2.6","4.6","5.6","1.3","1","5.1","6.7","0.5","0.5","0.8","2.4","1","0.8","1","2.9","0.5","2.1","1"
"159","9.411","144.86882","Unknown","[M-H]-","","0.9","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","20748.6","190715_Poo_TruePooFK180310_DDAneg50","144.86884:1655632 145.87219:0 146.87555:1702665","52.65533:6287 53.4401:6556 54.75767:7679 69.90742:6366 71.9318:7091 83.04919:9480 90.23232:7542 91.4834:6867 92.95885:8769 95.77755:7417 101.05942:9681 101.99476:8592 103.23844:7436 108.50715:9145 114.38219:8177 114.51773:6842 121.21218:6258","30747.5","57.9","10811.5","19740.9","38.7","34.6","178.6","22872.5","24312.2","52041.8","9.9","241.7","326.2","13353.3","18341.7","115.1","22634.8","41080","17086","20512.1","11997.2","39479.3","43652.3","15597.6","34156.4","25669.7","47538.9","32066.7","22568","26068.3","28854.4","16336.9","17073.9","44620.6","46905.1","19036.9","32976.1","21632.6","47810.4","14711.6","9.1","0","10968.8","4874.3","8.4","0","12257.4","5516","12144.6","4645.7"
"160","9.273","144.96898","Unknown","[M-H]-","similar chromatogram in higher mz_544","0.74","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","16.4","190715_Smp_FK180310S64C1-25m_A","144.96898:1002679 145.97233:0 146.97569:123136","","17.7","0.4","4.8","20.5","7.5","9","4.7","33.4","3.3","6","2.8","2.6","62.8","9.7","4.5","18.3","19","4.1","12.3","32.1","4.3","6.8","9.6","13.2","14.8","13.5","6.4","6.7","7.6","19.2","11.2","16.6","20","56.6","7.9","27.1","31.3","38.7","5.3","22.3","0.4","0.2","0.3","0.3","0.3","0.2","0.2","0","0","0.4"
"161","10.118","145.06096","Unknown","[M-H]-","adduct linked to 101_[M-H2O-H]-","0.88","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","13.56","190715_Smp_FK180310S62C1-25m_A","145.06096:2362399 146.06431:86123 147.06767:64455","","0.1","9.5","14.6","13.3","10.4","4.2","1.7","6.2","7.1","6.2","1.6","8.2","1.8","24.7","33.8","1.6","19","10.6","17.1","16.1","5.4","26","45.4","6.2","9.5","23.1","12.6","18.2","7.8","7.2","6.4","11.8","4.2","31.5","6.1","6.9","6.4","1.4","10.8","7.8","36.8","56.5","10.6","7.4","2.8","1.4","7","7.1","7.4","6.3"
"162","19.856","145.98254","Unknown","[M-H]-","","0.2","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","18.28","190715_Blk_KM1906U14-Blk_C","145.98254:1962374 146.98589:0 147.98925:0","","37.9","0.4","0","0","0.3","10.9","8.8","0","32.8","26.7","0.4","7.7","5.2","0","0.4","0","0","20.5","0.3","33.9","8.9","0.3","35.2","29.8","13.3","28.5","8.8","0.4","22.4","4.3","37","0","0","11.7","19.3","0.4","40.6","7.3","20.9","0","0.3","0.4","0.4","0.4","0.3","0.3","0","0.4","0","0"
"163","10.97","146.04506","Unknown","[M-H]-","adduct linked to 105_[M-H2O-H]-","0.98","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","26.38","190715_Poo_QC-KM1906_F","146.04506:5618160 147.04841:856590 148.05177:147689","","0.3","49.7","109.8","86.6","3.7","19.9","8.4","26.2","21.3","22.3","1.4","18.6","22.3","13.1","9","12.1","32.8","23.6","25.5","16","48.8","40.4","26.3","16","27.5","14.4","16.4","19.9","19","11.2","11.5","22.4","21.8","22.9","15.4","27.8","17.6","17.8","29.8","43.6","6","7.7","43.3","100","6.4","3.6","41.5","9.5","46","36.1"
"164","4.679","146.96504","Unknown","[M-H]-","","0.8","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3815.21","190715_Smp_FK180310S62C1-DCM_C","146.96504:1544214 147.96839:0 148.97175:0","","19.6","2.6","4435","17","28.8","11.4","5.2","6808","69.7","61.5","36.8","29.3","50.1","3626.3","34.6","18.3","10.2","10352.1","22025.3","17.6","58.8","30884.3","6620.8","26.7","93.9","33.1","26.2","7729.7","8.2","10180.6","106.7","10544.3","21.4","14.7","15595.4","2135.5","26.5","10930.4","31","9875.3","1.5","1.3","1.6","0","0","0","1.5","0","4.3","8.3"
"165","9.007","146.96591","Unknown","[M-H]-","similar chromatogram in higher mz_552","0.2","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","604.07","190715_Smp_FK180310S77C1-25m_A","146.96591:112070 147.96926:0 148.97262:0","","0","2.1","0","1.8","1.3","3.3","0.8","630.7","3.9","5.9","0.7","0.8","1.9","0","0.7","2.2","0.9","6","1.3","1.7","6.7","0.9","2074.2","0.8","0.8","3.7","9.4","2.3","2241.4","1","0.9","1.4","1.9","1.5","3.4","3","3.1","1072.1","6.2","2.6","2.2","2","0","3.5","0","1.8","2.1","1.9","2","0"
"166","11.882","147.02901","Unknown","[M-H]-","","0.92","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","11.57","190715_Smp_FK180310S64C1-DCM_C","147.02901:1733832 148.03236:204470 149.03572:0","","1","10.3","10.3","29.7","2.4","5.8","5","7.7","14.8","17.8","2.7","6.6","2.5","10.4","13.4","4.8","11.5","7.4","14.9","6","22.9","23.6","25.6","12.6","10.7","3.8","6.3","6.7","6.5","18","8.2","10.5","8.5","4","27.9","20.1","5.3","12.4","18","18.3","22.5","1.6","31","1.5","6.6","11.6","7.1","4.6","26.3","8"
"167","9.41","148.86284","Unknown","[M-H]-","","0.72","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5582.41","190715_Smp_FK180310S77C1-25m_A","148.86284:840573 149.86619:0 150.86955:109399","","9845.2","11.7","3085.7","6714.3","17.7","62.8","12.4","7559.5","7426.7","77.6","7.2","17.4","35.8","4325.8","6120.9","165","158.5","12930.1","28.5","6921.9","3722.7","12781.4","14122.5","7.7","10760.6","8478.3","15490.9","10026.5","34","5062","192.2","5526.7","122.4","78","14794.6","2101.7","10325","6663.3","68.1","100.7","5.9","5.9","4002.3","8.1","0","0","4358","1859.2","3907.2","1643.3"
"168","3.38","148.92339","Unknown","[M-H]-","","0.26","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1337.47","190715_Smp_FK180310S64C1-25m_B","148.92339:290390 149.92674:0 150.9301:277814","","0","0","0","0","4.5","7.8","5.3","1801.9","7.4","1012.3","4","3.8","3.8","5.4","0","5.6","5.6","2","17.1","4.9","2507.5","3.4","5.1","5807.8","11.8","2.7","0","16.9","0","2.4","0","3272.4","2.1","3","0","0","2.4","3","1208","1713.6","0","1.8","1.6","0","0","0","0","1.5","0","0"
"169","19.364","148.96083","Unknown","[M-H]-","","0.3","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","7.74","190715_Smp_FK180310S77C1-25m_A","148.96083:707453 149.96418:84506 150.96754:55663","","1.8","0.3","1","0.6","0.8","0.4","9.9","0.7","11.4","10.3","0.6","0.9","3.1","0.9","1.2","0.6","1.5","9.9","0.2","0.6","4.9","1.7","8.3","0.5","11.9","5.5","10.3","0.2","9.3","9.2","7.8","0.6","0.7","9.2","1.3","1.2","1.4","7.9","0.8","0.2","1.2","1.2","0.3","2.6","0.9","1.4","0.9","1.6","1.9","1.5"
"170","12.91","148.96092","Unknown","[M-H]-","","0.3","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","8.3","190715_Smp_FK180310S80C1-25m_A","148.96092:815231 149.96427:105318 150.96763:113886","","14.4","1.4","0.8","1","14.3","9.6","8.9","8.4","7.1","15.9","1.5","8.9","6.8","9.6","7","13","10.7","11.1","3.9","4.7","5.7","12","9.1","1.4","9.3","5.3","9","6.6","13.5","5.4","6.1","2.5","2.8","9.5","11.9","4.5","9.1","5.1","12.9","8.6","1.1","3.9","0.1","1.1","1.1","1.4","1","1.9","1.2","1.6"
"171","14.176","148.96097","Unknown","[M-H]-","","0.26","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","6.38","190715_Std_4uMStdsMix1InMatrix_2","148.96097:851837 149.96432:81427 150.96768:92959","","4.2","0.5","1.6","0.9","0.5","0.6","0.8","6.4","0.4","8.2","1.2","0.1","1.6","4.9","2.9","0.8","14.4","4.8","0.7","1.1","0.6","8.5","2.9","0.3","8.3","1.3","6.9","2.1","0.3","4.9","1.7","0.7","0.5","7.2","8.8","0.6","0.9","3.5","1.1","0.5","1.7","1.5","0.3","9.2","1.3","1.8","2.7","1.5","7.8","12.3"
"172","9.825","148.96115","Unknown","[M+Cl]-","adduct linked to 30_[M-H2O-H]-","0.64","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","6.39","190715_Poo_TruePooFK180310_DDAneg20","148.96115:780395 149.9645:82458 150.96786:924096","50.23009:6685 55.7096:6659 74.99261:215023 75.22074:7428 85.95563:7995 89.56375:7062 90.17944:8126 104.53531:7369 105.13583:7358 112.37316:8271 143.9843:7223 148.96104:464562","8.1","0.2","0.7","1.9","15.1","11.5","11","0.9","6.9","1.1","0.6","10.1","10.8","5.5","1","2","1.7","11.8","2.8","0.7","3.8","9.9","6.6","0.9","1.6","2.2","0.9","11.7","7.6","0.5","6","5","0.1","8","11.1","7.5","8.1","3.5","1.9","6.6","0.4","0.9","0.3","6.8","1.1","0.4","7.9","10.8","11.7","11.7"
"173","6.851","150.04121","Ingalls_Guanine","[M-H]-","","0.94","True","8.135","150.0412","","","","","430","True","True","True","","False","False","null","null","90.3","100","90.5","85.8","69.2","34.07","190715_Poo_TruePooFK180310_DDAneg35","150.04134:2434674 151.04469:164465 152.04805:58441","62.60452:6748 62.64757:6559 66.00854:15954 67.02901:28396 69.08047:6887 69.75928:7399 76.3582:6543 82.03991:10832 91.02898:10667 106.00371:20383 106.06514:36294 107.03528:58292 108.01922:67658 108.05569:31376 109.03944:8500 109.54231:7589 126.02986:102416 133.01465:791675 136.73705:9507 149.96115:7143 149.99402:13164 150.00049:10694 150.04134:365909 150.05525:23562 150.06676:8435","0.4","10.1","14.1","13.2","7","67.7","73.9","33.7","50.1","56.5","3.2","33.9","53.5","13.6","13.1","28.7","36.5","37.5","35.3","83.6","100.5","47.8","58.2","21.2","24.3","32.5","40.5","62.7","12.8","10.2","11.6","113.3","54.7","36.2","18.2","24.3","20.4","51.3","67.3","43.2","0.5","0.2","6","4.8","9","11.5","13.1","18.6","12","10.2"
"174","9.133","150.88579","Unknown","[M-H]-","","0.24","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2665","190715_Smp_FK180310S77C1-25m_C","150.88579:1040684 151.88914:0 152.8925:3820945","","0","0","0","1.9","24.9","1.2","8.9","0","12.3","3.1","41.9","40.8","17.3","1.3","14.9","0.7","0.6","0.3","0.5","0.9","0.6","0.3","0.4","13.6","1.9","12.3","0.4","2.4","0.4","11.8","19478.9","0.3","2125.4","0.3","10198.2","0.3","0","0.4","0.3","0.4","0","0","0","0","0","0","0","0","0.7","0"
"175","9.652","150.94971","Unknown","[M-H]-","","0.9","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","318.46","190715_Poo_TruePooFK180310_DDAneg20","150.94971:1140923 151.95306:248814 152.95642:527568","61.14511:7447 66.83864:7430 67.92075:6230 69.01378:7171 76.9901:11733 83.53291:7940 88.97228:7586 92.95879:90520 114.80862:6922 118.89877:35240 133.69711:6956 136.01532:13011 142.69098:8040 150.94963:789128 150.95773:27804 151.03958:7738","2.6","25.1","6751.2","20","49.4","36.5","32.4","19.5","32","22","35.8","45","45","18.8","28.9","19","28.2","28.1","15.5","21.3","11.3","23.3","17.3","4.4","29.7","16","24","9.4","28","33.7","20.8","22","10.2","31.9","28.1","16.8","16.7","48","20.4","44.3","1.4","2.7","15.2","37.1","0.7","0.4","6495.6","28.7","16","41"
"176","7.25","151.02518","Unknown","[M-H]-","","0.32","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","6.46","190715_Smp_FK180310S62C1-DCM_B","151.02518:649667 152.02853:0 153.03189:314939","","0.7","3","5.6","7.7","0.4","1.1","1.4","3","7.4","6.8","0.8","0.5","0.8","4.8","0.7","0.6","1.7","2","1.1","2.1","15.1","2.3","3.7","6.3","11.9","0.7","7.6","6.7","1.6","0.7","2.3","0.6","0.6","0.5","1.8","1.3","0.6","1.3","1.7","0.9","0.7","1","4.8","0.6","0.1","0.9","5.6","3.9","0.5","0.5"
"177","6.063","151.0616","Unknown","[M-H]-","","0.52","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","7.53","190715_Smp_FK180310S62C1-DCM_B","151.0616:239815 152.06495:0 153.06831:0","","1.9","0.7","2.8","8.1","5.2","2.6","3.7","7.8","6.7","9.6","1.9","2.4","2.4","3.6","7.5","2.4","6.6","5.6","12.1","3.3","15.2","4.8","3.1","6.7","8.9","14.3","7.9","5.5","10.7","5.8","7.4","3","4.9","2.5","7.5","5.9","10.3","7.8","9","9.1","0.8","0.6","2","0.8","2.5","2.1","3","0.8","2.2","3.7"
