"","id","parent","class"
"704","CHEMONTID:0004149","CHEMONTID:0002837","Polycyclic hydrocarbons"
"705","CHEMONTID:0004163","CHEMONTID:0000004","Thioselenides"
"706","CHEMONTID:0004166","CHEMONTID:0000002","Phenoselenazines"
"707","CHEMONTID:0004169","CHEMONTID:0000002","Selenophenes"
"708","CHEMONTID:0004170","CHEMONTID:0000002","Oxirenes"
"709","CHEMONTID:0004174","CHEMONTID:0000289","Pyridine nucleosides"
"710","CHEMONTID:0004186","CHEMONTID:0000400","Trialkylphosphanes"
"711","CHEMONTID:0004189","CHEMONTID:0000002","Coumarans"
"712","CHEMONTID:0004193","CHEMONTID:0000002","Thienothiophenes"
"713","CHEMONTID:0004195","CHEMONTID:0000004","Allyl sulfur compounds"
"714","CHEMONTID:0004232","CHEMONTID:0000289","5'-O-tritylated nucleosides and derivatives"
"715","CHEMONTID:0004236","CHEMONTID:0000002","6-Thiathiophenes"
"716","CHEMONTID:0004246","CHEMONTID:0000264","Arsonous acid esters"
"717","CHEMONTID:0004247","CHEMONTID:0000264","Organoarsinous acid esters"
"718","CHEMONTID:0004248","CHEMONTID:0000264","Organoarsinous acids"
"719","CHEMONTID:0004324","CHEMONTID:0000279","Daphniphylline-type alkaloids"
"720","CHEMONTID:0004326","CHEMONTID:0000279","Yuzurimine-type alkaloids"
"721","CHEMONTID:0004327","CHEMONTID:0000400","Tetraalkylphosphonium compounds"
"722","CHEMONTID:0004328","CHEMONTID:0000400","Tetraalkylphosphonium halides"
"723","CHEMONTID:0004345","CHEMONTID:0000002","Indeno[1,2-c]pyrazoles"
"724","CHEMONTID:0004350","CHEMONTID:0000289","Deoxyribo- and ribonucleoside phosphonates"
"725","CHEMONTID:0004353","CHEMONTID:0000289","Imidazole[4,5-c]pyridine ribonucleosides and ribonucleotides"
"726","CHEMONTID:0004357","CHEMONTID:0000004","Sulfonothioic O-acids"
"727","CHEMONTID:0004370","CHEMONTID:0000002","Pyrazolo[3,4-b]pyrazines"
"728","CHEMONTID:0004371","CHEMONTID:0000002","Pyrazolo[1,5-b]pyridazines"
"729","CHEMONTID:0004372","CHEMONTID:0000002","Pyrazolo[1,5-a][1,3,5]triazines"
"730","CHEMONTID:0004373","CHEMONTID:0000002","Pyrazolo[1,5-d][1,2,4]triazines"
"731","CHEMONTID:0004375","CHEMONTID:0000002","Pyrazolo[4,3-e]pyrrolo[1,2-a]pyrazines"
"732","CHEMONTID:0004376","CHEMONTID:0000002","Imidazo[1,2-a]pyrazin-8-ones"
"733","CHEMONTID:0004377","CHEMONTID:0000002","Imidazo[1,2-a]pyrimidines"
"734","CHEMONTID:0004378","CHEMONTID:0000002","Imidazo[1,2-a][1,2,4]triazines"
"735","CHEMONTID:0004379","CHEMONTID:0000002","Imidazo[1,2-d][1,2,4]triazines"
"736","CHEMONTID:0004380","CHEMONTID:0000002","Imidazo[2,1-c][1,2,4]triazines"
"737","CHEMONTID:0004381","CHEMONTID:0000002","Imidazo[4,3-c][1,2,4]triazines"
"738","CHEMONTID:0004382","CHEMONTID:0000002","Pyrazolo[1',5':1,6]pyrimido[4,5-d]pyridazines"
"739","CHEMONTID:0004388","CHEMONTID:0000002","Imidazo[1,5-a]pyrazines"
"740","CHEMONTID:0004396","CHEMONTID:0000002","Imidazo[1,2-a]pyridines"
"741","CHEMONTID:0004401","CHEMONTID:0000002","1,3-thiazolo[5,4-d]pyrimidines"
"742","CHEMONTID:0004404","CHEMONTID:0000289","Ribonucleoside 3'-phosphates"
"743","CHEMONTID:0004405","CHEMONTID:0000002","Pyridopyrazines"
"744","CHEMONTID:0004407","CHEMONTID:0000002","Furopyridines"
"745","CHEMONTID:0004416","CHEMONTID:0000002","Furo[2,3-d]pyrimidines"
"746","CHEMONTID:0004432","CHEMONTID:0001568","Inorganic silicides"
"747","CHEMONTID:0004433","CHEMONTID:0000264","Borate esters"
"748","CHEMONTID:0004436","CHEMONTID:0000462","Metal alkyls"
"749","CHEMONTID:0004440","CHEMONTID:0000462","Metal aryls"
"750","CHEMONTID:0004441","CHEMONTID:0000462","Metal allyls"
"751","CHEMONTID:0004442","CHEMONTID:0000462","Metal alkyl halides"
"752","CHEMONTID:0004455","CHEMONTID:0003865","Organic sulfite salts"
"753","CHEMONTID:0004457","CHEMONTID:0003865","Organic thiosulfate salts"
"754","CHEMONTID:0004458","CHEMONTID:0003865","Organic bromate salts"
"755","CHEMONTID:0004459","CHEMONTID:0003865","Organic selenite salts"
"756","CHEMONTID:0004460","CHEMONTID:0003865","Organic iodate salts"
"757","CHEMONTID:0004462","CHEMONTID:0003865","Organic chlorite salts"
"758","CHEMONTID:0004463","CHEMONTID:0003865","Organic phosphite salts"
"759","CHEMONTID:0004464","CHEMONTID:0001568","Inorganic azides"
"760","CHEMONTID:0004468","CHEMONTID:0004469","Salt-like carbides"
"761","CHEMONTID:0004470","CHEMONTID:0001568","Inorganic nitrides"
"762","CHEMONTID:0004471","CHEMONTID:0001568","Inorganic nitrites"
"763","CHEMONTID:0004477","CHEMONTID:0002837","Aromatic hydrocarbons"
"764","CHEMONTID:0004478","CHEMONTID:0000000","Acetylides"
"765","CHEMONTID:0004483","CHEMONTID:0000400","Alkylphosphonofluoridic acids and esters"
"766","CHEMONTID:0004484","CHEMONTID:0000400","Trialkylphosphites"
"767","CHEMONTID:0004487","CHEMONTID:0003866","Inorganic lithium salts"
"768","CHEMONTID:0004490","CHEMONTID:0003866","Inorganic beryllium salts"
"769","CHEMONTID:0004494","CHEMONTID:0003866","Inorganic calcium salts"
"770","CHEMONTID:0004498","CHEMONTID:0000289","2',3'-dideoxy-3'-thionucleosides"
"771","CHEMONTID:0004499","CHEMONTID:0000289","2',3'-dideoxy-3'-thionucleoside triphosphates"
"772","CHEMONTID:0004500","CHEMONTID:0000289","2',3'-dideoxy-3'-thionucleoside diphosphates"
"773","CHEMONTID:0004501","CHEMONTID:0000289","2',3'-dideoxy-3'-thionucleoside monophosphates"
"774","CHEMONTID:0004502","CHEMONTID:0000289","5'-deoxyribonucleosides"
"775","CHEMONTID:0004507","CHEMONTID:0000002","Phosphiranes"
"776","CHEMONTID:0004524","CHEMONTID:0002448","Triphenyl compounds"
"777","CHEMONTID:0004540","CHEMONTID:0001568","Inorganic thalium compounds"
"778","CHEMONTID:0004558","CHEMONTID:0001568","Inorganic pnictogen compounds"
"779","CHEMONTID:0004563","CHEMONTID:0001568","Inorganic 3-nitrosotriazenes"
"780","CHEMONTID:0004565","CHEMONTID:0000267","Haloacetylenes and derivatives"
"781","CHEMONTID:0004572","CHEMONTID:0000400","Alkylhalophosphines"
"782","CHEMONTID:0004614","CHEMONTID:0000462","Organometallic peroxides"
"783","CHEMONTID:0004648","CHEMONTID:0002448","1-hydroxylamino, 2-unsubstituted benzenoids"
"784","CHEMONTID:0004649","CHEMONTID:0002448","1-hydroxylamino, 4-unsubstituted benzenoids"
"785","CHEMONTID:0004650","CHEMONTID:0002448","N-phenylhydroxylamines"
"786","CHEMONTID:0004651","CHEMONTID:0002448","O-phenylhydroxylamines"
"787","CHEMONTID:0004659","CHEMONTID:0000002","Benzo-1,2,3-triazines"
"788","CHEMONTID:0004703","CHEMONTID:0000264","Organic thiosulfinic acids"
"789","CHEMONTID:0004736","CHEMONTID:0000002","Oxadiazines"
"790","CHEMONTID:0004799","CHEMONTID:0000289","2',5'-dideoxyribonucleosides"
"791","CHEMONTID:0004812","CHEMONTID:0002448","Acenaphthylenes"
"792","CHEMONTID:0004819","CHEMONTID:0001568","Inorganic chromium trioxides"
"793","CHEMONTID:0004826","CHEMONTID:0000264","Selenenic acids"
"794","CHEMONTID:0001734","CHEMONTID:0001253","Pyrroloquinolines"
"795","CHEMONTID:0000007","CHEMONTID:0000278","Amidines"
"796","CHEMONTID:0001551","CHEMONTID:0000259","Diterpenoids"
"797","CHEMONTID:0000009","CHEMONTID:0000004","Sulfines"
"798","CHEMONTID:0000010","CHEMONTID:0000004","Sulfenes"
"799","CHEMONTID:0000011","CHEMONTID:0000323","Carbohydrates and carbohydrate conjugates"
"800","CHEMONTID:0000013","CHEMONTID:0000265","Amino acids, peptides, and analogues"
"801","CHEMONTID:0000014","CHEMONTID:0002279","Phenylbutylamines"
"802","CHEMONTID:0000015","CHEMONTID:0000301","Dibenzofurans"
"803","CHEMONTID:0001544","CHEMONTID:0001506","Purine ribonucleotides"
"804","CHEMONTID:0002212","CHEMONTID:0000089","Pyridine carboxaldehydes"
"805","CHEMONTID:0000513","CHEMONTID:0003909","Eicosanoids"
"806","CHEMONTID:0000031","CHEMONTID:0002279","Benzenesulfonamides"
"807","CHEMONTID:0000032","CHEMONTID:0002279","Benzenesulfonic acids and derivatives"
"808","CHEMONTID:0000033","CHEMONTID:0002279","Benzyl alcohols"
"809","CHEMONTID:0000035","CHEMONTID:0002279","Halobenzenes"
"810","CHEMONTID:0000036","CHEMONTID:0002279","Nitrobenzenes"
"811","CHEMONTID:0000037","CHEMONTID:0002279","Styrenes"
"812","CHEMONTID:0000038","CHEMONTID:0002279","Sulfanilides"
"813","CHEMONTID:0001151","CHEMONTID:0000027","Indanones"
"814","CHEMONTID:0000041","CHEMONTID:0002279","Biphenyls and derivatives"
"815","CHEMONTID:0000042","CHEMONTID:0002279","Diphenhydramines"
"816","CHEMONTID:0000330","CHEMONTID:0000294","Phenylbenzimidazoles"
"817","CHEMONTID:0000045","CHEMONTID:0002279","Phenylpropenes"
"818","CHEMONTID:0000047","CHEMONTID:0001510","Podophyllotoxins"
"819","CHEMONTID:0000049","CHEMONTID:0000048","Tametralines"
"820","CHEMONTID:0001549","CHEMONTID:0000259","Monoterpenoids"
"821","CHEMONTID:0000053","CHEMONTID:0001253","Aminoquinolines and derivatives"
"822","CHEMONTID:0000054","CHEMONTID:0002566","Benzylisoquinolines"
"823","CHEMONTID:0000055","CHEMONTID:0000317","Dibenzothiazepines"
"824","CHEMONTID:0000056","CHEMONTID:0001253","Quinolones and derivatives"
"825","CHEMONTID:0000057","CHEMONTID:0001253","Hydroxyquinolines"
"826","CHEMONTID:0001391","CHEMONTID:0000476","Hydroxycinnamic acids and derivatives"
"827","CHEMONTID:0000061","CHEMONTID:0001253","Indoloquinolines"
"828","CHEMONTID:0000063","CHEMONTID:0000488","Nitrate esters"
"829","CHEMONTID:0000065","CHEMONTID:0002052","Arsoles"
"830","CHEMONTID:0000067","CHEMONTID:0001346","Pyrazines"
"831","CHEMONTID:0000072","CHEMONTID:0000295","Dibenzodiazepines"
"832","CHEMONTID:0000074","CHEMONTID:0001346","Pyridazines and derivatives"
"833","CHEMONTID:0000075","CHEMONTID:0001346","Pyrimidines and pyrimidine derivatives"
"834","CHEMONTID:0000078","CHEMONTID:0000436","Imidazoles"
"835","CHEMONTID:0000079","CHEMONTID:0002490","Imidazolines"
"836","CHEMONTID:0000080","CHEMONTID:0001629","Indazoles"
"837","CHEMONTID:0000081","CHEMONTID:0000436","Isoxazoles"
"838","CHEMONTID:0000083","CHEMONTID:0000436","Oxazoles"
"839","CHEMONTID:0000084","CHEMONTID:0002490","Oxazolines"
"840","CHEMONTID:0000085","CHEMONTID:0002052","Phosphinines"
"841","CHEMONTID:0000087","CHEMONTID:0000436","Pyrazoles"
"842","CHEMONTID:0000088","CHEMONTID:0002490","Pyrazolines"
"843","CHEMONTID:0000093","CHEMONTID:0000436","Thiadiazoles"
"844","CHEMONTID:0000095","CHEMONTID:0000436","Thiazoles"
"845","CHEMONTID:0000099","CHEMONTID:0000436","Triazoles"
"846","CHEMONTID:0001908","CHEMONTID:0001253","Benzoquinolines"
"847","CHEMONTID:0001550","CHEMONTID:0000259","Sesquiterpenoids"
"848","CHEMONTID:0000108","CHEMONTID:0002491","Oxazolidines"
"849","CHEMONTID:0000110","CHEMONTID:0000109","Pterins and derivatives"
"850","CHEMONTID:0000111","CHEMONTID:0000436","Tetrazoles"
"851","CHEMONTID:0000112","CHEMONTID:0000278","Hydrazines and derivatives"
"852","CHEMONTID:0000113","CHEMONTID:0002279","Phenylhydrazines"
"853","CHEMONTID:0000117","CHEMONTID:0000278","Imines"
"854","CHEMONTID:0001831","CHEMONTID:0000323","Carbonyl compounds"
"855","CHEMONTID:0000119","CHEMONTID:0002279","Acetophenones"
"856","CHEMONTID:0000120","CHEMONTID:0002279","Benzophenones"
"857","CHEMONTID:0000121","CHEMONTID:0001198","Thioketones"
"858","CHEMONTID:0000127","CHEMONTID:0001819","Isoindoles"
"859","CHEMONTID:0000254","CHEMONTID:0000323","Ethers"
"860","CHEMONTID:0000129","CHEMONTID:0000323","Alcohols and polyols"
"861","CHEMONTID:0000131","CHEMONTID:0000323","Enediols"
"862","CHEMONTID:0000132","CHEMONTID:0000323","Enols"
"863","CHEMONTID:0001286","CHEMONTID:0000134","Benzenediols"
"864","CHEMONTID:0000138","CHEMONTID:0002341","Anisoles"
"865","CHEMONTID:0000139","CHEMONTID:0000134","Tyrosols and derivatives"
"866","CHEMONTID:0000140","CHEMONTID:0000134","Aminophenols"
"867","CHEMONTID:0000141","CHEMONTID:0000134","Nitrophenols"
"868","CHEMONTID:0000142","CHEMONTID:0000253","Stilbene glycosides"
"869","CHEMONTID:0000369","CHEMONTID:0002279","Diphenylmethanes"
"870","CHEMONTID:0003410","CHEMONTID:0000123","1-benzopyrans"
"871","CHEMONTID:0000148","CHEMONTID:0000436","Dithiazoles"
"872","CHEMONTID:0000150","CHEMONTID:0000319","Dibenzoxazepines"
"873","CHEMONTID:0000151","CHEMONTID:0000018","Anthraquinones"
"874","CHEMONTID:0000153","CHEMONTID:0000023","Naphthoquinones"
"875","CHEMONTID:0000155","CHEMONTID:0000022","Tetracenequinones"
"876","CHEMONTID:0000157","CHEMONTID:0000278","Carbodiimides"
"877","CHEMONTID:0000158","CHEMONTID:0000278","N-organohydroxylamines"
"878","CHEMONTID:0000161","CHEMONTID:0000147","Epothilones and analogues"
"879","CHEMONTID:0000162","CHEMONTID:0000160","Beta lactams"
"880","CHEMONTID:0000163","CHEMONTID:0000160","Caprolactams"
"881","CHEMONTID:0000164","CHEMONTID:0000160","Delta lactams"
"882","CHEMONTID:0000165","CHEMONTID:0000160","Gamma lactams"
"883","CHEMONTID:0000176","CHEMONTID:0002279","Benzoic acids and derivatives"
"884","CHEMONTID:0000177","CHEMONTID:0000328","Imidazopyridinones"
"885","CHEMONTID:0001553","CHEMONTID:0000259","Triterpenoids"
"886","CHEMONTID:0000183","CHEMONTID:0000211","Tryptamines and derivatives"
"887","CHEMONTID:0000184","CHEMONTID:0000089","Pheniramines"
"888","CHEMONTID:0000185","CHEMONTID:0002279","Phenylmethylamines"
"889","CHEMONTID:0000186","CHEMONTID:0002279","Phenethylamines"
"890","CHEMONTID:0000187","CHEMONTID:0002279","Phenylpropylamines"
"891","CHEMONTID:0000189","CHEMONTID:0002389","Piperazines"
"892","CHEMONTID:0000190","CHEMONTID:0000134","Methoxyphenols"
"893","CHEMONTID:0000192","CHEMONTID:0000343","Cyclopyrrolones"
"894","CHEMONTID:0000194","CHEMONTID:0000076","Nitrofurans"
"895","CHEMONTID:0003413","CHEMONTID:0003412","1-benzothiopyrans"
"896","CHEMONTID:0004789","CHEMONTID:0004788","Benzodiazines"
"897","CHEMONTID:0000210","CHEMONTID:0000211","Carbazoles"
"898","CHEMONTID:0000212","CHEMONTID:0001455","Porphyrins"
"899","CHEMONTID:0000216","CHEMONTID:0000213","Indolizines"
"900","CHEMONTID:0000217","CHEMONTID:0002491","Pyrazolidines"
"901","CHEMONTID:0000223","CHEMONTID:0000025","Hydrophenanthrenes"
"902","CHEMONTID:0000226","CHEMONTID:0002491","Thiazolidines"
"903","CHEMONTID:0000229","CHEMONTID:0002490","Thiazolines"
"904","CHEMONTID:0000230","CHEMONTID:0000463","Organic superoxides"
"905","CHEMONTID:0000232","CHEMONTID:0000231","Dibenzothiepins"
"906","CHEMONTID:0000235","CHEMONTID:0002491","Triazolidines"
"907","CHEMONTID:0000239","CHEMONTID:0001253","Indolizinoquinolines"
"908","CHEMONTID:0000245","CHEMONTID:0001797","Purines and purine derivatives"
"909","CHEMONTID:0000248","CHEMONTID:0000193","1,2-dioxoles"
"910","CHEMONTID:0000250","CHEMONTID:0002491","Imidazolidines"
"911","CHEMONTID:0000262","CHEMONTID:0003909","Fatty acids and conjugates"
"912","CHEMONTID:0002049","CHEMONTID:0000259","Terpene glycosides"
"913","CHEMONTID:0000266","CHEMONTID:0000472","Short-chain hydroxy acids and derivatives"
"914","CHEMONTID:0000270","CHEMONTID:0004434","Organosulfonic acids and derivatives"
"915","CHEMONTID:0000272","CHEMONTID:0000193","1,3-dioxoles"
"916","CHEMONTID:0001470","CHEMONTID:0001270","Miscellaneous metallic oxoanionic compounds"
"917","CHEMONTID:0000275","CHEMONTID:0000323","Acryloyl compounds"
"918","CHEMONTID:0000283","CHEMONTID:0000089","Aminopyridines and derivatives"
"919","CHEMONTID:0000284","CHEMONTID:0002279","Aniline and substituted anilines"
"920","CHEMONTID:0000285","CHEMONTID:0002279","Anilides"
"921","CHEMONTID:0000287","CHEMONTID:0000277","Organomagnesium compounds"
"922","CHEMONTID:0000288","CHEMONTID:0002279","Thioanisoles"
"923","CHEMONTID:0002216","CHEMONTID:0000256","Glycerophosphoglycerols"
"924","CHEMONTID:0000298","CHEMONTID:0003909","Fatty aldehydes"
"925","CHEMONTID:0000299","CHEMONTID:0000472","Medium-chain hydroxy acids and derivatives"
"926","CHEMONTID:0000300","CHEMONTID:0002052","Benzarsoles"
"927","CHEMONTID:0000303","CHEMONTID:0000195","Phenylpiperidines"
"928","CHEMONTID:0000308","CHEMONTID:0000224","Benzothiadiazines"
"929","CHEMONTID:0000310","CHEMONTID:0000309","Phenothiazines"
"930","CHEMONTID:0000316","CHEMONTID:0001851","Benzopyrenes"
"931","CHEMONTID:0000320","CHEMONTID:0000293","Dibenzazepines"
"932","CHEMONTID:0000321","CHEMONTID:0002279","Benzoyl derivatives"
"933","CHEMONTID:0000322","CHEMONTID:0001435","Betaxanthins and derivatives"
"934","CHEMONTID:0000324","CHEMONTID:0003909","Fatty acid esters"
"935","CHEMONTID:0000325","CHEMONTID:0002279","Biphenols"
"936","CHEMONTID:0000326","CHEMONTID:0000089","Bipyridines and oligopyridines"
"937","CHEMONTID:0000327","CHEMONTID:0000419","Bisphosphonates"
"938","CHEMONTID:0000329","CHEMONTID:0000104","Phenylazirines"
"939","CHEMONTID:0000331","CHEMONTID:0003909","Fatty amides"
"940","CHEMONTID:0002217","CHEMONTID:0000256","Glycerophosphoglycerophosphates"
"941","CHEMONTID:0000335","CHEMONTID:0000195","N-acylpiperidines"
"942","CHEMONTID:0000336","CHEMONTID:0000334","Anthocyanidins"
"943","CHEMONTID:0000337","CHEMONTID:0000334","Flavans"
"944","CHEMONTID:0000345","CHEMONTID:0002052","Azaborinanes"
"945","CHEMONTID:0000346","CHEMONTID:0000265","Dicarboxylic acids and derivatives"
"946","CHEMONTID:0000349","CHEMONTID:0001370","Organoantimony compounds"
"947","CHEMONTID:0000350","CHEMONTID:0002279","Butyrophenones"
"948","CHEMONTID:0000353","CHEMONTID:0001455","Corrinoids"
"949","CHEMONTID:0000354","CHEMONTID:0002506","Coumestans"
"950","CHEMONTID:0000355","CHEMONTID:0002279","Cumenes"
"951","CHEMONTID:0002651","CHEMONTID:0002650","Linear diarylheptanoids"
"952","CHEMONTID:0000357","CHEMONTID:0000259","Sesquaterpenoids"
"953","CHEMONTID:0000358","CHEMONTID:0000145","Furanocoumarins"
"954","CHEMONTID:0000361","CHEMONTID:0000278","Organic cyanamides"
"955","CHEMONTID:0004504","CHEMONTID:0000278","Organic cyanides"
"956","CHEMONTID:0000363","CHEMONTID:0000463","Cyanates"
"957","CHEMONTID:0000365","CHEMONTID:0000039","Cyclamates"
"958","CHEMONTID:0002224","CHEMONTID:0000089","Hydropyridines"
"959","CHEMONTID:0000392","CHEMONTID:0000107","Morpholines"
"960","CHEMONTID:0000372","CHEMONTID:0000195","Fentanyls"
"961","CHEMONTID:0000375","CHEMONTID:0000278","Guanidines"
"962","CHEMONTID:0000379","CHEMONTID:0000238","Proanthocyanidins"
"963","CHEMONTID:0001310","CHEMONTID:0000134","Benzenetriols and derivatives"
"964","CHEMONTID:0000384","CHEMONTID:0000109","Alloxazines and isoalloxazines"
"965","CHEMONTID:0002724","CHEMONTID:0000258","Steroidal alkaloids"
"966","CHEMONTID:0000388","CHEMONTID:0000323","Ketenes"
"967","CHEMONTID:0000390","CHEMONTID:0000211","Indolequinones"
"968","CHEMONTID:0000395","CHEMONTID:0000463","Organic nitrates"
"969","CHEMONTID:0000396","CHEMONTID:0000463","Organic nitrites"
"970","CHEMONTID:0000398","CHEMONTID:0000278","Nitrogen mustard compounds"
"971","CHEMONTID:0000399","CHEMONTID:0002279","Phenylazides"
"972","CHEMONTID:0000405","CHEMONTID:0001370","Organoarsenic compounds"
"973","CHEMONTID:0000406","CHEMONTID:0001372","Organolithium compounds"
"974","CHEMONTID:0000407","CHEMONTID:0001371","Organomercurial compounds"
"975","CHEMONTID:0000408","CHEMONTID:0000402","Phosphate esters"
"976","CHEMONTID:0000410","CHEMONTID:0000278","Azo compounds"
"977","CHEMONTID:0000411","CHEMONTID:0000278","Oximes"
"978","CHEMONTID:0000414","CHEMONTID:0003940","Organic peroxides"
"979","CHEMONTID:0000415","CHEMONTID:0000498","Boronic acids"
"980","CHEMONTID:0000417","CHEMONTID:0002279","Phenoxyacetic acid derivatives"
"981","CHEMONTID:0000418","CHEMONTID:0002279","Phenylacetic acids"
"982","CHEMONTID:0001926","CHEMONTID:0001455","Metallotetrapyrroles"
"983","CHEMONTID:0000466","CHEMONTID:0000463","Fulminates"
"984","CHEMONTID:0000467","CHEMONTID:0002279","Phenylcarbamic acids"
"985","CHEMONTID:0002449","CHEMONTID:0000278","Amines"
"986","CHEMONTID:0000473","CHEMONTID:0001371","Organogold compounds"
"987","CHEMONTID:0001093","CHEMONTID:0000265","Carboxylic acid derivatives"
"988","CHEMONTID:0001535","CHEMONTID:0000259","Polyprenols"
"989","CHEMONTID:0000481","CHEMONTID:0000086","Pyranones and derivatives"
"990","CHEMONTID:0000490","CHEMONTID:0000278","Sulfonylureas"
"991","CHEMONTID:0002901","CHEMONTID:0002506","Isoflav-2-enes"
"992","CHEMONTID:0000497","CHEMONTID:0000278","Aminals"
"993","CHEMONTID:0000499","CHEMONTID:0002285","Imidoesters"
"994","CHEMONTID:0000501","CHEMONTID:0000278","Isocyanates"
"995","CHEMONTID:0000503","CHEMONTID:0000278","Quaternary ammonium salts"
"996","CHEMONTID:0000504","CHEMONTID:0003909","Lineolic acids and derivatives"
"997","CHEMONTID:0000505","CHEMONTID:0001157","Sulfones"
"998","CHEMONTID:0000507","CHEMONTID:0002506","Isoflavonoid O-glycosides"
"999","CHEMONTID:0000517","CHEMONTID:0000364","Ureas"
"1000","CHEMONTID:0000518","CHEMONTID:0000025","Triphenylenes"
"1001","CHEMONTID:0000520","CHEMONTID:0000455","Actinide hydrides"
"1002","CHEMONTID:0000521","CHEMONTID:0000455","Actinide nitrides"
"1003","CHEMONTID:0000522","CHEMONTID:0000455","Actinide oxides"
"1004","CHEMONTID:0000523","CHEMONTID:0000455","Actinide sulfides"
"1005","CHEMONTID:0000524","CHEMONTID:0000456","Alkali metal hydrides"
"1006","CHEMONTID:0000525","CHEMONTID:0000456","Alkali metal nitrides"
"1007","CHEMONTID:0000526","CHEMONTID:0000456","Alkali metal oxides"
"1008","CHEMONTID:0000527","CHEMONTID:0000456","Alkali metal sulfides"
"1009","CHEMONTID:0000528","CHEMONTID:0000458","Post-transition metal hydrides"
"1010","CHEMONTID:0000529","CHEMONTID:0000458","Post-transition metal nitrides"
"1011","CHEMONTID:0000530","CHEMONTID:0000458","Post-transition metal oxides"
"1012","CHEMONTID:0000531","CHEMONTID:0000458","Post-transition metal sulfides"
"1013","CHEMONTID:0000532","CHEMONTID:0000460","Metalloid hydrides"
"1014","CHEMONTID:0000533","CHEMONTID:0000460","Metalloid nitrides"
"1015","CHEMONTID:0000534","CHEMONTID:0000460","Metalloid oxides"
"1016","CHEMONTID:0000535","CHEMONTID:0000460","Metalloid sulfides"
"1017","CHEMONTID:0000536","CHEMONTID:0000461","Transition metal hydrides"
"1018","CHEMONTID:0000537","CHEMONTID:0000461","Transition metal nitrides"
"1019","CHEMONTID:0000538","CHEMONTID:0000461","Transition metal oxides"
"1020","CHEMONTID:0000539","CHEMONTID:0000461","Transition metal sulfides"
"1021","CHEMONTID:0000540","CHEMONTID:0000459","Lanthanide hydrides"
"1022","CHEMONTID:0000541","CHEMONTID:0000459","Lanthanide nitrides"
"1023","CHEMONTID:0000542","CHEMONTID:0000459","Lanthanide oxides"
"1024","CHEMONTID:0000543","CHEMONTID:0000459","Lanthanide sulfides"
"1025","CHEMONTID:0000544","CHEMONTID:0000457","Alkaline earth metal hydrides"
"1026","CHEMONTID:0000545","CHEMONTID:0000457","Alkaline earth metal nitrides"
"1027","CHEMONTID:0000546","CHEMONTID:0000457","Alkaline earth metal oxides"
"1028","CHEMONTID:0000547","CHEMONTID:0000457","Alkaline earth metal sulfides"
"1029","CHEMONTID:0000548","CHEMONTID:0000454","Halogen hydrides"
"1030","CHEMONTID:0000549","CHEMONTID:0000454","Halogen nitrides"
"1031","CHEMONTID:0000550","CHEMONTID:0000454","Halogen oxides"
"1032","CHEMONTID:0000551","CHEMONTID:0000454","Halogen sulfides"
"1033","CHEMONTID:0000552","CHEMONTID:0000453","Other non-metal hydrides"
"1034","CHEMONTID:0000553","CHEMONTID:0000453","Other non-metal nitrides"
"1035","CHEMONTID:0000554","CHEMONTID:0000453","Other non-metal oxides"
"1036","CHEMONTID:0000555","CHEMONTID:0000453","Other non-metal sulfides"
"1037","CHEMONTID:0000556","CHEMONTID:0000441","Actinide astatides"
"1038","CHEMONTID:0000557","CHEMONTID:0000441","Actinide bromides"
"1039","CHEMONTID:0000558","CHEMONTID:0000441","Actinide chlorides"
"1040","CHEMONTID:0000559","CHEMONTID:0000441","Actinide fluorides"
"1041","CHEMONTID:0000560","CHEMONTID:0000441","Actinide iodides"
"1042","CHEMONTID:0000561","CHEMONTID:0000438","Alkali metal astatides"
"1043","CHEMONTID:0000562","CHEMONTID:0000438","Alkali metal bromides"
"1044","CHEMONTID:0000563","CHEMONTID:0000438","Alkali metal chlorides"
"1045","CHEMONTID:0000564","CHEMONTID:0000438","Alkali metal fluorides"
"1046","CHEMONTID:0000565","CHEMONTID:0000438","Alkali metal iodides"
"1047","CHEMONTID:0000566","CHEMONTID:0000439","Alkaline earth metal astatides"
"1048","CHEMONTID:0000567","CHEMONTID:0000439","Alkaline earth metal bromides"
"1049","CHEMONTID:0000568","CHEMONTID:0000439","Alkaline earth metal chlorides"
"1050","CHEMONTID:0000569","CHEMONTID:0000439","Alkaline earth metal fluorides"
"1051","CHEMONTID:0000570","CHEMONTID:0000439","Alkaline earth metal iodides"
"1052","CHEMONTID:0000571","CHEMONTID:0000444","Post-transition metal astatides"
"1053","CHEMONTID:0000572","CHEMONTID:0000444","Post-transition metal bromides"
"1054","CHEMONTID:0000573","CHEMONTID:0000444","Post-transition metal chlorides"
"1055","CHEMONTID:0000574","CHEMONTID:0000444","Post-transition metal fluorides"
"1056","CHEMONTID:0000575","CHEMONTID:0000444","Post-transition metal iodides"
"1057","CHEMONTID:0000576","CHEMONTID:0000440","Lanthanide astatides"
"1058","CHEMONTID:0000577","CHEMONTID:0000440","Lanthanide bromides"
"1059","CHEMONTID:0000578","CHEMONTID:0000440","Lanthanide chlorides"
"1060","CHEMONTID:0000579","CHEMONTID:0000440","Lanthanide fluorides"
"1061","CHEMONTID:0000580","CHEMONTID:0000440","Lanthanide iodides"
